trade_date,score,Read_count
20190706,0.6836,2256
20190707,0.549352381,11201820
20190708,0.391136547,8.49936E+98
20190709,0.33335772,1.0401E+206
20190710,0.372744743,7.7874E+199
20190711,0.169379193,9.7015E+173
20190712,0.272776716,1.5131E+105
20190713,0.250215978,19662559
20190714,0.24858532,9.34113E+14
20190715,0.262483198,8.40129E+98
20190716,0.293924824,7.81744E+56
20190717,0.2319,1127
20190718,0.242495355,112414519121177810889893118411879748531027943105594710219898501306777785698807600615676631691672680813631644661707722647998629639896607639112414519121177810889893118411879748531027943105594710219898501306777785698807600615676631691672680813631644661707722647998629639896607639701679626602686806685649661787608632817605561981604
20190719,0.320276676,1.2031E+139
20190720,0.5682,1367
20190721,0.0135,1385
20190723,0.27303323,1.7121E+112
20190724,0.44748755,1.05715E+63
20190725,0.280239388,1.47912E+82
20190726,0.438625333,1.78114E+87
20190727,0.710400383,2.78816E+31
20190728,0.9985,18831883
20190729,0.268359906,1.0969E+99
20190730,0.273907562,1.0761E+218
20190731,0.240523931,1.0661E+93
20190801,0.259828892,1.4191E+104
20190802,0.315638268,1.7332E+110
20190803,0.027727427,14551542
20190804,0.03441383,12871815
20190805,0.26729983,1.1321E+137
20190806,0.25461492,8.81976E+74
20190808,0.287001773,1.09484E+51
20190809,0.177142186,1.6792E+127
20190810,0.066529412,19672810
20190811,0.9203,2137
20190812,0.415742972,9.6893E+145
20190813,0.311871647,1.22012E+86
20190814,0.273424275,1.062E+116
20190815,0.247690309,1.5291E+110
20190816,0.353056116,1.5272E+108
20190817,0.268976349,1.37414E+27
20190818,0.0482,15842904
20190819,0.304906662,1.1891E+120
20190820,0.246431139,9.121E+162
20190821,0.288759976,1.1251E+219
20190822,0.301533039,144487798910291162964129910621404933957999910107991590596298585695186491679769668065770259760366686667167961971451658059068054961464170259796273479775780573166770367682462879465259854860557470756465853652462164166069657572772365562470383010439518649167976966806577025976036668666716796197145165805906805496146417025979627347977578057316677036768246287946525985486055747075646585365246216416606965757277236556247038301043955
20190823,0.26587236,1.4371E+222
20190824,0.025519279,1.62015E+11
20190825,0.15854512,1.0822E+11
20190826,0.338404094,587656760
20190827,0.22259534,1030775961634103291811399879468258871172893803775100182070271775759473057768576176661255366362949961848861559958760658752047453450451661348750568967567762568271563871063262310307759616341032918113998794682588711728938037751001820702717757594730577685761766612553663629499618488615599587606587520474534504516613487505689675677625682715638710632545647695623572781650548556650637617657526677601594642633663
20190828,0.334331739,1.0761E+168
20190829,0.36699166,6.7677E+148
20190830,0.287906969,165312211290140512631452123313881294127512441126120812621126128815891280195398711438288538091095757729971684739779680103069369669369767265866488770160665271272151461763379171063463653857758766456171163264864577760558079178963563674656056951752157969565361562786074376171763471760566760370773658673171365111216207145715756076045766176298425935915505405805486996935955735326035465365746235755535705525315395596534795195636166435865135715416026145835565486395045745995595607575975927276511121620714571575607604576617629842593591550540580548699693595573532603546536574623575553570552531539559653479519563616643586513571541602614583556548639504574599559560757597550592727617618572567597631750600507584571527534675
20190902,0.269021059,1.0931E+180
20190903,0.359241653,1.0281E+151
20190904,0.298502497,9.6969E+125
20190905,0.347811904,102483477384881113939558606987238087116817118847416421203827624868651596614587671914567698578525509711560538610705560496437578502517447543544539493523530497596658834737623637604590660565580582570530558546543514722473558634578541549532581642827624868651596614587671914567698578525509711560538610705560496437578502517447543544539493523530497596658834737623637604590660565580582570530558546543514722473558634578541549532581562507535523509629536547562547549485650598586534596559606507558427621607945770
20190906,0.164363821,1.1151E+121
20190907,0.094727749,1.2062E+27
20190908,0.642917803,1.29222E+23
20190909,0.30775452,1.0321E+234
20190910,0.325124094,13951167954100923641625834104815231001359118784392398185994186282511828132078738763723102416749858057516407797297318788577851139826105710046826907609368566786606937666437166678689818599418628251182813207873876372310241674985805751640779729731878857785113982610571004682690760936856678660693766643716667868
20190911,0.367889316,1.3621E+160
20190912,0.304545462,7.49905E+93
20190914,0.143433316,19391861
20190915,0.153915434,1.50116E+19
20190916,0.271465172,9.0613E+166
20190917,0.224360273,143576580313067557789519647907818858587787106967786847169097177144966847976475936076085875755636065885756115855856756015916166057566975345186325145996185025095605921435765803130675577895196479078188585877871069677868471690971771449668479764759360760858757556360658857561158558567560159161660575669753451863251459961850250956054859288782768364064866362064864064873161672663071961763062959960760358974263355662761359866171062668367010231359
20190918,0.269424182,9.0995E+200
20190919,0.223496876,11151352185611669701432152510827709252019103410262058115110859089578111085103081677778772271690773283371871070071967068575755164667867465574085266066169965568471359676764077371765768466360863163461964365452268870858061960161969767964661088057763167664157853556496876175387576068666858370959163064368871069558059365250375862559354365363363759252058654154658565956552561453151056861857558154359858950957655356056256357969911775484735946706485916306436887106955805936525037586255935436536336375925205865415465856595655256145315105686185755815435985895095765535605625635796991177548473594670648
20190920,0.431293228,21121863128016222618108122351193125717371002659610111175105987288787397287181768911091254780856858748931835105873177565410531075828845103678471181569284762187277480191772361874273969876213057367157418126197205586937018017256516896718737246157977577126817118317017606397427281008851
20190921,0.68726427,1.56325E+11
20190922,0.532844775,3.18916E+15
20190923,0.357679263,1.362E+157
20190924,0.342811595,94595990482679385579813449011156210496811839471542992872153511138971127722622674610605627597991576698584547877562517694844552520553499509526404791575657585706620647606617634754564595667574592579935605560784455192849654371464852041641975362858548155437652147062260450061049346951151055547849817564585665874924684774375575173964855064925723875255465004784715285514644724684844675644441157
20190925,0.339913484,1416142793391015832628134510691679126910561142127811699021532254711701398146310111282257798082168811578726846718216406326176966016276145985325845655835515906915556397005771184752914991962706725873511964811179076546226166517636087325995706725445585705715279456175315955667485644845655166514894984975034726155374885094878805895016021866496466510548505608563501490624576712695473477157047647746147948260251252051343350246056957810561703726969
20190926,0.398606616,125514031269156111921026102711131341165910761433111310741026101110599881050123111548288717788108387408448996925956296147296276209405946511120635103866560962961857967870277261564878762470667261461373572566368463381965960864962163969760788461461960561060559054894961650453851754664457255251258754856252851654760760659257054153863251353356352855053353854050751671257550460451246351660557347048953547750358348650449350567713301033100510631052
20190927,0.276045781,182725281893214416581546150213731350126012411231109710391088965167814809061071875119595410028429038878268998927211223105212698891113130595413909729611276124092989687681894080781893392786476484710588291052899835818849691132396789884985796583013578137727581730755694915911761721809760966176674873070072774980071983478473674881471069071474574879688618061353
20190928,0.419127881,1.90122E+31
20190929,0.327207523,1.59216E+43
20190930,0.282003736,2753275028732990271323002649101522432423200719321968185521131630144313511333113718821123127917881513175511561236109611341129114111711069112812901095113011321122104310521298835104010461024939161611367391011997942951957969936976946943111198110841035900103812121325
20200101,0.457891274,9.24133E+13
20200102,0.267860036,6.8484E+187
20200103,0.343106191,2.02212E+71
20200104,0.341499856,1.51114E+15
20200105,0.510886677,1.99617E+13
20200106,0.247351233,7.7256E+232
20200107,0.386308368,177616061356798132598077417463917102967766688488973975062065258366559057011056483613905623583754846744124594363754244243674593664845023434564005854153953854153543543584024014723873413904126983784464223403463244144343585073093223626553183973673283193713323033003292973433433163263394354143094745214144608741518724
20200108,0.43188769,7.5119E+142
20200109,0.303713748,7.1976E+188
20200110,0.353664976,415354508359538380363524405446477452360398361351377359388384386401360434386300329404332327299322292330302367309380301299325378307413505343348498408340331337385355426322459318342342389341891333325321316571336339341326390315330365490384386401360434386300329404332327299322292330302367309380301299325378307413505343348498408340331337385355426322459318342342389341891333325321316571336339341326390315330365490
20200111,0.557304192,1.19916E+23
20200112,0.379995199,1.09489E+17
20200113,0.408087869,105377571711907948209068486311253183414423175856635633649643564640614534647561423370345447364371422378357696100498938131438161352380040638238036139739442340571539043439984644545050344738646579482090684863112531834144231758566356336496435646406145346475614233703454473643714223783576961004989381314381613523800406382380361397394423405715390434399846445450503447386355465365365362391369
20200114,0.232133036,3.66463E+44
20200115,0.336235326,7.46719E+96
20200116,0.263185287,6.6312E+181
20200117,0.450147982,1145128520171486157311131173109110721102101195715658556829781075973773526519463469468399457441396450666393443454556502394418430615403398530491441418426454808385475633105411451285201714861573111311731091107211021011957156585568297810759737735265194634694683994574413964506663934434545565023944184306154033985304914414184264548083854756331054814455511714
20200118,0.626097006,3.05113E+19
20200119,0.368882432,1.10921E+11
20200120,0.368400132,8.1367E+130
20200121,0.312880414,7.3563E+182
20200122,0.301079972,1.262E+162
20200123,0.26924389,5.32543E+30
20200131,0.548598946,2.22415E+23
20200201,0.507530315,2.1701E+23
20200202,0.492019399,1.60016E+35
20200203,0.331214505,9916757417239041070108210007156351070659710672633537470475581609492634434511399855401626224624454823994003874043921128659464467431593430449405455526401377406365421405151238192480068872390410701082100071563510706597106726335374704755816094926344345113998554016262246244548239940038740439211286594644674315934304494054555264013774063654214051512381924800688
20200204,0.277510448,72616049322109805729176068447561418128175174814461204809858649579569547640784513511619544459521413460496964715471469414440397428454596482497410401413403408393415373555532903418545394766541412372496102341643141440639943744236138642045541638843039299735736836035836742253830717031386469
20200205,0.26624124,8.4071E+143
20200206,0.361093643,431400399494405363460425102241638538739235538139634941634383234237046537239947036136033444735639553036959110403483824594131227745640240646659237539541239638348738037437938934238543941146237148944435537136623713633644373983725243284113613953653663573596801023566903
20200207,0.321232892,1.0011E+169
20200208,0.406031633,5.9931E+56
20200209,0.606871747,8.24822E+29
20200210,0.261883547,9.8616E+154
20200211,0.360894337,727720728857787753638212984412091088811638117572455079154252364967451173761544264341545040344996041050853663754148574644546543043148157674965551597648743367372772072885778775363821298441209108881163811757245507915425236496745117376154426434154504034499604105085366375414857464454654304314815767496555159764874336734227295574461458427823675411676561414419433443416396387422355355656407383359382365402425482676583963835634
20200212,0.309626124,4.40451E+86
20200213,0.414823837,1.1706E+142
20200214,0.334241641,1.0881E+213
20200215,0.316008172,1.26418E+19
20200216,0.494640345,11649141050
20200217,0.333233075,8.496E+175
20200218,0.299725859,5.8678E+183
20200219,0.379625903,6.4956E+227
