ts_code,trade_date,open,high,low,close,change,pct_chg,vol,amount,5MA,MACD,slowj,score,n_vol,n_amount
600559.SH,20130529,33.3,34.19,32.98,33.01,0,0,53019.62,178270.905,32.148,0.195622592,80.16276366,0.495750487,0.017085742,0.170118005
600559.SH,20130530,32.48,32.8,31.45,31.88,-1.13,-3.42,46175.22,147183.492,32.148,0.178582336,49.14937942,0.429156446,-0.015027346,0.085921585
600559.SH,20130531,31.65,32.5,31.61,31.67,-0.21,-0.66,23150.2,74278.973,32.148,0.146444445,21.54945671,0.67414479,-0.123057928,-0.111531303
600559.SH,20130603,31.68,31.95,30.61,31.17,-0.5,-1.58,29161.01,90942.13,32.148,0.079710263,2.327217396,0.331722636,-0.094855942,-0.066401199
600559.SH,20130613,29.9,30.95,28.7,30.4,0.22,0.73,19589.53,58334.69,30.782,-0.215522516,24.90794363,0.304787612,-0.139764157,-0.154714425
600559.SH,20130614,30.6,31.15,29.89,30.5,0.1,0.33,15299.13,46886.218,29.96,-0.253035522,36.71759458,0.731977071,-0.15989419,-0.185721198
600559.SH,20130617,30.4,30.45,28.9,29.36,-1.14,-3.74,24875.56,73483.37,29.96,-0.370482629,35.77522036,0.8765,-0.11496275,-0.113686095
600559.SH,20130618,29.13,29.68,28.82,29.23,-0.13,-0.44,14814.21,43254.001,29.96,-0.468647939,19.98264824,0.350843221,-0.162169375,-0.195558609
600559.SH,20130619,28.8,31.31,28.5,30.98,1.75,5.99,39357.18,117650.262,29.96,-0.400616225,46.73049827,0.386566898,-0.047016757,0.005934478
600559.SH,20130620,30.46,31.45,29.4,29.73,-1.25,-4.03,26492.77,81298.312,29.96,-0.442464698,58.48752412,0.646473055,-0.107374998,-0.09252029
600559.SH,20130621,29.03,30.6,28.75,30.22,0.49,1.65,17431.17,52446.103,28.39,-0.431121311,74.92807004,0.421419884,-0.149890919,-0.170662936
600559.SH,20130624,29.81,30.77,28.5,29.38,-0.84,-2.78,42623.36,127020.478,28.39,-0.484329525,27.5332648,0.4665,-0.03169224,0.031312552
600559.SH,20130625,28.75,29.53,26.44,28.11,-1.27,-4.32,41237.48,114664.524,28.39,-0.62180799,26.6541876,0.417283888,-0.038194619,-0.002152024
600559.SH,20130626,28,28.37,27,28.04,-0.07,-0.25,21757.36,60294.858,28.39,-0.728016952,21.94842886,0.559226937,-0.129592963,-0.149405552
600559.SH,20130627,28.09,28.25,26.19,26.2,-1.84,-6.56,44851.62,121925.963,28.39,-0.949713239,4.195767873,0.331676323,-0.021237516,0.017514687
600559.SH,20130628,28.82,28.82,26,26.6,0.4,1.53,58353.6,160329.298,27.244,-1.080675136,-2.130130725,0.502655741,0.042112125,0.121525378
600559.SH,20130701,26.2,26.5,25.72,26.28,-0.32,-1.2,33034.7,85735.834,27.244,-1.196492291,-7.820344057,0.410839896,-0.076681061,-0.080501809
600559.SH,20130702,26.03,28.09,26.03,27.66,1.38,5.25,50605.45,138037.521,27.244,-1.163511517,28.25096506,0.498967295,0.005758752,0.061150852
600559.SH,20130703,27.15,28.1,26.7,27.66,0,0,47331.68,130470.382,27.244,-1.124412488,47.01086724,0.606651625,-0.009601377,0.040656191
600559.SH,20130704,27.48,28.2,27.13,28.02,0.36,1.3,31503.21,87878.41,27.244,-1.05224758,61.26121394,0.577135287,-0.083866625,-0.074698907
600559.SH,20130705,28,28.74,27.7,27.89,-0.13,-0.46,25513.75,71986.661,27.3,-0.994087068,65.18712656,0.461823285,-0.11196844,-0.117739747
600559.SH,20130708,27.5,27.51,26.3,26.37,-1.52,-5.45,21663.65,58284.503,27.3,-1.058444648,38.53417849,0.728809179,-0.130032639,-0.15485035
600559.SH,20130709,26.37,26.7,25.5,25.98,-0.39,-1.48,19572.95,50849.278,27.3,-1.127916317,13.09997441,0.837234554,-0.139841948,-0.174987739
