ts_code,trade_date,open,high,low,close,change,pct_chg,vol,amount,5MA,MACD,slowj,score,n_vol,n_amount
600559.SH,20150304,45.02,45.95,44.5,45.93,0.68,1.5,19068.28,86118.298,45.572,0.432240024,45.48900028,0.325343309,-0.142209798,-0.079465953
600559.SH,20150305,45.9,45.9,44.5,44.91,-1.02,-2.22,17972.37,80828.071,45.572,0.307405982,12.2813033,0.704280276,-0.147351674,-0.09379388
600559.SH,20150306,44.88,44.99,44.69,44.91,0,0,13607.42,61002.19,45.572,0.20609833,16.14610984,0.495467929,-0.167831487,-0.14748983
600559.SH,20150309,44.61,45.46,42.5,45.03,0.12,0.27,26811.54,118240.222,44.832,0.133950189,35.48718187,0.341108799,-0.105879368,0.007532312
600559.SH,20150310,45.16,45.45,43.68,44.03,-1,-2.22,21101.22,93111.032,44.832,-0.00387471,48.27231272,0.42954345,-0.132671492,-0.060526996
600559.SH,20150311,43.8,45.87,43.52,45.45,1.42,3.23,27483.49,122993.496,44.832,0.001463329,80.21271424,0.431659647,-0.102726661,0.020405968
600559.SH,20150312,46.1,46.1,44.46,44.68,-0.77,-1.69,18563.43,83473.006,44.832,-0.055795625,58.2851626,0.38722266,-0.144578493,-0.0866304
600559.SH,20150313,44.88,45.25,44.56,44.97,0.29,0.65,12820.49,57702.237,44.832,-0.076886877,69.71848899,0.59907795,-0.171523666,-0.156427346
600559.SH,20150316,45.1,45.39,44.9,45.24,0.27,0.6,21438.97,96734.018,46.872,-0.070996698,72.44512641,0.393341242,-0.13108681,-0.050714586
600559.SH,20150317,45.33,49.62,45.28,47.58,2.34,5.17,52540.86,249284.775,46.872,0.121093861,81.35712723,0.433133904,0.014839459,0.362450304
600559.SH,20150318,46.47,47.8,46.4,47.25,-0.33,-0.69,20776.51,97761.834,46.872,0.243887389,78.41696219,0.366239496,-0.134194992,-0.047930873
600559.SH,20150319,47.5,47.65,46.6,47.13,-0.12,-0.25,21590.07,101331.44,46.872,0.327741151,63.87383826,0.516201019,-0.130377868,-0.038263036
600559.SH,20150320,47.5,49.13,46.8,47.16,0.03,0.06,24029.69,114925.986,46.872,0.392096764,56.15225958,0.534721598,-0.118931469,-0.001443887
600559.SH,20150323,47,48.4,46.8,47.49,0.33,0.7,29201.62,138885.487,51.602,0.464374275,59.94090379,0.802,-0.094665405,0.063447463
600559.SH,20150324,47.97,51.76,47.51,50.41,2.92,6.15,69364.9,343390.083,51.602,0.748644413,75.71498321,0.3933,0.0937758,0.617322912
600559.SH,20150330,53.81,53.81,52.6,52.94,-0.57,-1.07,27016.36,143339.923,51.746,1.947631894,80.02392937,0.557292617,-0.104918378,0.075511753
600559.SH,20150331,52.3,52.67,51.49,51.88,-1.06,-2,22537.22,117129.142,51.746,1.946674323,50.17597404,0.44704451,-0.125933956,0.004523089
600559.SH,20150401,51.85,53.08,51.8,52.29,0.41,0.79,25299.91,132308.09,51.746,1.956446319,46.29075569,0.448761732,-0.112971751,0.045633396
600559.SH,20150402,52.9,52.97,50,50.74,-1.55,-2.96,45227.65,232116.252,51.746,1.818160033,38.90292786,0.462924241,-0.019473229,0.315951479
600559.SH,20150403,50.52,51.06,49.7,50.88,0.14,0.28,40629.44,203927.336,51.746,1.700264396,35.4350578,0.511381487,-0.041047469,0.239605281
600559.SH,20150407,50.68,51.57,49.99,51.54,0.66,1.3,40220.96,204253.019,51.928,1.641169359,26.12983942,0.385443113,-0.042964007,0.240487353
600559.SH,20150408,51.48,52.75,50.78,51.97,0.43,0.83,51018.73,265171.853,51.928,1.610469038,30.14882222,0.571583755,0.007697811,0.405478493
600559.SH,20150409,51,51.75,49.81,50.17,-1.8,-3.46,51187.71,257256.388,51.928,1.424473414,11.25581848,0.909455911,0.008490644,0.384040434
600559.SH,20150410,50.05,51.24,49.68,51.02,0.85,1.69,28628.2,144458.472,51.928,1.330323298,16.46804344,0.491,-0.097355821,0.078541205
600559.SH,20150413,51.15,55.11,50.37,54.94,3.92,7.68,77651.04,409640.43,51.928,1.554105136,71.09400347,0.46323255,0.132653357,0.796753797
600559.SH,20150414,54.9,58,52.88,56.31,1.37,2.49,59192.86,327250.353,58.218,1.821009936,114.8588026,0.433262342,0.046049831,0.573610446
600559.SH,20150415,56,58.55,53.5,55.96,-0.35,-0.62,38696.3,217537.47,58.218,1.981450906,115.4867014,0.787455477,-0.050117526,0.276466648
600559.SH,20150416,55.5,61.56,54.05,61.56,5.6,10.01,92415.67,557570.329,58.218,2.53129553,93.41074821,0.353394171,0.201927198,1.197403663
600559.SH,20150417,61.56,63,59.28,59.88,-1.68,-2.73,63121.07,386675.074,58.218,2.799221711,81.77209989,0.567881164,0.064480512,0.734554966
600559.SH,20150420,58.5,60.8,57.1,57.38,-2.5,-4.18,37019.59,217515.503,58.218,2.777805223,71.66230374,0.557945552,-0.057984444,0.276407153
600559.SH,20150421,57.98,63,57.39,62.21,4.83,8.42,46699.97,283734.311,64.09,3.114669169,70.62792782,0.589640961,-0.012565284,0.455752619
600559.SH,20150422,62.31,68,61.05,65.88,3.67,5.9,52769.33,338713.042,64.09,3.635862641,84.05089952,0.573031059,0.015911412,0.604655724
600559.SH,20150423,65.99,68,64.5,64.9,-0.98,-1.49,24071.51,158047.856,64.09,3.924594134,101.8752124,0.511739633,-0.118735254,0.115346374
600559.SH,20150424,64.43,66.77,62.71,64.78,-0.12,-0.18,25989.44,167728.05,64.09,4.096510897,81.82217287,0.545039942,-0.109736561,0.141563984
600559.SH,20150427,64.5,65.65,62.59,62.68,-2.1,-3.24,25298.6,160826.791,64.09,4.016998266,60.23222346,0.576846002,-0.112977898,0.122872776
600559.SH,20150428,62.86,65,60,62.22,-0.46,-0.73,24624.71,151700.507,63.678,3.87222913,50.67841718,0.392709218,-0.116139707,0.098155363
600559.SH,20150429,61,64.98,60.56,64.12,1.9,3.05,35159.63,223546.41,63.678,3.866245003,50.43786415,0.427195309,-0.066711149,0.29274112
600559.SH,20150430,64.5,67.5,63.58,63.79,-0.33,-0.51,24955.16,163473.327,63.678,3.791172025,57.41127935,0.436817313,-0.114589276,0.130040592
600559.SH,20150504,63.5,65.85,62.98,65.26,1.47,2.3,15970.02,101787.829,63.678,3.806414883,73.1592183,0.565000095,-0.156746456,-0.037026963
600559.SH,20150505,65,65,61.7,63,-2.26,-3.46,18628.15,116945.728,63.678,3.594694445,49.19529739,0.490036265,-0.144274835,0.004026335
600559.SH,20150506,62.21,63.5,60.32,60.38,-2.62,-4.16,12908.74,79892.865,61.07,3.178848581,7.662665815,0.504182123,-0.171109608,-0.096326769
600559.SH,20150507,59.99,61.2,59.5,59.51,-0.87,-1.44,12803.7,77156.771,61.07,2.747415513,-31.36983543,0.620178985,-0.171602443,-0.103737142
600559.SH,20150508,59.9,62.7,59.02,61.61,2.1,3.53,11823.82,71902.834,61.07,2.545609941,-7.742049202,0.6379,-0.17619992,-0.117966782
600559.SH,20150511,61.21,62.24,60.28,61.76,0.15,0.24,20111.7,123004.681,61.07,2.370456175,31.69627883,0.552683563,-0.137314199,0.020436261
600559.SH,20150512,61.71,62.3,59.83,62.09,0.33,0.53,31743.38,192755.148,61.07,2.232538481,55.17819706,0.604785351,-0.082739777,0.209346789
600559.SH,20150513,61.5,64.98,60.31,63.49,1.4,2.25,38886.18,244779.039,62.316,2.210722186,58.2793501,0.627547513,-0.049226632,0.350247074
600559.SH,20150514,63,64.49,62.84,63.02,-0.47,-0.74,19530.79,123581.676,62.316,2.130943354,65.75507764,0.552140142,-0.140039758,0.021998981
600559.SH,20150515,63.3,65.6,63.25,64.19,1.17,1.86,33004.93,213191.072,62.316,2.13748765,87.9476221,0.617631831,-0.076820739,0.264694966
600559.SH,20150518,63.06,64.19,60,60.36,-3.83,-5.97,41816.87,255583.556,62.316,1.812729048,47.53900873,0.260367118,-0.035476192,0.379509775
600559.SH,20150519,60.16,60.99,58.12,60.52,0.16,0.27,27603,164517.504,62.316,1.5503942,24.71686457,0.3979,-0.102165934,0.132868617
600559.SH,20150520,60.36,62.42,59.3,60.76,0.24,0.4,31585.52,191647.83,63.506,1.346338188,4.129426021,0.564315093,-0.083480437,0.206347755
600559.SH,20150526,64.29,67.15,62.3,67.1,2.61,4.05,69671.75,448019.689,63.506,1.682892264,122.2966095,0.492747863,0.095215503,0.900699281
600559.SH,20150527,66.95,69.6,64.9,68.4,1.45,2.17,51989.82,348541.928,70.486,1.980563436,105.7037163,0.629321541,0.012254047,0.631276048
600559.SH,20150528,68.39,74.58,67,69.83,1.43,2.09,59429.39,419782.347,70.486,2.305285142,86.12058273,0.483353712,0.0471596,0.824221927
600559.SH,20150529,71.5,72.86,66.41,70.28,0.45,0.64,36759.32,258617.959,70.486,2.569323115,65.63978159,0.512014232,-0.059205599,0.387728081
600559.SH,20150601,71.9,72.86,68.89,72.42,2.14,3.05,26410.3,187603.775,70.486,2.917622688,69.85317489,0.269370483,-0.107761937,0.195394931
600559.SH,20150602,72.4,75.99,71.03,71.5,-0.92,-1.27,33224.3,243152.916,70.486,3.083867394,78.18384998,0.489897865,-0.075791481,0.345842921
600559.SH,20150603,71.1,72,68.5,69.49,-2.01,-2.81,26212.66,182898.605,68.58,3.018630426,65.1731926,0.439482886,-0.10868924,0.182651559
600559.SH,20150604,69.29,69.29,65.91,68.46,-1.03,-1.48,22313.99,149994.83,68.58,2.850953254,36.41509303,0.5077,-0.126981323,0.093535747
600559.SH,20150610,67.59,71.86,66.5,70.77,3.1,4.58,35798.14,251604.226,76.394,2.366166962,21.98253311,0.5536,-0.063715338,0.368732251
600559.SH,20150611,70.99,72.92,69.58,71.14,0.37,0.52,21592.51,154086.972,76.394,2.407147188,49.92221524,0.575395462,-0.130366419,0.104618809
600559.SH,20150612,70.9,78.25,70.9,78.25,7.11,9.99,66634.07,511019.817,76.394,2.979001813,109.3033609,0.623956169,0.080963079,1.071327349
600559.SH,20150615,77,86.08,77,82,3.75,4.79,59544.76,494092.384,76.394,3.692232623,109.5867282,0.523445626,0.047700902,1.025481487
600559.SH,20150616,81.74,84.97,77,79.81,-2.19,-2.67,32393.64,265417.716,76.394,4.034254112,97.47678245,0.499943359,-0.079688837,0.406144383
600559.SH,20150617,78.5,87.79,76,87.79,7.98,10,35804.7,294227.587,89.148,4.892826456,86.67967995,0.488801308,-0.06368456,0.484172361
600559.SH,20150618,87.5,94.97,85,89.96,2.17,2.47,36448.55,335249.621,89.148,5.682843804,85.17762977,0.459893797,-0.060663694,0.595275476
600559.SH,20150619,87.51,92.05,80.96,80.96,-9,-10,37814.62,320900.236,89.148,5.519092793,70.42917612,0.544116192,-0.054254261,0.556411938
600559.SH,20150623,80.7,89.06,74.33,89.06,8.1,10,30821.65,255247.336,89.148,5.974056044,57.65899554,0.430624436,-0.087064422,0.378599164
600559.SH,20150624,91,97.97,90.09,97.97,8.91,10,41391.64,390331.102,89.148,6.973197553,79.75027318,0.618712807,-0.03747132,0.744456866
600559.SH,20150625,98.36,99.49,88.17,93.54,-4.43,-4.52,49122.31,461579.04,83.718,7.323143777,102.607766,0.576179012,-0.00119996,0.937423109
600559.SH,20150626,90,90,84.19,84.19,-9.35,-10,29153,252553.533,83.718,6.767994594,61.3023471,0.473643611,-0.094893524,0.371303332
600559.SH,20150629,85.58,88.39,75.77,82.17,-2.02,-2.4,66883.32,553792.448,83.718,6.094780908,10.3503246,0.51346628,0.08213253,1.187171739
600559.SH,20150630,77,86.98,73.95,83.52,1.35,1.64,48301.45,384344.035,83.718,5.605570403,2.101195502,0.483548729,-0.005051335,0.728241634
600559.SH,20150701,81.54,85,75.17,75.17,-8.35,-10,63915.26,499354.021,83.718,4.492307809,-0.095686494,0.344096196,0.068206755,1.039731981
600559.SH,20150702,74,74,67.65,67.65,-7.52,-10,42808.94,292839.651,56.664,2.969013095,-7.413851274,0.527035103,-0.030821521,0.480413308
600559.SH,20150703,61.3,70.5,60.89,60.89,-6.76,-9.99,51515.26,327004.072,56.664,1.202454409,-21.98591332,0.425636809,0.010027469,0.572943424
600559.SH,20150706,65.62,66,54.8,54.8,-6.09,-10,46920.42,276694.517,56.664,-0.681116691,-10.44983903,0.440782342,-0.011530959,0.436686206
600559.SH,20150707,51.45,54.95,49.32,49.32,-5.48,-10,55164.19,277082.784,56.664,-2.586238019,-1.061515705,0.408756398,0.027147803,0.437737779
600559.SH,20150708,44.39,52.9,44.39,50.66,1.34,2.72,83752.72,409510.84,56.664,-3.942487058,10.69209969,0.472243599,0.161281694,0.796402818
600559.SH,20150709,50.6,55.73,49.7,55.73,5.07,10.01,29460.06,159295.848,61.328,-4.555702265,27.68266861,0.668331211,-0.093452836,0.118726406
600559.SH,20150710,61.28,61.3,58.01,61.3,5.57,9.99,22756.54,138148.266,61.328,-4.539894211,49.7815204,0.314825842,-0.124904933,0.061450791
600559.SH,20150713,64,67.43,63.5,67.43,6.13,10,48190.9,318567.747,61.328,-3.986769448,68.66606453,0.464387097,-0.005570022,0.550094679
600559.SH,20150714,67.3,72.8,62.5,63.5,-3.93,-5.83,50725.68,340357.536,61.328,-3.821480594,80.44162329,0.318141265,0.006322856,0.609109633
600559.SH,20150715,60,64.89,58.4,58.68,-4.82,-7.59,28883.37,177485.797,61.328,-4.032932568,70.51463038,0.47348421,-0.096158595,0.167991637
600559.SH,20150716,57,62.99,54.56,60.86,2.18,3.72,26307.43,156153.574,66.806,-3.97873759,60.50814424,0.724756439,-0.108244591,0.110215945
600559.SH,20150717,60,65.98,59.05,64.12,3.26,5.36,21778.54,139585.356,66.806,-3.630878417,61.69625804,0.518867027,-0.129493589,0.065342972
600559.SH,20150720,64.06,70,64.06,67.3,3.18,4.96,24776.35,167413.083,66.806,-3.063286434,83.92934263,0.524788325,-0.115428231,0.140710935
600559.SH,20150721,67.45,72.4,65.01,72.25,4.95,7.36,38133.07,264644.33,66.806,-2.188810819,106.9322226,0.480592009,-0.052760132,0.404049762
600559.SH,20150722,72.28,74.8,68.1,69.5,-2.75,-3.81,36407.85,258874.653,66.806,-1.698109857,94.77578898,0.430376448,-0.060854654,0.388423305
600559.SH,20150723,72,75.85,69.6,75.79,6.29,9.05,28733.78,210198.761,69.99,-0.792539476,99.83314429,0.375662727,-0.096860453,0.256590661
600559.SH,20150724,75.99,79.79,73.88,75.5,-0.29,-0.38,23353.79,180156.615,69.99,-0.097149126,83.25013064,0.558984601,-0.122102709,0.175225218
600559.SH,20150727,73.23,75.96,67.95,67.99,-7.51,-9.95,30229.96,217946.663,69.99,-0.150308833,66.25040604,0.429311102,-0.089840559,0.277574897
600559.SH,20150728,61.5,72.46,61.3,63.88,-4.11,-6.05,42997.08,276369.96,69.99,-0.518108503,25.24673235,0.515162673,-0.029938791,0.435807184
600559.SH,20150729,65.03,66.9,60.73,66.79,2.91,4.56,32042.49,205242.659,69.99,-0.568229516,8.244871193,0.489782882,-0.08133639,0.243167671
600559.SH,20150730,67.1,69.3,64.6,65.46,-1.33,-1.99,24451.04,163669.878,60.284,-0.707119431,10.24633288,0.426687534,-0.116954546,0.130572926
600559.SH,20150731,63.01,65.46,59.91,62.03,-3.43,-5.24,21656.7,136429.538,60.284,-1.081496209,6.274015417,0.400312389,-0.130065248,0.056795829
600559.SH,20150803,60,61.8,55.83,56.3,-5.73,-9.24,38580.41,220467.765,60.284,-1.819580622,-9.072979424,0.477014173,-0.050661267,0.284402991
600559.SH,20150804,54.02,60,54.02,60,3.7,6.57,35672,205397.489,60.284,-2.081959229,3.370338874,0.480831486,-0.064307172,0.243587009
600559.SH,20150805,59.79,59.94,57.03,57.63,-2.37,-3.95,26334.39,153989.669,60.284,-2.452860312,14.18692004,0.355144049,-0.108118098,0.104355275
600559.SH,20150806,56.52,60.4,55.8,58.8,1.17,2.03,22163.24,129200.633,64.946,-2.622166171,29.22121955,0.469629074,-0.127688624,0.037217232
600559.SH,20150807,59.02,61.85,58.79,61.47,2.67,4.54,19249.3,116768.235,64.946,-2.511939523,37.44709572,0.495105656,-0.141360475,0.003545617
600559.SH,20150810,62.5,67.62,62.17,67.62,6.15,10,27591.39,180845.149,64.946,-1.906355232,87.5509474,0.504963463,-0.102220407,0.177090027
600559.SH,20150811,67.45,69.1,66.33,67.86,0.24,0.35,26307.98,179581.9,64.946,-1.391024459,120.5664065,0.581413308,-0.10824201,0.173668673
600559.SH,20150812,66.03,70.99,66.03,68.98,1.12,1.65,20814.19,143370.865,64.946,-0.882078419,125.7561867,0.300770815,-0.134018202,0.075595556
600559.SH,20150813,68.6,69.5,66.05,68.99,0.01,0.01,20913.71,141751.659,65.996,-0.472481625,99.2426133,0.658376781,-0.133551266,0.071210136
600559.SH,20150814,69.1,70.99,66.25,67.06,-1.93,-2.8,26026.05,177913.271,65.996,-0.300148163,78.12393839,0.389224414,-0.109564791,0.169149398
600559.SH,20150817,66.19,70,66.01,68.45,1.39,2.07,18758.81,127698.606,65.996,-0.050825387,77.55845723,0.550471623,-0.143661794,0.033149177
600559.SH,20150818,68.36,68.89,61.61,61.61,-6.84,-9.99,24441.97,159811.705,65.996,-0.400548848,42.83218131,0.481502793,-0.116997101,0.120123541
600559.SH,20150819,60.8,64.4,58.8,63.87,2.26,3.67,23743.83,146289.846,65.996,-0.489699151,27.64001503,0.542371362,-0.120272689,0.083501256
600559.SH,20150820,63.1,65.95,61.5,64.19,0.32,0.5,25147.23,160830.834,54.438,-0.528438573,16.18471124,0.575624692,-0.113688107,0.122883726
600559.SH,20150821,62.38,63.75,57.95,58.3,-5.89,-9.18,28022.61,166959.368,54.438,-1.022625429,5.026321564,0.569166073,-0.100197176,0.139482104
600559.SH,20150824,55,57.89,52.47,52.47,-5.83,-10,27105.97,143560.691,54.438,-1.863226237,-10.77612385,0.510885895,-0.104497939,0.076109676
600559.SH,20150825,48.25,55.55,47.62,48,-4.47,-8.52,31973.08,160760.554,54.438,-2.857164463,-26.74563459,0.552778649,-0.081662053,0.122693382
600559.SH,20150826,50.4,52,47.01,49.23,1.23,2.56,28165.92,139256.253,54.438,-3.505211057,-2.915028178,0.451040335,-0.099524783,0.064451637
600559.SH,20150827,51,53,49.33,52.98,3.75,7.62,25335.64,129050.768,50.746,-3.673849145,25.28591212,0.452603089,-0.112804111,0.036811341
600559.SH,20150828,52.98,56,52.52,54.93,1.95,3.68,23607.18,128152.606,50.746,-3.608550221,44.9433582,0.653971266,-0.120913834,0.03437878
600559.SH,20150831,54.6,54.6,50.52,50.98,-3.95,-7.19,13625.71,72431.497,50.746,-3.831366731,40.59269471,0.534137134,-0.167745672,-0.116534963
600559.SH,20150901,50.98,50.98,46.88,47.72,-3.26,-6.39,22668.49,110936.079,50.746,-4.222332752,13.53822894,0.544191808,-0.125318053,-0.012250057
600559.SH,20150902,46,49.57,45.97,47.12,-0.6,-1.26,22637.8,108224.612,50.746,-4.528390657,-7.393654063,0.497767389,-0.125462046,-0.019593731
600559.SH,20150907,47.48,49.39,46,47.15,0.03,0.06,15760.33,75424.203,51.22,-4.71418086,-4.598790625,0.676010743,-0.157730296,-0.108429589
600559.SH,20150909,50.05,53.85,50.05,53.46,3.05,6.05,19994.25,105067.405,51.22,-4.11905795,82.12048539,0.487991492,-0.13786526,-0.028144636
600559.SH,20150910,53.01,53.5,52.06,52.19,-1.27,-2.38,8334.78,43966.16,51.22,-3.838957777,98.63844045,0.191569355,-0.192570069,-0.193629814
600559.SH,20150911,52.21,53.46,52.01,52.89,0.7,1.34,8760.94,46310.331,51.22,-3.519916812,91.1312669,0.29853259,-0.190570579,-0.187280916
600559.SH,20150914,53.3,53.79,48,48.33,-4.56,-8.62,11542.1,57870.036,49.762,-3.593603614,37.24377274,0.903610267,-0.177521716,-0.155972883
600559.SH,20150915,47.51,49.96,47.15,47.98,-0.35,-0.72,12605.47,60861.888,49.762,-3.638302919,13.87299052,0.2536,-0.172532514,-0.147869821
600559.SH,20150916,47.13,52.75,47.13,52.11,4.13,8.61,14631.73,72748.861,49.762,-3.30240291,39.44543784,1.025562005,-0.163025549,-0.115675422
600559.SH,20150917,52.49,52.49,50.6,50.69,-1.42,-2.73,17172.61,88826.395,49.762,-3.11487552,70.77348963,0.421060614,-0.15110405,-0.072131407
600559.SH,20150918,50.8,51.03,48.5,49.7,-0.99,-1.95,11286.9,55977.456,49.762,-3.011429554,76.88971334,0.618478409,-0.178719083,-0.161098702
600559.SH,20150921,48.97,52,48,51.68,1.98,3.98,9288.03,46950.101,54.524,-2.73811514,57.37725827,0.9144,-0.188097537,-0.185548178
600559.SH,20150922,51.53,56.85,50.71,56.85,5.17,10,32027.8,174498.745,54.524,-2.080354673,86.58424646,0.304688282,-0.081405313,0.159901576
600559.SH,20150923,54.57,56.41,53.51,53.78,-3.07,-5.4,13249.39,72697.895,54.524,-1.786207814,97.98118634,0.51679327,-0.16951132,-0.115813457
600559.SH,20150924,54.22,56.6,53.84,54.77,0.99,1.84,15213.24,83906.578,54.524,-1.45642087,92.3437718,0.572040281,-0.160297175,-0.085456123
600559.SH,20150925,55.42,56.69,54.9,55.54,0.77,1.41,15563.77,87072.29,54.524,-1.120018895,74.27697759,0.476154401,-0.158652531,-0.076882183
600559.SH,20150929,54.99,61.35,54.11,57.69,1.92,3.44,20287.19,120538.253,59.004,-0.431906694,84.54085171,0.595362369,-0.136490822,0.013756245
600559.SH,20150930,56.3,60.7,56.3,58.92,1.23,2.13,10200.79,60595.532,59.004,-0.020615819,77.65334484,0.413819604,-0.183814978,-0.148591213
600559.SH,20151008,60.67,64.2,60.3,60.53,1.61,2.73,15461.16,96810.288,59.004,0.430288608,71.06227812,0.2415,-0.159133965,-0.050508018
600559.SH,20151009,60.98,63.88,60.1,62.11,1.58,2.61,6251,38651.201,59.004,0.90469762,83.95067698,0.556307847,-0.202346911,-0.208024724
600559.SH,20151012,62.15,64.87,62.15,64,1.89,3.04,11465.74,73153.36,63.422,1.416844878,92.06706031,0.889963762,-0.177879988,-0.114579887
600559.SH,20151013,64,65,62.61,63.15,-0.85,-1.33,9215.16,58655.944,63.422,1.734147204,92.0170817,0.63100204,-0.188439434,-0.153844348
600559.SH,20151014,63.15,63.15,60.58,62.46,-0.69,-1.09,9428.02,58285.732,63.422,1.907940797,82.90614901,0.694469229,-0.187440721,-0.154847021
600559.SH,20151015,62.46,63.29,60.99,63.18,0.72,1.15,8311.27,51771.828,63.422,2.07979685,76.50889675,0.372456443,-0.192680376,-0.172489126
600559.SH,20151016,63.17,64.98,62.5,64.32,1.14,1.8,11266.35,72283.442,63.422,2.281680688,87.72139316,0.413403194,-0.178815501,-0.116935952
600559.SH,20151019,64.32,64.88,63,63.68,-0.64,-1,9996.72,63995.269,61.474,2.362795596,92.95340112,0.9969,-0.18477245,-0.139383445
600559.SH,20151020,63.7,64.1,61.86,63.54,-0.14,-0.22,16912.95,105888.857,61.474,2.388252626,78.41471095,0.676633187,-0.152322344,-0.025919835
600559.SH,20151021,63.9,64.68,57.19,57.19,-6.35,-9.99,21502.08,129862.31,61.474,1.874428332,6.950077169,0.556783496,-0.130790706,0.039009303
600559.SH,20151022,58.3,59.99,57.5,59.84,2.65,4.63,14529.94,84921.334,61.474,1.661894445,-8.743730359,0.65020035,-0.163503135,-0.082707782
600559.SH,20151023,60.2,63.7,59.35,63.12,3.28,5.48,16950.08,105753.425,61.474,1.738092745,27.85342998,0.434576276,-0.152148134,-0.026286636
600559.SH,20151026,63.42,64.85,61,63.87,0.75,1.19,14816.37,94220.603,62.616,1.837814003,104.5869594,0.521462368,-0.162159241,-0.05752186
600559.SH,20151027,63.9,64,60.51,63.68,-0.19,-0.3,7985.03,50028.012,62.616,1.879842749,122.6666491,0.7078,-0.194211054,-0.177212036
600559.SH,20151028,63.23,63.78,61.6,61.97,-1.71,-2.69,6848.55,42824.531,62.616,1.754938288,81.30696759,0.2563,-0.199543279,-0.196721775
600559.SH,20151029,62,62.97,61.3,62.09,0.12,0.19,6057.21,37502.152,62.616,1.64665202,56.43475272,0.2521,-0.20325615,-0.211136782
600559.SH,20151030,62,62.64,60.82,61.47,-0.62,-1,7215.43,44533.28,62.616,1.493588397,43.22786351,0.354351047,-0.197821923,-0.19209384
600559.SH,20151102,61,62.87,60.6,61.87,0.4,0.65,6781.84,42116.117,64.182,1.388554637,54.01557815,0.207664676,-0.199856274,-0.198640427
600559.SH,20151103,62.6,62.97,60.9,61.57,-0.3,-0.48,6461.64,39859.439,64.182,1.266507621,53.68091073,0.430322191,-0.201358614,-0.204752361
600559.SH,20151104,61.58,64.89,61.5,64.12,2.55,4.14,22702.51,143422.42,64.182,1.359872407,79.10346897,0.1819,-0.125158435,0.075735186
600559.SH,20151106,66.5,67.6,65.25,66.64,-0.07,-0.1,20519.21,136284.427,64.182,1.807083902,112.5197604,0.343532979,-0.135402212,0.056402814
600559.SH,20151109,66,66.24,64.95,65.65,-0.99,-1.49,17321.62,113449.848,65.104,1.850852795,86.42820594,0.626846616,-0.150404914,-0.005441824
600559.SH,20151110,65,66.68,64.52,65.26,-0.39,-0.59,10019.58,65912.985,65.104,1.832941212,57.73498863,0.411682388,-0.184665194,-0.134189548
600559.SH,20151111,65.68,68.44,65.16,66.48,1.22,1.87,16510.8,110087.337,65.104,1.895341639,59.03424326,0.306962785,-0.154209182,-0.01454877
600559.SH,20151112,66.44,66.9,64.5,64.82,-1.66,-2.5,9692.07,63058.206,65.104,1.790209875,54.44544071,0.775779569,-0.186201831,-0.141921365
600559.SH,20151113,64.15,65.1,62.55,63.31,-1.51,-2.33,9756.43,62009.129,65.104,1.566984591,34.14458639,0.32380687,-0.185899861,-0.14476266
600559.SH,20151116,62,64.94,62,64,0.69,1.09,26710.92,170875.341,62.996,1.429278348,15.59027129,0.594115825,-0.106351465,0.150088033
600559.SH,20151117,64.71,64.71,63.6,64.1,0.1,0.16,9278.77,59419.453,62.996,1.313077976,15.43984612,0.247820019,-0.188140984,-0.151776478
600559.SH,20151118,64.06,64.3,62.02,62.18,-1.92,-3,9435.57,59325.5,62.996,1.053911555,6.13037109,0.692888389,-0.187405297,-0.152030938
600559.SH,20151119,62.65,62.65,60.98,62.5,0.32,0.51,10794.52,66514.93,62.996,0.864377617,5.156737735,0.557874204,-0.18102927,-0.132559255
600559.SH,20151120,62.66,62.9,61.65,62.2,-0.3,-0.48,8975.66,55741.313,62.996,0.682100285,2.473120939,0.296703866,-0.189563139,-0.161738266
600559.SH,20151123,62.18,62.54,60.11,60.53,-1.67,-2.68,18904.41,116384.32,59.674,0.398297814,11.31022716,0.296337548,-0.142978656,0.002505831
600559.SH,20151124,60.97,61.49,59.18,59.95,-0.58,-0.96,16855.99,100921.756,59.674,0.125138638,6.333221832,0.37860678,-0.152589593,-0.039372615
600559.SH,20151125,60.19,62.29,59.82,61.61,1.66,2.77,14002.67,85937.109,59.674,0.04212061,27.35126422,0.829081578,-0.165977022,-0.079956681
600559.SH,20151126,61.61,61.96,59.45,59.76,-1.85,-3,18513.24,112569.194,59.674,-0.170980359,28.08544837,0.633140458,-0.144813978,-0.007826967
600559.SH,20151127,59.85,60.15,55.3,56.52,-3.24,-5.42,20071.58,115863.391,59.674,-0.594452853,23.80702488,0.819,-0.137502437,0.001094959
600559.SH,20151130,56,56.95,52.58,54.88,-1.64,-2.9,32351.16,176583.514,56.71,-1.050285115,5.363069543,0.359823723,-0.079888148,0.165547915
600559.SH,20151201,54.92,56.01,53.48,54.64,-0.24,-0.44,24178.8,131631.18,56.71,-1.414594893,17.15266327,0.368254902,-0.118231863,0.043800069
600559.SH,20151202,54.6,58.88,54,58.73,4.09,7.49,40817.7,234329.835,56.71,-1.357634235,55.98138577,0.47328496,-0.040164176,0.321946696
600559.SH,20151203,58.16,59.78,57.49,58.54,-0.19,-0.32,20369.87,119748.694,56.71,-1.312692019,74.69957598,0.511608995,-0.136102897,0.011617822
