ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,5MA,10MA,30MA,MACD,MACDsignal,MACDhist,slowk,slowd,slowj,score,Read_count
002594.SZ,20150918,54.0,56.8,53.47,55.18,52.85,2.33,4.41,184409.1,1019277.412,50.98,51.544,52.846000000000004,-0.9629496759999999,-1.7408022969999999,0.777852621,70.20865212,50.46884356,109.68826920000001,0.449520985,160003
002594.SZ,20150921,54.5,56.75,53.23,56.07,55.18,0.89,1.61,150531.06,831851.5861,57.328,59.115,52.846000000000004,-0.534885938,-1.499619025,0.964733087,81.3483696,66.41919578,111.2067172,0.222658385,55201
002594.SZ,20150922,56.05,56.66,54.51,55.24,56.07,-0.83,-1.48,111336.38,617916.7961,57.328,59.115,52.846000000000004,-0.259623626,-1.251619945,0.9919963190000001,87.65782828,79.73828333,103.4969182,0.301061099,38238
002594.SZ,20150923,54.6,60.76,54.2,59.01,55.24,3.77,6.82,234872.83,1382839.7019999998,57.328,59.115,52.846000000000004,0.259737144,-0.949348527,1.209085671,88.75401745,85.92007178,94.42190879,0.31359023199999997,121924
002594.SZ,20150924,59.5,59.75,56.88,57.8,59.01,-1.21,-2.05,160829.67,933405.3376,57.328,59.115,52.846000000000004,0.5671595460000001,-0.646046913,1.213206459,84.26308540000001,86.89164371,79.00596878,0.53715846,20929
002594.SZ,20150925,57.67,60.18,56.28,58.52,57.8,0.72,1.25,176073.97,1034477.5490000001,57.328,59.115,52.846000000000004,0.858990094,-0.345039511,1.204029605,84.04499541,85.68736609,80.76025406,0.39494875700000004,113407
002594.SZ,20150928,59.2,62.6,58.85,61.8,58.52,3.28,5.6,175365.07,1067749.846,60.902,59.115,52.846000000000004,1.339495622,-0.008132485,1.3476281069999998,86.31838331,84.87548804,89.20417385,0.46345298700000004,11967
002594.SZ,20150929,60.45,62.5,59.55,61.08,61.8,-0.72,-1.17,130593.53,793899.2622,60.902,59.115,52.846000000000004,1.643259263,0.322145865,1.321113398,88.04186988,86.13508287,91.85544391,0.47004974,100179
002594.SZ,20150930,63.05,64.0,59.5,60.01,61.08,-1.07,-1.75,153533.78,948363.0467,60.902,59.115,52.846000000000004,1.7771679919999999,0.61315029,1.164017702,80.83508438,85.06511252,72.37502808,0.445339772,54898
002594.SZ,20151008,63.13,64.8,60.6,60.68,60.01,0.67,1.12,245787.96,1535450.726,60.902,59.115,52.846000000000004,1.915276906,0.873575613,1.041701292,70.70936551,79.86210659,52.40388336,0.5360086829999999,131317
002594.SZ,20151009,60.7,62.18,59.25,60.94,60.68,0.26,0.43,149604.16,907526.4673,60.902,59.115,52.846000000000004,2.022396118,1.103339714,0.9190564040000001,63.64273914,71.72906301,47.4700914,0.48826936600000004,261426
002594.SZ,20151012,61.1,63.99,58.5,59.46,60.94,-1.48,-2.43,433964.93,2661699.272,59.903999999999996,61.628,66.08466667,1.9652115000000001,1.275714071,0.689497428,59.19940423,64.51716963,48.56387343,0.313960036,267356
002594.SZ,20151013,58.99,60.5,58.16,60.46,59.46,1.0,1.68,199954.56,1191402.037,59.903999999999996,61.628,66.08466667,1.977785243,1.4161283059999998,0.5616569370000001,54.08952668,58.97722335,44.31413334,0.36928134,353271
002594.SZ,20151014,60.45,60.46,58.35,58.65,60.46,-1.81,-2.99,170178.91,1006418.4820000001,59.903999999999996,61.628,66.08466667,1.820710139,1.497044672,0.323665467,42.16685859,51.818596500000005,22.86338278,0.441251261,251302
002594.SZ,20151015,58.3,60.64,58.2,60.35,58.65,1.7,2.9,170151.65,1019440.3929999999,59.903999999999996,61.628,66.08466667,1.812509301,1.560137598,0.252371703,36.61995399,44.29211309,21.27563581,0.514351009,299361
002594.SZ,20151016,60.9,62.51,59.81,60.6,60.35,0.25,0.41,200108.47,1219171.0359999998,59.903999999999996,61.628,66.08466667,1.805371786,1.609184436,0.196187351,32.51527236,37.10069498,23.34442711,0.424251679,79296
002594.SZ,20151019,61.5,66.66,61.37,66.66,60.6,6.06,10.0,323398.46,2074792.553,63.352,61.628,66.08466667,2.2626244819999997,1.739872445,0.5227520370000001,56.57630522,41.90384386,85.92122795,0.570927827,347162
002594.SZ,20151020,68.88,68.97,64.51,66.22,66.66,-0.44,-0.66,327913.04,2168912.504,63.352,61.628,66.08466667,2.559986287,1.9038952130000002,0.656091074,70.43585999999999,53.17581253,104.95595490000001,0.44883537799999995,268510
002594.SZ,20151021,65.51,65.95,59.6,59.75,66.22,-6.47,-9.77,338379.39,2113130.267,63.352,61.628,66.08466667,2.247663071,1.972648785,0.275014286,63.08973173,63.36729898,62.53459722,0.558736315,374713
002594.SZ,20151022,59.79,62.31,57.69,61.44,59.75,1.69,2.83,306107.23,1846113.332,63.352,61.628,66.08466667,2.112165815,2.000552191,0.11161362400000001,40.83795868,58.12118347,6.271509101,0.46787825200000005,343772
002594.SZ,20151023,63.01,64.66,61.7,62.69,61.44,1.25,2.03,301703.12,1898851.2980000002,63.352,61.628,66.08466667,2.081651831,2.016772119,0.064879712,30.75984171,44.89584404,2.487837051,0.24878643,213856
002594.SZ,20151026,64.0,68.96,62.75,68.96,62.69,6.27,10.0,633458.53,4287444.586,68.422,67.62100000000001,66.08466667,2.534193275,2.12025635,0.413936925,59.16075649999999,43.58618563,90.30989824,0.546034644,602725
002594.SZ,20151027,68.2,69.19,65.0,68.35,68.96,-0.61,-0.88,295275.22,2002712.725,68.422,67.62100000000001,66.08466667,2.811207874,2.258446655,0.552761219,78.97774694,56.29944838,124.33434409999998,0.404074909,249875
002594.SZ,20151028,68.27,71.7,67.33,68.81,68.35,0.46,0.67,309746.25,2164859.136,68.422,67.62100000000001,66.08466667,3.032900703,2.413337465,0.619563239,90.65962564,76.26604303,119.4467909,0.45540942100000004,207096
002594.SZ,20151029,69.5,69.85,66.38,68.89,68.81,0.08,0.12,188263.72,1274021.735,68.422,67.62100000000001,66.08466667,3.178410462,2.566352064,0.612058398,84.00347578,84.54694945,82.91652843,0.425800335,436951
002594.SZ,20151030,68.15,69.76,65.8,67.1,68.89,-1.79,-2.6,183150.35,1243187.512,68.422,67.62100000000001,66.08466667,3.1134006089999997,2.675761773,0.43763883600000003,75.49369498,83.3855988,59.70988734,0.340667231,182634
002594.SZ,20151102,66.0,66.88,63.0,63.66,67.1,-3.44,-5.13,217540.84,1417507.392,66.82,67.62100000000001,66.08466667,2.752570661,2.6911235510000004,0.06144711,63.24054247,74.24590441,41.22981859,0.333670402,229711
002594.SZ,20151103,63.81,66.18,62.4,65.49,63.66,1.83,2.87,200332.47,1291132.748,66.82,67.62100000000001,66.08466667,2.584483714,2.669795583,-0.08531187,55.15108256,64.62844,36.19636767,0.272023336,62655
002594.SZ,20151104,65.4,70.23,65.02,69.9,65.49,4.41,6.73,308797.34,2079295.12,66.82,67.62100000000001,66.08466667,2.775133727,2.690863212,0.084270515,60.09564597,59.495757,61.295423899999996,0.45849563299999996,215960
002594.SZ,20151105,69.0,69.5,67.2,67.3,69.9,-2.6,-3.72,267191.8,1820855.79,66.82,67.62100000000001,66.08466667,2.685470533,2.6897846760000004,-0.004314144000000001,63.45423008,59.56698620000001,71.22871784,0.333695731,276661
002594.SZ,20151106,66.8,68.8,66.6,67.75,67.3,0.45,0.67,251361.58,1695306.5369999998,66.82,67.62100000000001,66.08466667,2.620515374,2.675930816,-0.055415442,64.07168459,62.54052021,67.13401334,0.29670794300000003,280627
002594.SZ,20151109,67.15,73.05,66.7,71.6,67.75,3.85,5.68,352803.68,2465833.654,70.3,69.005,66.08466667,2.846883665,2.7101213860000004,0.13676227900000001,65.53334343,64.35308603,67.89385822,0.226876176,379157
002594.SZ,20151110,71.0,71.25,68.88,69.8,71.6,-1.8,-2.51,260700.73,1823695.1069999998,70.3,69.005,66.08466667,2.848204876,2.7377380839999996,0.110466792,71.13180877,66.91227893,79.57086846,0.319482151,256534
002594.SZ,20151111,70.0,71.02,67.4,68.8,69.8,-1.0,-1.43,265269.81,1825453.9919999999,70.3,69.005,66.08466667,2.737009758,2.737592419,-0.00058266,71.98748044,69.55087755,76.86068622,0.40048247299999995,298310
002594.SZ,20151112,68.95,71.28,68.0,70.6,68.8,1.8,2.62,322355.57,2256188.88,70.3,69.005,66.08466667,2.762289825,2.7425319,0.019757925,68.85758998,70.65895973,65.25485049,0.431743726,272162
002594.SZ,20151113,70.0,74.83,68.18,70.7,70.6,0.1,0.14,402411.95,2876014.432,70.3,69.005,66.08466667,2.758594267,2.745744373,0.012849893999999999,67.95437864,69.59981635,64.6635032,0.40415852,307142
002594.SZ,20151116,68.5,69.8,68.19,69.49,70.7,-1.21,-1.71,195330.44,1348563.8630000001,67.71,69.005,66.08466667,2.627737699,2.7221430389999997,-0.09440534,63.11166281,66.64121048,56.05256748,0.240752128,202340
002594.SZ,20151117,70.3,70.6,66.7,67.88,69.49,-1.61,-2.32,302548.36,2077666.437,67.71,69.005,66.08466667,2.3668359690000003,2.651081625,-0.284245655,42.63084622,57.89896256,12.09461356,0.433227879,304922
