ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,5MA,10MA,30MA,MACD,MACDsignal,MACDhist,slowk,slowd,slowj,score,Read_count
002594.SZ,20161206,53.79,54.0,53.0,53.12,53.67,-0.55,-1.02,67613.13,359844.489,54.434,53.107,52.98066667,-0.5354591910000001,-0.35133401799999997,-0.184125172,5.380406324,11.18713169,-6.233044412999999,0.27771149,192087
002594.SZ,20161207,53.16,53.33,52.25,52.99,53.12,-0.13,-0.24,72522.21,381985.044,51.78,53.107,52.98066667,-0.642861469,-0.409639508,-0.23322196,8.215205933,8.185694622,8.274228554,0.158934372,395651
002594.SZ,20161208,52.99,53.49,52.8,53.03,52.99,0.04,0.08,39496.26,209985.57100000003,51.78,53.107,52.98066667,-0.716491613,-0.471009929,-0.24548168399999998,13.62875345,9.07478857,22.73668322,0.22152868,402010
002594.SZ,20161209,53.04,53.09,52.51,52.75,53.03,-0.28,-0.53,38089.04,200980.215,51.78,53.107,52.98066667,-0.7883500840000001,-0.53447796,-0.253872124,16.54381654,12.79592531,24.03959901,0.586367107,420444
002594.SZ,20161212,52.73,53.07,49.54,49.82,52.75,-2.93,-5.55,90405.89,464114.06200000003,51.78,53.107,52.98066667,-1.0693976029999999,-0.641461889,-0.42793571399999997,11.974158300000001,14.04890943,7.824656036,0.455627138,786660
002594.SZ,20161213,49.6,50.69,49.51,50.31,49.45,0.86,1.74,54447.62,273464.822,51.78,53.107,52.98066667,-1.238316341,-0.760832779,-0.47748356200000003,9.873197357,12.7970574,4.02547727,0.257913458,51592
002594.SZ,20161214,50.49,50.59,49.0,49.1,50.31,-1.21,-2.41,55462.29,275447.369,50.096000000000004,50.239,52.98066667,-1.453072432,-0.89928071,-0.553791722,6.294989127000001,9.380781595,0.123404192,0.174722125,297813
002594.SZ,20161215,49.0,49.78,48.91,49.48,49.1,0.38,0.77,39346.58,194498.139,50.096000000000004,50.239,52.98066667,-1.574456008,-1.034315769,-0.540140238,7.986620875,8.051602453,7.856657718999999,0.249900055,571841
002594.SZ,20161216,49.75,51.1,49.75,51.1,49.48,1.62,3.27,61736.28,311817.04600000003,50.096000000000004,50.239,52.98066667,-1.522383812,-1.131929378,-0.39045443399999996,18.04122219,10.7742774,32.57511177,0.483759704,1351686
002594.SZ,20161219,51.3,51.48,50.28,50.4,51.1,-0.7,-1.37,36896.05,186863.66600000003,50.096000000000004,50.239,52.98066667,-1.5200778609999999,-1.209559074,-0.310518786,28.36867669,18.13217325,48.84168356,0.45428655,58447
002594.SZ,20161220,50.41,50.81,50.15,50.4,50.4,0.0,0.0,28475.38,143523.91,50.096000000000004,50.239,52.98066667,-1.500948379,-1.267836935,-0.233111443,36.03034749,27.48008212,53.13087822,0.279324355,203102
002594.SZ,20161221,50.79,51.2,50.52,50.75,50.4,0.35,0.69,27339.25,138989.74,50.382,50.239,52.98066667,-1.44093584,-1.302456716,-0.138479124,36.36154698,33.58685705,41.91092684,0.769977447,155611
002594.SZ,20161222,50.85,51.6,50.31,51.38,50.75,0.63,1.24,46788.25,238670.698,50.382,50.239,52.98066667,-1.327240138,-1.307413401,-0.019826737,45.30896328,39.23361925,57.45965135,0.37275856799999996,186454
002594.SZ,20161223,51.44,51.45,50.11,50.18,51.38,-1.2,-2.34,41228.0,208839.146,50.382,50.239,52.98066667,-1.318763561,-1.309683433,-0.009080128,50.20201156,43.95750727,62.69102012,0.395454745,87303
002594.SZ,20161226,50.0,50.23,49.21,50.15,50.18,-0.03,-0.06,38240.56,189851.06600000002,50.382,50.239,52.98066667,-1.299486885,-1.307644123,0.008157238,50.89451673,48.80183052,55.07988914,0.330125989,341903
002594.SZ,20161227,50.15,50.17,49.45,49.45,50.15,-0.7,-1.4,41945.51,209496.702,50.382,50.239,52.98066667,-1.325415566,-1.311198412,-0.014217154,37.79429988,46.29694272,20.78901419,0.293273868,549893
002594.SZ,20161228,49.51,49.94,49.19,49.3,49.45,-0.15,-0.3,27180.67,134413.291,49.792,49.818000000000005,49.21266667,-1.34259142,-1.317477013,-0.025114406000000002,23.57843969,37.42241876,-4.10951846,0.243262182,122152
002594.SZ,20161229,49.33,49.84,49.03,49.35,49.3,0.05,0.1,32107.06,158780.359,49.792,49.818000000000005,49.21266667,-1.336759494,-1.321333509,-0.015425985,12.36334222,24.57869393,-12.067361199999999,0.473117771,305310
002594.SZ,20161230,49.55,49.79,49.4,49.68,49.35,0.33,0.67,20886.73,103682.416,49.792,49.818000000000005,49.21266667,-1.290631809,-1.315193169,0.02456136,14.102502,16.68142797,8.94465007,0.30925924,146095
002594.SZ,20170104,49.9,50.98,49.71,50.8,49.83,0.97,1.95,76201.68,384790.06299999997,49.792,49.818000000000005,49.21266667,-1.0872337890000001,-1.2556212690000002,0.16838748,41.76394293,26.27454779,72.74273321,0.274987213,146159
002594.SZ,20170105,50.81,50.85,50.38,50.43,50.8,-0.37,-0.73,39917.26,201824.01899999997,49.843999999999994,49.818000000000005,49.21266667,-0.99421499,-1.203340013,0.20912502300000002,52.61707989,39.11274042,79.62575883,0.5214893820000001,370587
002594.SZ,20170106,50.44,50.6,49.8,49.8,50.43,-0.63,-1.25,42153.6,211167.708,49.843999999999994,49.818000000000005,49.21266667,-0.960263339,-1.154724679,0.19446133899999998,55.40333816,49.92812033,66.35377383,0.416515619,24086
002594.SZ,20170109,49.85,50.12,49.71,49.91,49.8,0.11,0.22,32204.73,160778.322,49.843999999999994,49.818000000000005,49.21266667,-0.913944942,-1.1065687309999999,0.192623789,47.48887476,51.83643094,38.79376241,0.339737745,103509
002594.SZ,20170110,49.97,50.05,49.4,49.65,49.91,-0.26,-0.52,29611.42,147345.86800000002,49.843999999999994,49.818000000000005,49.21266667,-0.887981013,-1.062851188,0.174870174,38.803418799999996,47.23187724,21.94650193,0.497672309,1325323
002594.SZ,20170111,49.65,49.81,49.36,49.43,49.65,-0.22,-0.44,23978.51,118771.245,49.843999999999994,49.818000000000005,49.21266667,-0.8750693190000001,-1.025294814,0.150225495,32.47863248,39.59030868,18.25528007,0.494948923,52313
002594.SZ,20170112,49.45,49.75,48.93,48.96,49.43,-0.47,-0.95,35498.23,174899.617,48.388000000000005,48.503,49.21266667,-0.892473898,-0.9987306309999999,0.106256733,17.92370231,29.7352512,-5.699395455,0.306230512,256828
002594.SZ,20170113,48.95,49.35,48.8,48.91,48.96,-0.05,-0.1,32049.75,157329.022,48.388000000000005,48.503,49.21266667,-0.899927925,-0.978970089,0.079042165,9.007368902,19.80323456,-12.58436242,0.48232183799999995,238573
002594.SZ,20170116,48.91,49.15,46.5,47.76,48.91,-1.15,-2.35,44753.74,215981.34699999998,48.388000000000005,48.503,49.21266667,-0.987250277,-0.9806261270000001,-0.00662415,11.54476206,12.82527776,8.983730673,0.40833050200000004,59803
002594.SZ,20170117,47.98,48.44,47.6,48.2,47.76,0.44,0.92,27794.17,133517.236,48.388000000000005,48.503,49.21266667,-1.009314795,-0.986363861,-0.022950934,24.08377711,14.87863603,42.49405928,0.395578463,302582
002594.SZ,20170118,48.46,48.46,48.02,48.11,48.2,-0.09,-0.19,22201.89,107149.056,48.388000000000005,48.503,49.21266667,-1.022279135,-0.993546915,-0.028732219,35.49125082,23.70659666,59.06055912,0.345912503,145435
002594.SZ,20170119,48.16,48.3,48.0,48.1,48.11,-0.01,-0.02,17477.68,84220.141,48.618,48.503,49.21266667,-1.0215841970000001,-0.999154372,-0.022429825,40.84921583,33.47474792,55.59815164,0.31832409100000003,88128
002594.SZ,20170120,48.05,48.7,48.05,48.58,48.1,0.48,1.0,24796.38,120324.606,48.618,48.503,49.21266667,-0.971107147,-0.9935449270000001,0.02243778,47.35291234,41.23112633,59.59648435,0.28974799100000004,294925
002594.SZ,20170123,48.77,49.24,48.77,48.86,48.58,0.28,0.58,23733.1,116240.57800000001,48.618,48.503,49.21266667,-0.89815667,-0.974467275,0.076310605,58.02984599,48.74399139,76.60155521,0.5634923589999999,155563
002594.SZ,20170124,49.14,49.14,48.49,48.65,48.86,-0.21,-0.43,25628.14,124811.91,48.618,48.503,49.21266667,-0.847518471,-0.9490775140000001,0.101559044,65.34816304,56.91030712,82.22387486,0.647324172,82153
002594.SZ,20170125,48.66,49.17,48.45,48.9,48.65,0.25,0.51,30003.54,146682.673,48.618,48.503,49.21266667,-0.778243318,-0.914910675,0.136667357,73.88782204,65.75527702,90.15291208,0.560394078,60925
002594.SZ,20170126,49.27,49.27,48.56,48.68,48.9,-0.22,-0.45,38626.5,188188.764,49.108000000000004,49.317,49.21266667,-0.732648902,-0.87845832,0.145809419,76.35491116,71.86363208,85.33746932,0.37137239299999997,167452
002594.SZ,20170203,48.7,48.78,48.31,48.35,48.68,-0.33,-0.68,29216.51,141629.649,49.108000000000004,49.317,49.21266667,-0.7149022909999999,-0.845747115,0.130844823,69.27368899,73.17214073,61.47678551,0.524305275,113994
002594.SZ,20170206,48.4,48.84,48.4,48.67,48.35,0.32,0.66,35549.9,172961.702,49.108000000000004,49.317,49.21266667,-0.6673241520000001,-0.8100625220000001,0.14273837,58.78881539,68.13913851,40.08816914,0.397779011,23951
002594.SZ,20170207,48.81,49.88,48.8,49.34,48.67,0.67,1.38,81573.07,402822.68200000003,49.108000000000004,49.317,49.21266667,-0.568995704,-0.761849159,0.19285345399999998,56.31422697,61.45891045,46.02486,0.7603405129999999,83471
002594.SZ,20170208,49.34,50.8,48.66,50.5,49.34,1.16,2.35,74522.34,368336.37799999997,49.108000000000004,49.317,49.21266667,-0.39293785299999995,-0.688066897,0.295129044,71.04113678,62.04805971,89.02729092,0.38150129200000005,421571
002594.SZ,20170209,50.45,50.46,49.89,49.98,50.5,-0.52,-1.03,71268.96,357318.48299999995,49.526,49.317,49.21266667,-0.292004347,-0.608854387,0.31685004,75.81192598,67.72242991,91.99091811,0.0725,2793
002594.SZ,20170210,50.12,50.2,49.51,49.63,49.98,-0.35,-0.7,48338.99,240664.687,49.526,49.317,49.21266667,-0.23751793300000001,-0.5345870970000001,0.297069164,69.72374346,72.19226874,64.7866929,0.515202003,233081
002594.SZ,20170213,49.63,50.18,49.32,49.73,49.63,0.1,0.2,50190.77,250044.33800000002,49.526,49.317,49.21266667,-0.184145182,-0.464498714,0.280353532,59.03614458,68.19060467,40.72722439,0.37305464299999996,96449
002594.SZ,20170215,49.6,49.89,48.56,48.75,49.54,-0.79,-1.59,74108.68,364115.474,49.526,49.317,49.21266667,-0.194104986,-0.36096211,0.166857124,41.36546185,51.18250781,21.73136992,0.523782216,1119836
002594.SZ,20170216,48.96,49.36,48.65,48.9,48.75,0.15,0.31,36928.81,180934.599,49.326,49.773,49.832,-0.21026167899999998,-0.330822023,0.120560345,29.30053548,41.27063811,5.36033021,0.767904453,328631
002594.SZ,20170220,48.58,49.28,48.58,49.16,48.56,0.6,1.24,36633.34,179319.03699999998,49.326,49.773,49.832,-0.22625102800000002,-0.296599728,0.070348699,17.86398467,20.38287249,12.82620905,0.451804262,190682
002594.SZ,20170221,49.33,50.26,49.32,50.04,49.16,0.88,1.79,107344.19,536939.621,49.326,49.773,49.832,-0.136710468,-0.26462187600000003,0.127911407,37.18216649,23.01008283,65.52633383,0.525778344,310213
002594.SZ,20170222,50.19,50.22,49.76,49.97,50.04,-0.07,-0.14,48579.59,242490.259,49.326,49.773,49.832,-0.0705837,-0.22581424100000003,0.155230541,63.93536293,39.660504700000004,112.4850794,0.371692604,90912
002594.SZ,20170223,50.1,50.4,49.77,50.31,49.97,0.34,0.68,58000.03,290350.835,50.22,49.773,49.832,0.009151902,-0.178821012,0.187972914,85.93608132,62.35120358,133.1058368,0.49623075200000005,306819
002594.SZ,20170224,50.23,50.3,49.9,50.22,50.31,-0.09,-0.18,34802.5,174310.517,50.22,49.773,49.832,0.064339033,-0.130189003,0.19452803600000002,89.88178839,79.91774421,109.8098767,0.275949942,29260
002594.SZ,20170227,50.52,51.52,50.19,50.27,50.22,0.05,0.1,101589.85,517619.636,50.22,49.773,49.832,0.110832209,-0.08198476099999999,0.19281697,81.60635965,85.80807645,73.20292604,0.391014735,150005
002594.SZ,20170228,50.27,50.83,49.86,50.11,50.27,-0.16,-0.32,49203.12,247467.41100000002,50.22,49.773,49.832,0.133231909,-0.038941427,0.172173335,67.70833333,79.73216046,43.66067909,0.627596114,27175
002594.SZ,20170301,50.09,50.49,49.91,50.19,50.11,0.08,0.16,50052.68,251094.39399999997,50.22,49.773,49.832,0.155644985,-2.4100000000000003e-05,0.15566912900000002,56.25,68.52156433,31.70687135,0.465418416,453689
002594.SZ,20170302,50.35,50.5,49.74,49.75,50.19,-0.44,-0.88,46598.15,232762.85100000002,50.7,50.293,49.832,0.13633164,0.027247012,0.109084628,49.88811314,57.94881549,33.76670844,0.28479415,17879
002594.SZ,20170303,49.75,51.09,49.68,51.01,49.75,1.26,2.53,115375.4,583642.782,50.7,50.293,49.832,0.220159286,0.065829467,0.154329819,57.62136673,54.58649329,63.69111361,0.35485993899999996,106364
002594.SZ,20170306,51.59,51.59,50.58,50.9,51.01,-0.11,-0.22,75697.96,385768.331,50.7,50.293,49.832,0.27455235,0.10757404400000001,0.166978306,60.16281525,55.89076504,68.70691566,0.599855891,131201
002594.SZ,20170307,50.89,51.28,50.68,51.0,50.9,0.1,0.2,49004.75,249591.943,50.7,50.293,49.832,0.322016405,0.150462516,0.171553889,69.93415834,62.572780099999996,84.6569148,0.5919669710000001,498712
002594.SZ,20170308,51.05,51.36,50.8,50.84,51.0,-0.16,-0.31,52024.05,265455.137,50.7,50.293,49.832,0.34277010700000005,0.188924034,0.153846073,64.57242583,64.8897998,63.93767788,0.0283,7482
002594.SZ,20170309,50.8,50.83,50.1,50.17,50.84,-0.67,-1.32,47188.61,237145.109,49.886,50.293,49.832,0.301676624,0.21147455199999998,0.090202072,51.83246073,62.11301497,31.27135227,0.542745735,112088
002594.SZ,20170310,50.12,50.58,49.91,50.19,50.17,0.02,0.04,51983.85,260642.99300000002,49.886,50.293,49.832,0.26763840699999997,0.222707323,0.044931084,37.69633508,51.36707388,10.35485748,0.503234848,414395
002594.SZ,20170313,49.98,49.98,49.07,49.84,50.19,-0.35,-0.7,64984.39,323000.221,49.886,50.293,49.832,0.21000005,0.220165869,-0.010165818,27.63719217,39.05532933,4.800917846,0.562655904,581618
002594.SZ,20170314,49.88,50.21,49.61,49.76,49.84,-0.08,-0.16,42289.93,210950.302,49.886,50.293,49.832,0.156066864,0.207346068,-0.051279204,28.21269287,31.18207337,22.27393187,0.25838117899999996,15982
002594.SZ,20170315,49.9,49.9,49.0,49.47,49.76,-0.29,-0.58,37819.02,187281.18399999998,49.886,50.293,49.832,0.088899076,0.183656669,-0.094757594,25.36107536,27.07032013,21.94258582,0.408348844,263688
002594.SZ,20170316,49.75,50.16,49.69,50.02,49.47,0.55,1.11,49327.68,246285.782,49.38,49.43,49.832,0.079136289,0.162752593,-0.083616304,28.3033033,27.29235718,30.32519555,0.569720011,136629
002594.SZ,20170317,50.15,50.28,49.48,49.49,50.02,-0.53,-1.06,57737.3,288105.663,49.38,49.43,49.832,0.028306342,0.135863343,-0.107557001,26.09722313,26.5872006,25.1172682,0.9125479959999999,21029
002594.SZ,20170320,49.45,49.45,48.98,49.19,49.49,-0.3,-0.61,52836.84,259912.157,49.38,49.43,49.832,-0.035771894,0.101536295,-0.13730819,22.98949355,25.79667333,17.375134,0.41093493600000003,127097
002594.SZ,20170321,49.2,49.39,49.06,49.3,49.19,0.11,0.22,38819.54,191104.21600000001,49.38,49.43,49.832,-0.076793055,0.065870425,-0.14266348,15.62784619,21.57152096,3.740496657,0.5147050360000001,132846
002594.SZ,20170322,49.2,49.23,48.8,48.9,49.3,-0.4,-0.81,39045.07,191186.268,49.38,49.43,49.832,-0.139965838,0.024703173,-0.164669011,10.57960141,16.39898039,-1.059156534,0.440507142,304683
002594.SZ,20170323,48.93,49.77,48.93,49.45,48.9,0.55,1.12,55821.1,275918.231,49.48,49.43,49.832,-0.143990488,-0.009035559,-0.134954928,22.27806458,16.16183739,34.51051895,0.17746583800000001,100264
002594.SZ,20170324,49.82,49.84,49.38,49.65,49.45,0.2,0.4,41430.71,205578.832,49.48,49.43,49.832,-0.12954837,-0.033138121,-0.096410249,35.65644296,22.83803632,61.29325624,0.41255962799999996,189243
002594.SZ,20170327,49.8,50.25,49.52,49.6,49.65,-0.05,-0.1,36709.93,182935.046,49.48,49.43,49.832,-0.12074559,-0.050659615,-0.070085975,51.8018018,36.57876978,82.24786584,0.0967,16566
002594.SZ,20170328,49.73,49.99,49.62,49.9,49.6,0.3,0.6,39118.1,194960.71399999998,49.48,49.43,49.832,-0.08854118300000001,-0.058235929000000006,-0.030305254,61.93693694,49.7983939,86.21402301,0.541204445,433912
002594.SZ,20170329,49.01,49.3,48.5,48.8,49.9,-1.1,-2.2,85814.36,419686.96,49.48,49.43,49.832,-0.150050081,-0.076598759,-0.073451322,48.41077032,54.04983635,37.13263826,0.45145171799999995,311312
002594.SZ,20170330,48.77,48.78,47.68,47.82,48.8,-0.98,-2.01,67797.89,325765.499,48.864,50.376000000000005,50.18533333,-0.274707479,-0.116220503,-0.158486976,32.20857591,47.51876106,1.588205615,0.50833633,477846
002594.SZ,20170331,47.82,48.29,47.8,48.02,47.82,0.2,0.42,45984.39,221134.026,48.864,50.376000000000005,50.18533333,-0.35328854600000004,-0.163634112,-0.18965443399999998,11.84365846,30.82100156,-26.11102774,0.36022410299999996,194443
002594.SZ,20170405,48.63,49.67,48.63,49.4,48.02,1.38,2.87,76000.65,374764.331,48.864,50.376000000000005,50.18533333,-0.300743359,-0.19105596100000002,-0.109687398,28.53437095,24.19553511,37.21204263,0.340550069,43690
002594.SZ,20170406,49.45,49.97,49.01,49.48,49.4,0.08,0.16,51305.52,254071.603,48.864,50.376000000000005,50.18533333,-0.249766436,-0.202798056,-0.04696838,50.06485084,30.14762675,89.89929903,0.412189914,42585
002594.SZ,20170407,49.5,49.81,49.4,49.6,49.48,0.12,0.24,43523.97,216135.56699999998,48.864,50.376000000000005,50.18533333,-0.197408261,-0.201720097,0.0043118359999999994,70.55771725,49.71897968,112.23519240000002,0.5345488860000001,189214
002594.SZ,20170410,49.62,50.12,49.29,49.65,49.6,0.05,0.1,43366.03,215230.59,51.888000000000005,50.376000000000005,50.18533333,-0.15014862699999998,-0.191405803,0.041257176,73.8002594,64.80760917,91.78555988,0.439780269,279422
002594.SZ,20170411,49.85,54.43,49.8,53.01,49.65,3.36,6.77,262271.6,1385995.586,51.888000000000005,50.376000000000005,50.18533333,0.156623434,-0.121799956,0.27842339,76.77494356,73.7109734,82.90288386,0.520573062,502516
002594.SZ,20170412,52.79,53.48,52.03,52.98,53.01,-0.03,-0.06,115414.61,609650.83,51.888000000000005,50.376000000000005,50.18533333,0.392793871,-0.01888119,0.411675061,78.04505933,76.2067541,81.72166979,0.47882122,183049
002594.SZ,20170413,52.5,52.98,51.98,52.45,52.98,-0.53,-1.0,59102.78,309646.887,51.888000000000005,50.376000000000005,50.18533333,0.531072203,0.091109488,0.439962715,76.04938272,76.95646187,74.23522442,0.325985309,30120
002594.SZ,20170414,52.44,52.48,51.3,51.35,52.45,-1.1,-2.1,68709.91,355954.00200000004,51.888000000000005,50.376000000000005,50.18533333,0.545608535,0.182009298,0.363599237,67.57655997,73.890334,54.949011899999995,0.5614647460000001,537816
002594.SZ,20170417,51.03,51.7,50.72,51.38,51.35,0.03,0.06,46220.74,236677.848,51.632,51.667,50.18533333,0.5531728,0.256241998,0.296930802,57.20831816,66.94475362,37.73544726,0.44431947899999996,312464
002594.SZ,20170418,51.99,52.45,51.52,51.6,51.38,0.22,0.43,67517.43,351262.631,51.632,51.667,50.18533333,0.570345113,0.319062621,0.25128249199999997,49.58142189,58.12210001,32.50006567,0.50710441,299780
002594.SZ,20170419,51.58,52.08,50.35,51.26,51.6,-0.34,-0.66,68488.41,350341.675,51.632,51.667,50.18533333,0.550177038,0.365285504,0.184891533,44.50887307,50.43287104,32.66087713,0.281797171,163546
002594.SZ,20170420,51.3,51.95,50.4,51.95,51.26,0.69,1.35,58608.07,299802.63399999996,51.632,51.667,50.18533333,0.58314875,0.408858154,0.174290597,45.95459962,46.68163153,44.50053581,0.498879622,769939
002594.SZ,20170421,51.96,52.72,51.75,51.97,51.95,0.02,0.04,66685.47,348116.552,51.632,51.667,50.18533333,0.60393116,0.447872755,0.156058405,45.64869052,45.37072107,46.20462941,0.454283691,124594
002594.SZ,20170424,51.96,52.49,50.75,50.84,51.97,-1.13,-2.17,58738.25,302580.817,51.702,51.667,50.18533333,0.523188819,0.462935968,0.060252850999999996,38.09139179,43.23156064,27.81105409,0.499712307,706868
002594.SZ,20170425,51.0,51.46,50.66,51.18,50.84,0.34,0.67,43369.28,221889.09399999998,51.702,51.667,50.18533333,0.48108939100000003,0.466566652,0.014522739,31.36071266,38.36693166,17.34827466,0.311849721,24527
002594.SZ,20170426,51.36,52.97,51.18,52.52,51.18,1.34,2.62,90525.42,473902.06799999997,51.702,51.667,50.18533333,0.549517596,0.483156841,0.066360755,43.34610497,37.59940314,54.83950864,0.521365029,248949
002594.SZ,20170427,52.47,52.47,51.51,52.09,52.52,-0.43,-0.82,59489.51,308908.018,51.702,51.667,50.18533333,0.562565134,0.4990385,0.063526634,60.26519219,44.99066994,90.81423670000001,0.509185486,218608
002594.SZ,20170428,51.99,52.6,51.0,51.88,52.09,-0.21,-0.4,61988.55,320502.394,51.702,51.667,50.18533333,0.549624428,0.509155685,0.040468743,69.21119593,57.60749770000001,92.41859239,0.664331415,471993
002594.SZ,20170502,51.15,51.35,49.54,49.7,51.88,-2.18,-4.2,109293.11,548737.552,48.868,48.513000000000005,50.18533333,0.359319039,0.47918835600000004,-0.11986931699999999,43.15796111,57.54478308,14.38431718,0.360909875,322861
002594.SZ,20170503,49.5,49.6,48.53,48.8,49.7,-0.9,-1.81,69198.61,338392.883,48.868,48.513000000000005,50.18533333,0.134329699,0.410216625,-0.275886925,23.04758356,45.13891353,-21.13507639,0.475377564,405354
002594.SZ,20170504,48.82,49.27,48.58,48.71,48.8,-0.09,-0.18,38077.65,186105.336,48.868,48.513000000000005,50.18533333,-0.05065431,0.318042438,-0.36869674799999996,4.933286056,23.71294358,-32.62602898,0.371256,220347
002594.SZ,20170505,48.7,48.95,48.3,48.34,48.71,-0.37,-0.76,32300.5,156745.226,48.868,48.513000000000005,50.18533333,-0.224523214,0.209529307,-0.434052521,3.6638887280000003,10.54825278,-10.10483938,0.309730445,356319
002594.SZ,20170508,48.34,49.2,48.34,48.79,48.34,0.45,0.93,34914.15,170485.605,48.868,48.513000000000005,50.18533333,-0.322289185,0.103165609,-0.42545479399999997,5.134363486,4.5771794230000005,6.24873161,0.46614441,487107
002594.SZ,20170509,48.79,49.15,48.41,49.0,48.79,0.21,0.43,24826.61,121222.12199999999,48.158,48.513000000000005,50.18533333,-0.37846150700000003,0.006840186,-0.38530169299999995,8.779443255,5.859231822999999,14.61986612,0.6056400670000001,187221
002594.SZ,20170510,49.09,49.19,48.0,48.0,49.0,-1.0,-2.04,39103.3,190542.978,48.158,48.513000000000005,50.18533333,-0.49793029,-0.09411390900000001,-0.40381638,8.493932905,7.469246547999999,10.54330562,0.357396996,739783
002594.SZ,20170511,48.0,48.1,46.57,47.83,48.0,-0.17,-0.35,62121.3,294299.914,48.158,48.513000000000005,50.18533333,-0.599418022,-0.195174732,-0.40424329,11.96160525,9.744993803,16.39482814,0.507601196,419813
002594.SZ,20170512,47.84,48.11,47.5,48.03,47.83,0.2,0.42,29961.46,143557.52,48.158,48.513000000000005,50.18533333,-0.656145812,-0.287368948,-0.368776864,17.14648515,12.53400777,26.37143991,0.607479111,246758
002594.SZ,20170515,48.24,48.48,47.91,47.93,48.03,-0.1,-0.21,19021.81,91739.725,48.158,48.513000000000005,50.18533333,-0.701090425,-0.370113243,-0.330977181,32.107981300000006,20.40535723,55.51322943,0.41222869100000004,352044
002594.SZ,20170516,47.92,48.85,47.49,48.65,47.93,0.72,1.5,31106.67,149412.636,48.56399999999999,48.812,50.08933333,-0.670877908,-0.430266176,-0.240611732,50.82181951,33.35876199,85.74793457,0.34928706,98334
002594.SZ,20170517,48.65,49.55,48.57,48.86,48.65,0.21,0.43,42441.65,208618.072,48.56399999999999,48.812,50.08933333,-0.622809664,-0.468774874,-0.15403479,66.25572102,49.72850728,99.31014851,0.277733527,121031
002594.SZ,20170518,48.5,49.13,48.33,48.37,48.86,-0.49,-1.0,20725.72,100790.587,48.56399999999999,48.812,50.08933333,-0.6171401320000001,-0.498447925,-0.118692207,71.42845306,62.835331200000006,88.61469679,0.42900011600000004,495061
002594.SZ,20170519,48.45,48.74,48.2,48.55,48.37,0.18,0.37,23363.25,113239.155,48.56399999999999,48.812,50.08933333,-0.591306281,-0.517019597,-0.074286684,67.89709172,68.5270886,66.63709796,0.557437875,892019
002594.SZ,20170523,48.39,48.91,47.45,48.79,48.39,0.4,0.83,45473.0,219324.651,49.06,48.812,50.08933333,-0.527468452,-0.528720806,0.001252353,67.33780761,65.95824012,70.09694258,0.503621374,653092
002594.SZ,20170524,48.6,48.95,48.0,48.8,48.79,0.01,0.02,32911.26,160081.85,49.06,48.812,50.08933333,-0.481781565,-0.519332957,0.037551392999999995,66.61872803,65.53211889,68.79194631,0.488155082,174124
002594.SZ,20170525,48.8,48.88,48.2,48.75,48.8,-0.05,-0.1,33790.34,163972.12099999998,49.06,48.812,50.08933333,-0.444485211,-0.504363408,0.059878197,66.89570683,66.95074749,66.78562551,0.376055323,260918
002594.SZ,20170526,48.85,49.26,48.76,49.11,48.75,0.36,0.74,40699.14,199387.27300000002,49.06,48.812,50.08933333,-0.381481113,-0.47978694899999996,0.098305836,68.41269841,67.30904442,70.62000639,0.333023637,214160
002594.SZ,20170601,49.85,50.07,49.01,49.33,49.85,-0.52,-1.04,38640.48,191414.29,49.894,50.413000000000004,50.08933333,-0.218829387,-0.393827961,0.174998574,81.64033043,76.13656828,92.64785473,0.48793600600000003,701335
002594.SZ,20170602,49.39,49.7,48.8,49.44,49.33,0.11,0.22,25275.36,124282.022,49.894,50.413000000000004,50.08933333,-0.168456742,-0.348753717,0.18029697600000003,80.60919024,80.20206556,81.4234396,0.311917559,40242
002594.SZ,20170605,49.51,50.2,49.51,50.2,49.44,0.76,1.54,50894.93,254333.825,49.894,50.413000000000004,50.08933333,-0.066444478,-0.29229187,0.225847391,82.56997455,81.60649841,84.49692685,0.42578271100000004,109997
002594.SZ,20170606,50.2,50.3,49.7,50.0,50.2,-0.2,-0.4,26957.88,134786.202,49.894,50.413000000000004,50.08933333,-0.001717554,-0.234177007,0.23245945199999998,88.47596089,83.8850419,97.65779889,0.504925338,446159
002594.SZ,20170607,50.06,50.57,49.9,50.5,50.0,0.5,1.0,46360.2,233517.86800000002,49.894,50.413000000000004,50.08933333,0.088900036,-0.169561598,0.258461634,95.58331627,88.87641724,108.99711429999999,0.42632799200000004,194897
002594.SZ,20170608,50.52,50.61,50.12,50.5,50.5,0.0,0.0,27473.71,138447.553,50.931999999999995,50.413000000000004,50.08933333,0.158883618,-0.103872555,0.262756173,94.06187782,92.70705166,96.77153013,0.523559956,242924
002594.SZ,20170609,50.6,50.78,49.96,50.24,50.5,-0.26,-0.51,38682.3,194073.372,50.931999999999995,50.413000000000004,50.08933333,0.19116268,-0.044865508,0.236028187,88.65975866,92.76831758,80.44264081,0.458468902,241086
002594.SZ,20170612,50.0,50.88,49.71,50.5,50.24,0.26,0.52,55222.11,277483.403,50.931999999999995,50.413000000000004,50.08933333,0.23501479100000003,0.011110552,0.22390423899999998,83.47792687,88.73318778,72.96740505,0.493275132,278599
