ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,5MA,MACD,slowj,score,Read_count
002594.SZ,20160418,58.27,60.18,57.66,60.02,58.24,1.78,3.06,125881.02,743192.1942,59.608,1.061815808,86.92922749,0.465907728,127474
002594.SZ,20160419,59.76,65.5,59.66,62.44,60.02,2.42,4.03,228641.52,1433670.53,59.608,1.315085782,80.69167553,0.407587985,343491
002594.SZ,20160420,62,62.31,58.05,60.21,62.44,-2.23,-3.57,171497.32,1039526.637,61.404,1.320638204,66.56244636,0.287251155,481385
002594.SZ,20160421,60.01,63.8,59.77,62.13,60.21,1.92,3.19,154117.8,961752.3433,61.404,1.463100777,39.59223497,0.447829971,41387
002594.SZ,20160422,61.27,62.99,60.67,61.9,62.13,-0.23,-0.37,88989.6,551830.7476,61.404,1.539695661,42.76460406,0.416504864,168496
002594.SZ,20160425,61.91,62,60,60.75,61.9,-1.15,-1.86,88199.6,535873.8365,61.404,1.490421617,51.27751087,0.643100351,68935
002594.SZ,20160426,60.5,62.96,60.5,62.03,60.75,1.28,2.11,72850.94,452928.6436,61.404,1.536939997,49.02004173,0.629951742,275385
002594.SZ,20160427,62.5,63.29,62.03,62.33,62.03,0.3,0.48,91475.18,573415.7432,63.156,1.57980266,51.34471442,0.464536418,281384
002594.SZ,20160428,62.57,62.79,60.51,61.89,62.33,-0.44,-0.71,76025.05,467163.4768,63.156,1.560281354,63.17093977,0.56658355,41093
002594.SZ,20160429,62.2,64.61,62.2,63.71,61.89,1.82,2.94,161383.31,1029449.909,63.156,1.672391084,75.23912322,0.401656355,365726
002594.SZ,20160503,63.8,64.32,62.77,64.3,63.71,0.59,0.93,135670.26,864598.7198,63.156,1.788233282,95.22257542,0.525614371,526711
002594.SZ,20160504,63.93,64.69,63.37,63.55,64.3,-0.75,-1.17,96593.07,617598.4853,63.156,1.798785053,100.7259034,0.41973512,139250
002594.SZ,20160505,63.51,63.55,62.6,63.47,63.55,-0.08,-0.13,71386.3,449741.4341,60.136,1.780171368,86.23101992,0.61962631,128079
002594.SZ,20160506,63.01,63.47,61,61.2,63.47,-2.27,-3.58,102812.04,638044.8469,60.136,1.564218522,27.38716077,0.398586446,271065
002594.SZ,20160509,60.11,60.8,58.25,59,61.2,-2.2,-3.59,101203.99,603200.5209,60.136,1.20170027,-7.383413815,0.384810558,118142
002594.SZ,20160510,59,59.49,58.43,58.7,59,-0.3,-0.51,56623.32,333635.9783,60.136,0.880049784,-29.52282721,0.463272539,216612
002594.SZ,20160511,59,59.38,57.82,58.31,58.7,-0.39,-0.66,69451.19,407011.314,60.136,0.586904249,-14.50187036,0.411859056,130043
002594.SZ,20160512,58.03,59.97,57.41,59.51,58.31,1.2,2.06,82474.41,487780.115,59.628,0.44626995,17.86572788,0.371662003,87537
002594.SZ,20160513,59.46,60.38,58.85,59.17,59.51,-0.34,-0.57,58160.09,346461.6863,59.628,0.303878177,31.51296471,0.64736241,303594
002594.SZ,20160516,59.33,60.58,59.03,60.56,59.17,1.39,2.35,65887.42,395406.3889,59.628,0.299737863,51.97746696,0.392869783,63335
002594.SZ,20160517,60.56,61,59.66,60.34,60.56,-0.22,-0.36,54326.43,327224.2699,59.628,0.275528354,54.80701989,0.508113838,262954
002594.SZ,20160518,59.79,59.79,58.11,58.56,60.34,-1.78,-2.95,58725.86,346260.4578,59.628,0.111426564,38.53885781,0.459723365,246849
002594.SZ,20160519,58.92,59.48,58.44,58.57,58.56,0.01,0.02,37542.17,221050.1819,59.09,-0.017615313,26.97770779,0.626390965,82764
002594.SZ,20160520,58.3,59.17,57.99,59.1,58.57,0.53,0.9,36587.36,215447.5894,59.09,-0.076236551,30.06656708,0.560301,563218
002594.SZ,20160524,59.55,60.16,59.03,59.23,59.43,-0.2,-0.34,62206.34,370386.5134,59.09,-0.124521632,67.80395774,0.444567854,248243
002594.SZ,20160525,59.76,60,59.01,59.12,59.23,-0.11,-0.19,42040.15,250309.431,59.09,-0.155029486,48.01666991,0.343117591,485026
002594.SZ,20160526,59.39,59.72,57.6,58.77,59.12,-0.35,-0.59,57422.66,334900.6148,58.804,-0.20508516,29.05100832,0.415121781,42965
002594.SZ,20160527,58.6,58.69,57.6,57.79,58.77,-0.98,-1.67,59010.42,342420.4686,58.804,-0.320142054,0.942302338,0.391647118,257909
002594.SZ,20160530,57.81,58.36,57.38,57.92,57.79,0.13,0.23,42734.73,248092.6519,58.804,-0.396267632,1.465167174,0.509300062,20922
002594.SZ,20160531,57.95,59.95,57.95,59.8,57.92,1.88,3.25,87393.02,517580.0839,58.804,-0.301422798,55.33639149,0.434084549,92862
002594.SZ,20160601,59.89,60.2,59.56,59.74,59.8,-0.06,-0.1,69499.04,416050.005,58.804,-0.228465474,108.5971962,0.282423732,359348
002594.SZ,20160602,59.84,60.13,59,59.92,59.74,0.18,0.3,49215.05,293575.2869,60.336,-0.154342609,134.9183584,0.338666626,23689
002594.SZ,20160603,59.98,60.44,59.94,60,59.92,0.08,0.13,62744.84,377694.6221,60.336,-0.088128482,102.0082578,0.428915021,174289
002594.SZ,20160606,60.45,60.92,59.78,60.15,60,0.15,0.25,58724.78,354139.2707,60.336,-0.023281192,82.27877768,0.576562653,85289
002594.SZ,20160607,60.26,61.98,60.01,61.26,60.15,1.11,1.85,89950.53,549160.7773,60.336,0.116337411,79.19393473,0.378042948,323119
002594.SZ,20160608,61.27,61.38,60,60.35,61.26,-0.91,-1.49,66884.07,404215.0739,60.336,0.15180683,65.16138382,0.288891638,288361
002594.SZ,20160613,59.53,60,57.43,57.44,60.35,-2.91,-4.82,106828.07,625226.9353,58.454,-0.054270484,11.19597996,0.309654487,359276
002594.SZ,20160614,57.06,57.86,56.82,57.06,57.44,-0.38,-0.66,56651.08,324573.7791,58.454,-0.245421992,-29.01254985,0.811621894,25021
002594.SZ,20160615,56.52,59.89,56.52,59.14,57.06,2.08,3.65,112730.76,662195.1519,58.454,-0.226461812,-7.098914268,0.533145632,276137
002594.SZ,20160616,58.73,60.98,58.07,59.42,59.14,0.28,0.47,102583.29,609670.0995,58.454,-0.186690026,54.59191933,0.333017642,175170
002594.SZ,20160617,59.48,60.34,58.85,59.21,59.42,-0.21,-0.35,67172.4,400331.848,58.454,-0.17015441,81.46469529,0.580344316,40218
002594.SZ,20160620,59.51,60.16,59.28,59.6,59.21,0.39,0.66,44497.36,265601.7911,59.81,-0.124148963,66.58952589,0.352109199,331746
002594.SZ,20160622,60.42,61.8,60.15,60.92,59.39,1.53,2.58,133208.45,813809.734,59.81,0.036011259,79.12087912,0.460390531,409302
002594.SZ,20160623,60.36,60.99,59.77,60.03,60.92,-0.89,-1.46,65656.58,395510.3099,59.81,0.073862087,79.50267325,0.355186639,55549
002594.SZ,20160624,59.99,60.49,57.3,59.11,60.03,-0.92,-1.53,82357.35,487675.5231,59.81,0.029285247,66.96451696,0.421995745,106229
002594.SZ,20160627,59,59.94,58.86,59.67,59.11,0.56,0.95,47690.61,283438.8488,60.554,0.038699003,47.09434084,0.658118702,259502
002594.SZ,20160628,59.3,60.4,58.87,60.3,59.67,0.63,1.06,70130.72,417605.439,60.554,0.095889848,53.28282828,0.3128,35526
002594.SZ,20160629,60.04,60.5,59.76,60.4,60.3,0.1,0.17,67588.38,406484.5025,60.554,0.147581936,73.92957351,0.279864568,532767
002594.SZ,20160630,60.45,61.48,60.03,61.01,60.4,0.61,1.01,87859.76,533814.9391,60.554,0.235060559,87.20145903,0.374567086,260522
002594.SZ,20160701,60.98,62.05,60.46,61.39,61.01,0.38,0.62,91117.74,558680.3255,60.554,0.331232579,92.84898695,0.576945223,17699
002594.SZ,20160704,61.25,61.93,60.62,61.45,61.39,0.06,0.1,82442.65,505874.2491,61.438,0.407592622,97.8388564,0.346393294,703706
002594.SZ,20160705,61.4,61.56,60.21,60.8,61.45,-0.65,-1.06,91866.83,557273.8676,61.438,0.410922085,82.59909032,0.267590034,337624
002594.SZ,20160706,60.77,61.2,60.38,60.82,60.8,0.02,0.03,49594.88,301374.688,61.438,0.410443207,71.10591293,0.466488728,1077848
002594.SZ,20160707,60.8,62.53,60.6,61.93,60.82,1.11,1.83,123337.95,763077.2315,61.438,0.493937611,72.82814666,0.513033911,1425663
002594.SZ,20160708,62.17,63.09,61.83,62.19,61.93,0.26,0.42,91199.91,568456.8305,61.438,0.574465277,80.20101517,0.447485165,869426
002594.SZ,20160711,62.59,62.91,61.15,61.23,62.19,-0.96,-1.54,68910.37,428221.7674,61.484,0.554428943,56.61534919,0.355576831,1706953
002594.SZ,20160712,60.98,61.47,60.18,61.07,61.23,-0.16,-0.26,88768.36,539495.2614,61.484,0.51964915,23.53697154,0.427689613,1770013
002594.SZ,20160713,61,61.12,60.45,60.93,61.07,-0.14,-0.23,89922.94,546125.7611,61.484,0.475310005,0.087227627,0.335243538,614863
002594.SZ,20160714,60.73,61.36,60.47,61.2,60.93,0.27,0.44,70836.08,431523.2708,61.484,0.456693182,15.8072267,0.295434544,1479124
002594.SZ,20160715,61.69,64.18,61.46,62.99,61.2,1.79,2.92,191155.16,1201518.342,61.484,0.579694895,57.78792432,0.455061173,726660
002594.SZ,20160718,63.35,63.88,62.46,62.65,62.99,-0.34,-0.54,98431.98,620707.2535,62.278,0.642335041,79.73199994,0.213422326,1078608
002594.SZ,20160719,62.76,62.96,62.18,62.8,62.65,0.15,0.24,51609.45,322840.6856,62.278,0.696057833,87.36082474,0.4201151,1237638
002594.SZ,20160720,62.81,63.3,62.5,62.5,62.8,-0.3,-0.48,54593.47,343176.6358,62.278,0.706284433,63.07187858,0.577045407,356735
002594.SZ,20160721,62.65,62.85,61.81,61.94,62.5,-0.56,-0.9,66111.99,410895.5747,62.278,0.661575536,45.22222222,0.374669594,1520136
002594.SZ,20160722,62.65,62.8,61,61.5,61.94,-0.44,-0.71,76550.26,472178.972,62.278,0.58390816,26.61111111,0.392200818,1303006
002594.SZ,20160725,61.5,61.98,60.31,60.52,61.5,-0.98,-1.59,76704.06,469124.8941,60.034,0.43822679,-3.112833764,0.51041885,850491
002594.SZ,20160726,60.9,61.35,60.59,61.17,60.52,0.65,1.07,53647.39,327261.2563,60.034,0.370946779,-1.145851278,0.206548746,1229140
002594.SZ,20160727,61.14,61.14,58.53,59.38,61.17,-1.79,-2.93,100834.12,603839.0914,60.034,0.171215183,1.41110171,0.720233023,160906
002594.SZ,20160728,59.5,60.32,59.01,59.75,59.38,0.37,0.62,52083.63,310691.7171,60.034,0.042294814,23.75651639,0.356273331,762955
002594.SZ,20160729,59.75,60.25,59.19,59.35,59.75,-0.4,-0.67,37382.5,222997.0483,60.034,-0.091101998,19.97169585,0.275916603,581566
002594.SZ,20160801,59.36,59.77,58.7,58.9,59.35,-0.45,-0.76,34770.49,205289.0281,58.91,-0.230474406,11.56015019,0.487253654,835689
002594.SZ,20160802,58.6,59.09,58.55,58.96,58.9,0.06,0.1,38069.89,223826.9371,58.91,-0.332256498,4.303207912,0.38775627,528852
002594.SZ,20160803,58.96,59.08,58.64,58.84,58.96,-0.12,-0.2,26517.9,155989.7341,58.91,-0.417786554,1.054227949,0.172844152,122574
002594.SZ,20160804,58.87,59.17,58.7,59.08,58.84,0.24,0.41,31541.62,185958.6518,58.91,-0.460890882,12.48291942,0.496612742,365181
002594.SZ,20160805,59.09,59.5,58.72,58.77,59.08,-0.31,-0.52,42907.14,253389.4352,58.91,-0.514139106,11.74844787,0.281496059,1103725
002594.SZ,20160808,58.83,58.98,58.07,58.91,58.77,0.14,0.24,38192.99,223518.5082,58.964,-0.538830574,25.88477811,0.252489406,379144
002594.SZ,20160809,58.95,59.19,58.55,59.15,58.91,0.24,0.41,47191.54,277422.4106,58.964,-0.532889922,46.67241225,0.337515972,842712
002594.SZ,20160810,59.16,59.47,58.76,58.89,59.15,-0.26,-0.44,33802.22,199634.7808,58.964,-0.542903487,57.71787019,0.250754026,250468
002594.SZ,20160812,59,59.75,58.7,59.27,58.6,0.67,1.14,52718.47,312370.9589,58.964,-0.527203288,58.00036251,0.260301765,1315817
002594.SZ,20160815,59.49,60.6,59,60.07,59.27,0.8,1.35,96417.72,577711.4825,60.126,-0.425652675,84.17480412,0.254920531,204673
002594.SZ,20160816,60.2,60.35,59.8,59.92,60.07,-0.15,-0.25,78102.69,468587.3385,60.126,-0.353205298,102.385011,0.28298348,365129
002594.SZ,20160817,60,61.2,60,60.72,59.92,0.8,1.34,87137.95,529854.4284,60.126,-0.228601738,94.15014764,0.324731815,960692
002594.SZ,20160818,60.7,60.7,59.94,60.06,60.72,-0.66,-1.09,59420.44,358107.544,60.126,-0.18102229,69.8528355,0.610089258,1295228
002594.SZ,20160819,60,60.18,59.65,59.86,60.06,-0.2,-0.33,37769.39,225968.6923,60.126,-0.157636429,51.92553717,0.563756035,883476
002594.SZ,20160822,59.89,60.1,58.63,58.68,59.86,-1.18,-1.97,63053.16,373599.8344,58.644,-0.231648801,-2.540071069,0.586457568,987179
002594.SZ,20160823,58.96,59.06,58.56,58.91,58.68,0.23,0.39,34301.08,201622.1364,58.644,-0.268648251,-18.36620846,0.438156037,1184076
002594.SZ,20160824,59,59.17,58.78,59.08,58.91,0.17,0.29,30901.19,182378.7533,58.644,-0.281013652,-12.26454492,0.261285266,882210
002594.SZ,20160825,58.96,58.96,57.63,58.2,59.08,-0.88,-1.49,65348.26,380306.8444,58.644,-0.35769864,15.26236152,0.412330432,1331651
002594.SZ,20160829,58.85,59.13,58.15,58.29,58.35,-0.06,-0.1,67373.27,393911.9877,58.326,-0.436448683,19.20535891,0.314591189,727830
002594.SZ,20160830,58.4,58.54,58.15,58.47,58.29,0.18,0.31,39551.93,230860.856,58.326,-0.444311445,26.80140394,0.209815143,1546294
002594.SZ,20160831,58.63,58.64,58.2,58.55,58.47,0.08,0.14,28026.45,163867.9828,58.326,-0.439026585,36.91266445,0.177034294,201842
002594.SZ,20160901,58.65,58.72,58.45,58.46,58.55,-0.09,-0.15,31025.06,181784.4064,58.326,-0.43706236,42.60153391,0.309482425,1552284
002594.SZ,20160902,58.45,58.45,57.8,57.86,58.46,-0.6,-1.03,44156.33,256123.3332,58.326,-0.478405918,26.04176656,0.246196194,204421
002594.SZ,20160906,58.12,59.52,57.78,59.51,57.92,1.59,2.75,84732.65,500155.3023,58.862,-0.385374041,70.72226348,0.460260128,824054
002594.SZ,20160907,59.5,59.6,58.9,58.97,59.51,-0.54,-0.91,51287.28,303663.8519,58.862,-0.333814336,101.2328436,0.340686488,1386223
002594.SZ,20160908,58.98,59.25,58.75,58.9,58.97,-0.07,-0.12,32724.36,192775.7113,58.862,-0.29519845,109.3931897,0.478053647,4483
002594.SZ,20160909,59.03,60.28,58.99,59.01,58.9,0.11,0.19,67664.29,403114.8087,58.862,-0.252804825,51.12250936,0.320724356,2990282
002594.SZ,20160912,58,58.47,57.61,57.67,59.01,-1.34,-2.27,57353.14,332129.5847,56.738,-0.323604066,0.376105583,0.268772191,259927
002594.SZ,20160913,58,58.1,56.8,57.02,57.67,-0.65,-1.13,67381.3,385278.7878,56.738,-0.427237614,-20.20573378,0.334188801,888993
002594.SZ,20160914,57,57,56,56.01,57.02,-1.01,-1.77,61515.39,346762.0766,56.738,-0.584132984,-33.26302565,0.2395792,1415615
002594.SZ,20160919,56.09,56.92,56.09,56.68,56.01,0.67,1.2,41144.24,233140.453,56.738,-0.646952628,1.74189478,0.440945238,1560694
002594.SZ,20160920,56.85,57.05,56.12,56.31,56.68,-0.37,-0.65,30931.48,174746.9779,56.738,-0.718313288,11.14776495,0.356676421,397211
002594.SZ,20160923,57.15,57.2,56.82,56.98,57.1,-0.12,-0.21,27230.45,155163.7424,56.334,-0.685468566,31.17860852,0.359343603,753366
002594.SZ,20160926,56.98,57.01,55.16,55.4,56.98,-1.58,-2.77,50539.71,283005.016,56.334,-0.788725532,17.52940364,0.326015136,632052
002594.SZ,20160928,55.71,55.71,55.3,55.33,55.44,-0.11,-0.2,21689.78,120304.811,56.164,-0.910289678,2.323492275,0.426712323,364056
002594.SZ,20160929,55.49,55.75,54.99,55.21,55.33,-0.12,-0.22,36813.61,204100.7466,56.164,-0.950890667,9.956633089,0.388753837,866451
002594.SZ,20160930,55.15,55.76,55.01,55.59,55.21,0.38,0.69,30346.71,168334.9393,56.164,-0.941550808,23.66808147,0.399047821,235613
002594.SZ,20161010,55.91,56.87,55.91,56.8,55.59,1.21,2.18,44047.87,248043.5697,56.164,-0.826979114,74.2114618,0.236474008,1138641
002594.SZ,20161011,56.88,58.35,56.6,57.89,56.8,1.09,1.92,90887.48,524781.048,56.164,-0.640839136,114.6347759,0.381339626,469002
002594.SZ,20161012,57.85,57.95,57.18,57.54,57.89,-0.35,-0.6,48286.24,277516.4311,57.25,-0.515620188,119.9991321,0.227492549,1566239
002594.SZ,20161013,57.6,58.22,57.16,57.31,57.54,-0.23,-0.4,44595.53,256548.4682,57.25,-0.42998574,82.20285978,0.22913217,1898959
002594.SZ,20161017,57.35,57.65,56.63,56.78,57.27,-0.49,-0.86,44795.83,256419.5723,57.25,-0.342251738,49.23941799,0.559491321,7806251
002594.SZ,20161018,56.79,57.48,56.6,57.35,56.78,0.57,1,48363.59,276291.3898,57.25,-0.278048391,59.29232804,0.275403901,863313
002594.SZ,20161019,57.38,57.65,56.9,57.04,57.35,-0.31,-0.54,38213.11,218619.6415,56.846,-0.249307325,58.54857745,0.443397979,1030912
002594.SZ,20161021,56.82,56.97,56.16,56.51,56.83,-0.32,-0.56,32391.74,183130.7273,56.846,-0.256741166,10.58134062,0.678521344,4315434
002594.SZ,20161024,56.89,57.49,56.5,56.96,56.51,0.45,0.8,54830.39,312442.6916,56.846,-0.230485437,9.030903018,0.600582081,710094
002594.SZ,20161025,56.88,57.22,56.7,56.89,56.96,-0.07,-0.12,34379.16,195725.1722,56.846,-0.212872141,24.20018409,0.509023765,838146
002594.SZ,20161026,56.89,57.1,56.46,56.53,56.89,-0.36,-0.63,29261.51,165646.0778,56.386,-0.225364605,35.24951394,0.457621363,728177
002594.SZ,20161028,56.63,56.79,56.2,56.26,56.6,-0.34,-0.6,30203.06,170258.2299,56.386,-0.25281663,5.00274639,0.332174309,453404
002594.SZ,20161031,56.39,56.58,55.88,56.16,56.26,-0.1,-0.18,32511.87,182471.96,56.386,-0.278139563,7.65850743,0.399555946,852836
002594.SZ,20161101,56.17,56.5,55.95,56.38,56.16,0.22,0.39,26959.77,151548.236,56.386,-0.277259929,16.88443243,0.295702876,478368
002594.SZ,20161102,56.6,56.65,56.24,56.46,56.38,0.08,0.14,32493.22,183466.556,55.794,-0.267029333,41.00055589,0.416445267,775542
002594.SZ,20161103,56.46,56.53,55.42,56,56.46,-0.46,-0.81,55170.45,308743.286,55.794,-0.292665996,43.63639291,0.239838969,730393
002594.SZ,20161104,55.95,55.95,55.27,55.35,56,-0.65,-1.16,48574.85,270061.971,55.794,-0.361268327,13.44745341,0.349855467,429334
002594.SZ,20161107,55.39,55.94,55.36,55.51,55.35,0.16,0.29,38764.28,215738.155,55.794,-0.398136042,-1.093012212,0.355733275,1360642
002594.SZ,20161108,55.65,55.99,55.53,55.65,55.51,0.14,0.25,33228.31,185245.339,55.794,-0.41131575,5.999493614,0.472813425,219821
002594.SZ,20161109,55.68,55.8,54.5,55.09,55.65,-0.56,-1.01,67007.94,369081.095,55.334,-0.461626737,29.07805943,0.523385255,2198460
002594.SZ,20161110,55.49,55.63,55.2,55.34,55.09,0.25,0.45,35192.44,194849.86,55.334,-0.475840454,45.59109855,0.563856519,463923
002594.SZ,20161111,55,55.36,54.75,55.15,55.34,-0.19,-0.34,54404.72,298972.051,55.334,-0.496710569,40.71928304,0.40284922,1532467
002594.SZ,20161114,55.2,55.85,55.18,55.49,55.15,0.34,0.62,50941.77,283003.007,55.334,-0.480278772,49.09530815,0.384457896,1159714
002594.SZ,20161115,55.4,55.77,55.31,55.6,55.49,0.11,0.2,30529.7,169396.819,55.334,-0.453156666,54.71479148,0.38436533,51898
002594.SZ,20161117,55.7,55.78,55.35,55.75,55.73,0.02,0.04,29246.89,162483.983,55.43,-0.381212753,101.990046,0.383605006,1277197
002594.SZ,20161118,55.78,55.98,55.21,55.28,55.75,-0.47,-0.84,30417.27,168976.973,55.43,-0.386814435,80.52391725,0.320827421,1178100
002594.SZ,20161121,55.29,55.6,55,55.15,55.28,-0.13,-0.24,37008.37,204459.879,55.43,-0.397165445,42.47550275,0.33472649,574984
002594.SZ,20161122,55.11,55.31,54.99,55.24,55.15,0.09,0.16,33004.78,181922.926,55.43,-0.393569622,17.20358024,0.641423864,1467846
002594.SZ,20161123,55.4,56.99,55.4,56.52,55.24,1.28,2.32,123127.95,695633.537,55.762,-0.284158995,56.32083784,0.636345896,5246163
002594.SZ,20161124,56.3,56.39,55.5,55.69,56.52,-0.83,-1.47,65685.33,367478.022,55.762,-0.261410966,53.2475354,0.312334733,532314
002594.SZ,20161125,55.75,55.9,54.87,55.39,55.69,-0.3,-0.54,45388.35,250854.963,55.762,-0.264541017,37.39602814,0.359639885,1541306
002594.SZ,20161128,55.59,55.93,55.2,55.63,55.39,0.24,0.43,64679.11,359195.209,55.762,-0.244833325,9.204297816,0.447485902,484348
002594.SZ,20161129,55.63,56.32,55.21,55.58,55.63,-0.05,-0.09,59207.92,329736.295,55.762,-0.230591307,21.02538185,0.382038485,446687
002594.SZ,20161130,55.3,55.8,55.2,55.33,55.58,-0.25,-0.45,36678.17,203073.929,54.434,-0.236748229,28.75262055,0.690981786,194092
002594.SZ,20161201,55.32,55.73,55.13,55.3,55.33,-0.03,-0.05,41912.87,232043.878,54.434,-0.241267205,17.61006289,0.296344488,374755
002594.SZ,20161202,55.2,55.45,54.51,54.75,55.3,-0.55,-0.99,51678.38,283610.543,54.434,-0.285932873,3.176776899,0.61419316,57555
002594.SZ,20161205,54.63,54.88,53.57,53.67,54.75,-1.08,-1.97,72361.61,391940.778,54.434,-0.403822695,-2.674399474,0.294492525,208679
002594.SZ,20161206,53.79,54,53,53.12,53.67,-0.55,-1.02,67613.13,359844.489,54.434,-0.535459191,-6.233044413,0.27771149,192087
002594.SZ,20161207,53.16,53.33,52.25,52.99,53.12,-0.13,-0.24,72522.21,381985.044,51.78,-0.642861469,8.274228554,0.158934372,395651
002594.SZ,20161208,52.99,53.49,52.8,53.03,52.99,0.04,0.08,39496.26,209985.571,51.78,-0.716491613,22.73668322,0.22152868,402010
002594.SZ,20161209,53.04,53.09,52.51,52.75,53.03,-0.28,-0.53,38089.04,200980.215,51.78,-0.788350084,24.03959901,0.586367107,420444
002594.SZ,20161212,52.73,53.07,49.54,49.82,52.75,-2.93,-5.55,90405.89,464114.062,51.78,-1.069397603,7.824656036,0.455627138,786660
002594.SZ,20161213,49.6,50.69,49.51,50.31,49.45,0.86,1.74,54447.62,273464.822,51.78,-1.238316341,4.02547727,0.257913458,51592
002594.SZ,20161214,50.49,50.59,49,49.1,50.31,-1.21,-2.41,55462.29,275447.369,50.096,-1.453072432,0.123404192,0.174722125,297813
002594.SZ,20161215,49,49.78,48.91,49.48,49.1,0.38,0.77,39346.58,194498.139,50.096,-1.574456008,7.856657719,0.249900055,571841
002594.SZ,20161216,49.75,51.1,49.75,51.1,49.48,1.62,3.27,61736.28,311817.046,50.096,-1.522383812,32.57511177,0.483759704,1351686
002594.SZ,20161219,51.3,51.48,50.28,50.4,51.1,-0.7,-1.37,36896.05,186863.666,50.096,-1.520077861,48.84168356,0.45428655,58447
002594.SZ,20161220,50.41,50.81,50.15,50.4,50.4,0,0,28475.38,143523.91,50.096,-1.500948379,53.13087822,0.279324355,203102
002594.SZ,20161221,50.79,51.2,50.52,50.75,50.4,0.35,0.69,27339.25,138989.74,50.382,-1.44093584,41.91092684,0.769977447,155611
002594.SZ,20161222,50.85,51.6,50.31,51.38,50.75,0.63,1.24,46788.25,238670.698,50.382,-1.327240138,57.45965135,0.372758568,186454
002594.SZ,20161223,51.44,51.45,50.11,50.18,51.38,-1.2,-2.34,41228,208839.146,50.382,-1.318763561,62.69102012,0.395454745,87303
002594.SZ,20161226,50,50.23,49.21,50.15,50.18,-0.03,-0.06,38240.56,189851.066,50.382,-1.299486885,55.07988914,0.330125989,341903
002594.SZ,20161227,50.15,50.17,49.45,49.45,50.15,-0.7,-1.4,41945.51,209496.702,50.382,-1.325415566,20.78901419,0.293273868,549893
002594.SZ,20161228,49.51,49.94,49.19,49.3,49.45,-0.15,-0.3,27180.67,134413.291,49.792,-1.34259142,-4.10951846,0.243262182,122152
002594.SZ,20161229,49.33,49.84,49.03,49.35,49.3,0.05,0.1,32107.06,158780.359,49.792,-1.336759494,-12.0673612,0.473117771,305310
002594.SZ,20161230,49.55,49.79,49.4,49.68,49.35,0.33,0.67,20886.73,103682.416,49.792,-1.290631809,8.94465007,0.30925924,146095
002594.SZ,20170104,49.9,50.98,49.71,50.8,49.83,0.97,1.95,76201.68,384790.063,49.792,-1.087233789,72.74273321,0.274987213,146159
002594.SZ,20170105,50.81,50.85,50.38,50.43,50.8,-0.37,-0.73,39917.26,201824.019,49.844,-0.99421499,79.62575883,0.521489382,370587
002594.SZ,20170106,50.44,50.6,49.8,49.8,50.43,-0.63,-1.25,42153.6,211167.708,49.844,-0.960263339,66.35377383,0.416515619,24086
002594.SZ,20170109,49.85,50.12,49.71,49.91,49.8,0.11,0.22,32204.73,160778.322,49.844,-0.913944942,38.79376241,0.339737745,103509
002594.SZ,20170110,49.97,50.05,49.4,49.65,49.91,-0.26,-0.52,29611.42,147345.868,49.844,-0.887981013,21.94650193,0.497672309,1325323
002594.SZ,20170111,49.65,49.81,49.36,49.43,49.65,-0.22,-0.44,23978.51,118771.245,49.844,-0.875069319,18.25528007,0.494948923,52313
002594.SZ,20170112,49.45,49.75,48.93,48.96,49.43,-0.47,-0.95,35498.23,174899.617,48.388,-0.892473898,-5.699395455,0.306230512,256828
002594.SZ,20170113,48.95,49.35,48.8,48.91,48.96,-0.05,-0.1,32049.75,157329.022,48.388,-0.899927925,-12.58436242,0.482321838,238573
002594.SZ,20170116,48.91,49.15,46.5,47.76,48.91,-1.15,-2.35,44753.74,215981.347,48.388,-0.987250277,8.983730673,0.408330502,59803
002594.SZ,20170117,47.98,48.44,47.6,48.2,47.76,0.44,0.92,27794.17,133517.236,48.388,-1.009314795,42.49405928,0.395578463,302582
002594.SZ,20170118,48.46,48.46,48.02,48.11,48.2,-0.09,-0.19,22201.89,107149.056,48.388,-1.022279135,59.06055912,0.345912503,145435
002594.SZ,20170119,48.16,48.3,48,48.1,48.11,-0.01,-0.02,17477.68,84220.141,48.618,-1.021584197,55.59815164,0.318324091,88128
002594.SZ,20170120,48.05,48.7,48.05,48.58,48.1,0.48,1,24796.38,120324.606,48.618,-0.971107147,59.59648435,0.289747991,294925
002594.SZ,20170123,48.77,49.24,48.77,48.86,48.58,0.28,0.58,23733.1,116240.578,48.618,-0.89815667,76.60155521,0.563492359,155563
002594.SZ,20170124,49.14,49.14,48.49,48.65,48.86,-0.21,-0.43,25628.14,124811.91,48.618,-0.847518471,82.22387486,0.647324172,82153
002594.SZ,20170125,48.66,49.17,48.45,48.9,48.65,0.25,0.51,30003.54,146682.673,48.618,-0.778243318,90.15291208,0.560394078,60925
002594.SZ,20170126,49.27,49.27,48.56,48.68,48.9,-0.22,-0.45,38626.5,188188.764,49.108,-0.732648902,85.33746932,0.371372393,167452
002594.SZ,20170203,48.7,48.78,48.31,48.35,48.68,-0.33,-0.68,29216.51,141629.649,49.108,-0.714902291,61.47678551,0.524305275,113994
002594.SZ,20170206,48.4,48.84,48.4,48.67,48.35,0.32,0.66,35549.9,172961.702,49.108,-0.667324152,40.08816914,0.397779011,23951
002594.SZ,20170207,48.81,49.88,48.8,49.34,48.67,0.67,1.38,81573.07,402822.682,49.108,-0.568995704,46.02486,0.760340513,83471
