shijian,score,Read_count
2013713,0.32644994977522357,18551855803139063911538834014567584749339368055543925035565245055925035311980200953963549449953933456338017701504956965537444461390537612510458406389100758850355652450559250353119802009539635494499539334563380177015049569655374444613905376125104584063891007588
2013714,0.4465589517446177,523752120416911589110836515241321126181411289717896051342970503152913429705031529
2013715,0.4256971278075929,102655079275111612073138911851135
2013716,0.39491407586235117,855314724728971535155684743158321274614440733696595485680962784
2013717,0.4039016564709621,47774914697181371618941780177110411446482451584571136554218597572166239111081517
2013718,0.26270336902212704,7805477504135572280861817
2013721,0.550107037037037,74915411490
2013722,0.2955876742279311,728685968721557
2013723,0.3120983493111549,12376381121686848277320317815347894053090818
2013724,0.24887211441532262,1042106011851242458486867972130619874414494842084623763423
2013725,0.3486799730881363,69396282478358972032991048
2013726,0.24973275042184379,63052070352120641978817977119432815987053921597203319521548
2013727,0.32616697834645675,752103889660164912071057725842759569476589
2013729,0.2887671199611462,1510549
2013730,0.5574524853901683,751721439453623984785081351582
2013731,0.33136719473555937,1069781965676612
2013801,0.4153382565492321,8806221164783490209675391052872
2013802,0.4251437791759691,1343873514645913639
2013803,0.4311790636507102,88372663610526571163586
2013804,0.3435293725423149,83923162518262414361965
2013806,0.32474650238473773,584678615639
2013807,0.42353431933842234,3997655841396
2013808,0.05673757563533682,81716772464
2013809,0.48966226023213194,781143057066012299981209720975384167943243916926405053741653
2013810,0.3693210019714716,45683813911436109610469411551621166253236021255695332089
2013811,0.5314601191658392,136668718531129
2013812,0.5547106493506494,732808
2013813,0.25060880149812736,397101560183536355613536831139
2013814,0.46107219522968196,112810387254961017122856756312571037
2013815,0.507309579789895,10849712829876045372807724
2013816,0.2724521911778777,416782764094563710608847498176917998421003823607358670440739
2013817,0.3677709354597024,12403072967195186910162014976147617737069071310409
2013818,0.26966549920400273,11533244
2013819,0.41823081943437274,13508915581338
2013820,0.3857320391571263,547733103547111484121090591
2013821,0.27120442857142857,85992660881911019832447421936
2013822,0.4586825644686357,8081264990577808126499057760814485101363
2013823,0.42473338693467344,188031815685778631437931122010948355261098715188031815685778631437931122010948355261098715
2013824,0.5054930082796688,138269845457413784201182746775138269845457413784201182746775
2013825,0.5398648548387097,19909306227704914783915281990930622770491478391528
2013826,0.16178755129958963,109312204215457594271383109312204215457594271383
2013827,0.39379229620410705,44761579677944812451229126912074476157967794481245122912691207
2013828,0.16625898941188805,505127292990017596499891247397892505127292990017596499891247397892
2013829,0.37331831929142356,85410021836937
2013830,0.4627997410483079,12311114720104972265479643144218332207
2013831,0.45845357551487415,1020981717778
2013901,0.38535547785547786,3537495181018794
2013903,0.5268451158564289,16478621351803102911701194748
2013904,0.35499797272392186,85825965861386
2013905,0.18622738060781477,12091315931
2013906,0.11194158706833213,788573
2013907,0.5994606650446067,1182152924495452485
2013910,0.14361119065561415,5254411688
2013911,0.1895852564102564,11483220
2013912,0.6382479498722472,2387160982314281972
2013913,0.2668184325417953,66339010027056631
2013914,0.23421178707224335,595457
2013915,0.248,1010
2013916,0.0067,475
2013917,0.0759,1543
2013918,0.46564865,1123877
2013919,0.4578898421691623,9683488258401386575
2013920,0.35474792564044433,5214965611478449906
2013921,0.09466677004873726,7281088441
2013922,0.6193897757847534,28543836
2013923,0.43201347650171174,8141596803
2013924,0.20940380392156863,5219101119
2013925,0.6479372003306696,19561205468
2013926,0.5325161329833771,1699963355882605595616
2013927,0.8436168224299064,6657839411677
2013928,0.9732,3566
2013930,0.41556428946907303,30752632
2014108,0.5545914084956883,5761174547834
2014109,0.33668950918251256,727886780110094663999019131413750754641370397
2014110,0.31788805462341535,1528487203812931262138129321056790962421359348142817591045
2014111,0.45775372140982373,1494323210499819974079551553
2014112,0.6387245847176081,1353782875
2014113,0.30048657648283034,1338584
2014114,0.574170570463835,85117056404331372626
2014115,0.47270384786476866,467948418899533540691
2014116,0.2985971815406398,2920604878110394765710018408229328017475058703629512
2014117,0.3502900736597471,115911597619989899305981726837172210311237101866154079591138694315417924049403309
2014118,0.3482035514018691,11261134971117116864582388164388492559411008268115386247761126113497111711686458238816438849255941100826811538624776
2014119,0.6437768516927308,1618196872484666316181968724846663
2014120,0.41545477199102915,1111784132379511117841323795
2014121,0.25339926038976285,439944572245411021165172357157996614871093606958888922908117865311835819467004606595961221439944572245411021165172357157996614871093606958888922908117865311835819467004606595961221
2014122,0.3811346188183529,125916022802800627061892119570023711878699868790255385897382220411167137581687589811767786277229235488607631412706744460125573487344553172268619097708734455317226861909770
2014123,0.4711796472008971,1485113683610531981145963358572176120001547126511728379205568126531346875553
2014124,0.32436575091575093,6828841242434992913978015524937699223754190119691742
2014125,0.3093352378403693,33861266980106012907053337369478180917036476771556135095452011354401646107711386826271292
2014126,0.34139259164316843,1058988768127364711621319587
2014127,0.32078353495679496,19962217157512011934928827918669465
2014128,0.43045319863424875,1324128020871526244310699187591194161185890614681343850541116273670710287421919846100412495901161811770125955243180113127447701108118314784506584578089588691114772784146411551275
2014129,0.3039512042702773,62182613645303278109674382288462323402235
2014130,0.4566385353535353,1082215110922231114370374583213561297799429
2014131,0.6618645387498489,986114863072580410322946
2014201,0.3595516244725738,849520208499010711353872110267892666475271932874962117480
2014202,0.6402742502585316,1389545
2014203,0.3602742315726649,456487537522441871790693418464627396
2014204,0.4038997887621462,12058086772023719180680214161239104980768397514946737721265523
2014205,0.42522651449332594,68457771745377964984019012482634902761548734
2014206,0.3439277670414618,52057948314107266531150682215718191205
2014207,0.47285944216806847,131264912701728104688780375779111158942659
2014208,0.45911185460553494,100874711261961
2014209,0.6251875549387,16577041108854
2014210,0.39947897323866743,11181598946
2014211,0.4739,785
2014212,0.596480627728123,81812098308981056
2014213,0.4166163413273843,1641956989
2014214,0.05970000000000001,957
2014215,0.3023,2062
2014216,0.5835782493368701,13131510514810
2014217,0.34654745001321235,17131242329220053101
2014218,0.19918296386098605,148998125438859042298123531825771153829782464
2014219,0.6602571701315232,130885610491452943662949309295611096681098
2014220,0.5436533038540777,1673657636637185013176631046522873641110265194610261762819923775915467
2014221,0.4208289347026945,15017301026801981651870987105251890966912321088732108272110925386156327136596636756118051335668385812634
2014222,0.5166436890009869,93947173978812403094561655869733680750592956438811644471644841501821
2014227,0.8319191225165563,6221794
2014228,0.2894429743926461,41518532817369521701557610148064212867599581080126471092441575418725715484786535276719
2014301,0.4225158796829483,3496814105115485358926096499387771839723890
2014302,0.41079431246748743,7657157408188081921
2014303,0.1745147377938517,1614829821764523873198912321309
2014304,0.5929574561403508,6904949601234144585411331524845853
2014305,0.4837690219345559,200923821502279998711211038915832889431858923
2014306,0.3917883956492183,133818612076163930449551691674830602
2014307,0.5591276498214235,9298831001992388830558319298831001992388830558317111197632636666390513347277187921083
2014308,0.35060500994035787,14999971241188469696210001043637118696595320271499997124118846969621000104363711869659532027
2014309,0.2558927457244879,4951149716461290125849511497164612901258
2014310,0.5682,653653
2014311,0.3709443146592389,19572533143681948682881010441264123616539091437123369484524196561957253314368194868288101044126412361653909143712336948452419656
2014312,0.23662602237911284,201287579146710039051129101613497766119178761694593201287579146710039051129101613497766119178761694593
2014313,0.46312779465588605,69714681269117210087171175108810015476695417024746938158361445914850794170177449576373889065912176606884377764886851513675832810542600995108488812667431266743
2014314,0.4590549443913241,8121042216172976015209308667998098425387699407192756488845963583
2014315,0.39497095558712714,823146024086677618486977099655197469841880539734595854
2014316,0.5043443225806452,6331092770648107813331307859732848
2014317,0.3743778472679395,10271225786
2014318,0.2565428516258593,284712571470117817347621164256618829998908079929369471459142914621113
2014319,0.49286191668815144,829679205173487779873955466718561177734134296415527311035106717378318585339
2014320,0.5267431287885078,11357771365607143294991479217548261492
2014321,0.29489290771332755,81898581684714577066071091782120568373867818827517151341
2014322,0.17531449700286683,2174209520751029635568878531127573738144144767596916691121
2014327,0.528,710
2014328,0.2609079423868313,853859796978102750773061916977644924867647241142138210134711788744794
2014329,0.20806245561239844,57274094865811156371139125713286111137115613049227137811033564
2014330,0.14161029103608846,9642393938
2014331,0.4659075439348479,71490612881200558
2014401,0.2815167010591049,24828501360114118601854109610942137160810021238137910865948046707271009808727686646896758111386071366791210468286422711818791103211403731808126554968865574476281220577547996731268955907961715122176066510371167718749111963310678252326
2014402,0.35927548066816517,168416112521902192811301063227779312191166979107162869516841611252190219281130106322777931219116697910716286957186737488191053186592011618241168830505743924108612919699251241798113810811027
2014403,0.2784226376028067,2083126171911501135718231312169072674128272095274373211327016901467390510728501020143011469192468103511415187527779179581745106139671440156288320831261719115011357182313121690726741282720952743732113270169014673905107285010201430114691924681035114151875277791795817451061396714401562883
2014404,0.352232967384353,173515541592113313891979173515541592113313891979
2014405,0.3453135690374651,29791556137826282455162920411911131723951518
2014406,0.35361973584905665,8182853708159022486726763685
2014413,0.6216502806466099,127511846449
2014414,0.7297,1125
2014415,0.4355036402569593,1030164610209781902896
2014416,0.2875134419748325,1234372142611607622776106011381054123914282232
2014417,0.5768460410284971,741127910091917118893511482556
2014418,0.3770356364626839,922952563808929106110289276357441633812
2014419,0.20537505338078293,11151272106616463331
2014421,0.021367589787970574,11021209
2014422,0.4378599924407068,7692308155730261303759111010531114627119812921003873777869778750
2014423,0.21682887936467918,94211612736707765921701
2014424,0.45038749752000534,15801580103087611978891144106598312969488621858842230396682820087987
2014425,0.14654006003679673,737897787882783927694266524171288168085470686158961621227946121975564011109841034106684387318761679737897787882783927694266524171288168085470686158961621227946121975564011109841034106684387318761679
2014426,0.6160144349643044,6583947113865839471138
2014427,0.47200674183976266,16915355081168104967771014026851691535508116810496777101402685
2014428,0.2806052063492063,226512391221
2014502,0.32843471158754467,2146912860
2014503,0.35286153846153845,550817945600
2014504,0.1437,1310
2014505,0.0713,923
2014506,0.2571325697869528,11901651103569329644887781190165110356932964488778128623355025458531095
2014507,0.33381888251766895,6701033133465514005365258351130846116063871455961372592869767010331334655140053652583511308461160638714559613725928697
2014508,0.498302788560564,7161242116187414751628731785994818582545107271612421161874147516287317859948185825451072
2014509,0.4896819212346993,147077296514496861198136410227581094177412971304498650782902805147077296514496861198136410227581094177412971304498650782902805
2014510,0.28935763911225476,982199018531393
2014511,0.1422,1101
2014513,0.5127,3199
2014514,0.28891714231758847,62469180415658563312215126297267901044
2014521,0.38329204068096395,997806137791067574810051006758764
2014522,0.33996973001038416,10658505721065850572875105016153616739613
2014523,0.21519342588582518,13831097569910368431235149589041101089987416061021913956849788725787781128975811507882191373858411501383109756991036843123514958904110108998741606102191395684978872578778112897581150788219137385841150
2014524,0.5015761677186654,150292184411799107977416375928519801136150292184411799107977416375928519801136
2014525,0.9530999999999998,12041204
2014526,0.4472516022265684,195013422384971195013422384971
2014527,0.2525408305893421,7571104616747911116113469185875711046167479111161134691858
2014528,0.5072261382480435,92135336195148281109669867948512101496199415372186675675
2014529,0.37270738052702096,89368075074559210747041092809751866
2014530,0.37765277747502274,7664754159582559682921711385102912171036136412761029113411801023793640660571793859
2014531,0.5261502802574216,1766850948904687161572610891049
2014601,0.11166338983050848,8581207
2014602,0.439760132662397,1840175715958507022000
2014603,0.5373541259982254,875102792116792260
2014604,0.35997398550724635,122216292206132110081063111283230121775
2014605,0.2144277369614513,2522120395816411137132510181221
2014606,0.07757029200169277,1107425342933
2014618,0.3469,953
2014619,0.5911093719939535,2214154825142695228745581605114719702239890240211961843
2014620,0.5988839408265977,140018639831074917268735109099512427146914001863983107491726873510909951242714692962
2014621,0.35330765014577264,21631914105710692101101910941466347217952163191410571069210110191094146634721795
2014622,0.0395,23242324
2014623,0.5547860058813353,224817741759224817741759
2014624,0.36260423064869945,33521982144827913352198214482791
2014625,0.3335904192567721,156813301445133921331870262118551349183017941698890994943136116031712884378116701180913189214168823125156813301445133921331870262118551349183017941698890994943136116031712884378116701180913189214168823125
2014626,0.2786870620149198,13181809157390013681796107014541983
2014627,0.2487977737096965,287727093302979156923131465146413042003151219321172152212791176298812531519150398820119151419143216761522152817711699
2014628,0.21287831535334586,167242271768291114161515378442793453287314531287228924491672212699717352062245112591840105363499941048154012968651158189916362157213510101637995396811371237440931032870844118610361785210614352328974937119923411536159793312729101407239720761164375416771012
2014629,0.2705388871885903,909615631813455814961574128911451226137053682176
2014630,0.3438186609388097,147111962741189220851698174915944662
2014701,0.2224875870765033,11911573171717362053187917082331127911711798852296561262016895201719901304107510331599212237612186
2014702,0.31989111230476824,28612350296923471016910962410
2014703,0.2542231668706995,3245200923402207184916292717262231941877
2014704,0.22833971092601668,253822132439974
2014705,0.29800179028133,309922642494235317922856
2014707,0.0865,4897
2014708,0.4554993706620636,1826194420191473294720703199342310931007259819922216
2014709,0.5196265576958133,16033917782013741648160414521003242515743020117980511611155137446131428310614722008150818351350235420431372174314212273191416041642413017361838108714821094154513941179
2014710,0.3536611008482564,2756185421221451150814861289158622771723875181341421643
2014711,0.4024441766398399,2171209119091162105622522159278534554941
2014712,0.5667582214170375,19351470249212812082202610731627146416301983163824142276
2014715,0.3062743837990952,2041172814391135249510046117411211691783
2014716,0.2685172500599377,11819512302117410431691
2014717,0.5467063857801184,94225291086
2014718,0.34459827089337175,20853120
2014719,0.41136426306025975,668219651196975145425481859127326893491240039789791933
2014721,0.8428,3994
2014727,0.6403364425320887,12181335185513583605144015661335
2014728,0.517617082388511,17612208
2014729,0.7589437589611242,1931823092784
2014730,0.43013869423120776,192891813591492139116341159201917462205244819289181359149213911634115920191746220524482873
2014731,0.3272427353595256,2384254520231701213923842545202317012139
2014801,0.40600623376623374,146815561981146815561981
2014802,0.5382574456902594,2535119238062541705025351192380625417050
2014804,0.5630442870745062,148521474770148521474770
2014805,0.2181905140434552,120718682586120718682586
2014806,0.30575559502664296,13391466182510001339146618251000
2014807,0.036328903771589705,17211676106512121721167610651212
2014808,0.5709656917089279,393411142909240243923392362825371489436530692255131918061335883909837436530692255131918061335883909837
2014809,0.23396180869074493,252122262341
2014810,0.24008267951364995,14262933
2014811,0.6410354877680459,34013221
2014812,0.6515092401802962,1080106115291176543612791952211340012115
2014813,0.3759105747583102,2926205911621964194321662882
2014814,0.34809807040801294,59123322341012361307179318331554
2014815,0.5446678231790157,158811571628197822151003
2014816,0.3820351193901036,1375114115831620208938252271
2014817,0.30630095864146806,1987882782
2014818,0.6391108444714458,22751017
2014819,0.6391983034225752,158210458081790203017331209
2014820,0.6028418280665987,15241034345114321388
2014821,0.3980958005792305,20832394241827343902197211461730226610232502
2014830,0.32050591304347825,264211452012201820183390
2014901,0.9524,1486
2014902,0.5157011121843521,4829145320971160212231661561215718602416363869892787
2014903,0.40484853569677015,92682261316912451658150616731511216627191370
2014904,0.3659664893617021,270015901350
2014905,0.5461680346710086,25341419412831359338021782106219278962264
2014906,0.5693557482036864,1555115817631926
2014907,0.0256,3410
2014908,0.0464,8485
2014909,0.3771003992585199,240218651666119936003294
2014910,0.19103912056151942,213214711241
2014911,0.46606579271294934,170916742437296010181190235018701040
2014912,0.18397470721183481,120726111049
2014913,0.35661168022149153,161712028982062
2014915,0.4635419275377194,12303318185317441598
2014916,0.4329802021610317,420315982426264216362372143110492726
2014917,0.5542790737873167,20441205931136217531229388842351524383010771221199513462356156142731814101519203907262317836646
2014918,0.33004425953306055,2595131931683625377193199430331800337612123259
2014919,0.2357,2519
2014920,0.25028450903377847,181628391710
2014921,0.42530263628076576,1261947181197098
2014922,0.4228931538023895,130525361432
2014923,0.40384920103339395,1540186718021335452314741787164524865042513110561665
2014924,0.3453540825387021,159824182625187222032524330215982418262518722203252433023012648616981465276221661133
2014925,0.3480755496521189,245297212991426313212681083183129871902111311861012113416451035143331599022839119819752542245297212991426313212681083183129871902111311861012113416451035143331599022839119819752542
2014926,0.45963745076839907,1094179921762046927385826683451129128732207150810941799217620469273858266834511291287322071508
2014927,0.31538551918910557,2376483130671873189722331463199918602270197923764831306718731897223314631999186022701979
2014928,0.3178987253027406,413225042778413225042778
2014929,0.1575,1200
2014930,0.15210250900090005,391210801044222726462550635719731219136712821489156426354207
2015101,0.5739799591524125,40423792
2015102,0.5632949852507375,32431842
2015103,0.6254619283941865,15691569170120301594
2015104,0.47083470281103323,128116011435144817331281160114351448173316091578778
2015105,0.49979653046500955,15912824114215912824114224951638
2015106,0.2624594559406624,4573114812091237131411232743193126522034124312091237131411232743193126522034124310051119280897915971387177512412089
2015107,0.465158950866366,46902903140053762306199816041337117137891301157711112025134816141252172114472160
2015108,0.5913130487572612,15913622410428513269317523091478239116261513336542781156117612871913900
2015109,0.3109834873749404,4809453115604843329325472985320411972516
2015110,0.8387,2337
2015111,0.7453,1992
2015112,0.3224415035301669,1148149521091259200620702377
2015113,0.29895935295000753,1867188813422450221223501213
2015114,0.1714333588337796,264938992636117711753684220121423966
2015115,0.2825090214391849,1417363223614657281926161342
2015116,0.45501451970156204,523443461449303413561737
2015117,0.45043382716049385,22551795
2015118,0.524799375557538,49321794
2015119,0.2573,1983
2015122,0.48049384412443663,2115182226751526959
2015123,0.1555782967166206,198920572708269417763215267020531457
2015124,0.6053236790866449,630015051570288620003190165297210391484
2015125,0.687020099255583,1968853
2015126,0.49037094211123733,1777253220803302
2015127,0.5061238817172021,2968307432502105228230171897173820011798233816353042324961831710216016202639233816353042324961831710216016202639
2015128,0.2954011588810803,2648257425611585274515893364110427201792173615551060899193211912193976191915311890357233641104272017921736155510608991932119121939761919153118903572
2015129,0.22160818168792093,2581254135271737323627012184146621343426103612562556317411722701218414662134342610361256255631741172
2015130,0.3060542051626289,340129054260201916421946130613322518147611051626161529111302141119832080287019233349210426231332251814761105162616152911130214111983208028701923334921042623
2015131,0.11786857476635514,1759117826581253
2015201,0.6746810676498878,56101321227520251245
2015202,0.2296540886249429,20552310106617151610
2015203,0.35063117618110234,16431221103830801823220814961686292020012794390427943904
2015204,0.1795760050853463,1350255632841350255632842119410117841854133616711874220314231631174221551615141511241628131712501359
2015205,0.24283916494224272,3183172124641763254827861966274824062194178217642692169531831721246417632548278619662748240621941782176426921695282022821363282022821363
2015206,0.4022500110673337,2289196148891809173431872064208322891961488918091734318720642083182216621662
2015207,0.27710199248476425,193424901934249099715611562979114114459419108988339821542118915461163168320621387
2015208,0.15993078731928234,2271145522711455126111271642
2015209,0.3523070254342432,1844374339643887224914941707168817852981241645322546190114062981241645322546190114064107
2015210,0.29405324233432245,1116123017812022171716292210165697613912193319013979271840
2015211,0.6536548692060578,1632252544892249
2015212,0.42081977524280084,1860168724561083141327602173113211414194123232009288231766110614897455682125118231345
2015213,0.27628400420021,274217931985306014681401160514722631323514361438165213751432327217421810344122741591
2015214,0.20572336189848386,21614397216528171291169068814751521165216891580101926262649920
2015215,0.20205218781686296,19262631241824863360
2015216,0.22914248817558588,5647177816121867400715042402
2015217,0.6175092550274223,1262707933723751
2015218,0.5409167844278193,22561521203118632136884110915071129
2015219,0.4806619758351101,137713701474
2015224,0.33115926513102684,31101936206128934220284339063053281625132818
2015225,0.5311042263122017,23322118158519292305
2015226,0.34392682893847193,507718281782216018272116
2015227,0.7506261341760198,588031092527269331961833269931792415
2015302,0.3135623627456501,2143278722062344224617774256
2015303,0.840616458300364,41652154
2015304,0.1753433091495365,11359251240130076410001260920201624087941124
2015305,0.5542802764581392,2382227922322056567991529831066100277610022923206029197715257533077100374721738526357197261475102378421322332
2015306,0.3454679285679529,1220104419551497139922133053250424031327984952
2015307,0.2476367393755589,15497221169165585417421754117570983717961503129918101197117826071183980
2015308,0.5030470054446461,102611501130
2015309,0.19110879873028472,2850290514582868
2015310,0.2795434496733107,13792120212017693203175117311808137921202120176932031751173118081476185322171808212682950741219
2015311,0.2816596473294148,3734163113971747172417291668153837341631139717471724172916681538968
2015312,0.23722265997737446,350620182286202116924395350620182286202116924395228774198059215578821787
2015313,0.44907795030695496,1925235820793004192523582079300427542687173013021151119228089681145119711161125100211131163993109813941123120011491303275426871730130211511192280896811451197111611251002111311639931098139411231200114913031059165014421860
2015314,0.7099011050112611,186217466926109714471130186217466926109714471130
2015315,0.2696,47814781
2015316,0.24334124175054384,37153854394646353407405735093715385439464635340740573509
2015317,0.2831339044643311,44075326362237834795436436143849361249734407532636223783479543643614384936124973163015181443188121071529200925631864163015181443188121071529200925631864
2015318,0.21623949628642164,33663384455734424237365137235446334945635446334945631369329513351251161391472111113693295133512511613914721111
2015319,0.36620101886680684,408038743700357934813418330216591463197412861720269614541681103212052121137615761364197412861720269614541681103212052121137615761364
2015320,0.38472159782206833,39846765404921851895176728091303229613131387
2015321,0.4690522972556275,252827451213
2015323,0.652,1612
2015324,0.2433,4432
2015330,0.4072926170328391,625034353618608624834606466034804025
2015331,0.29704450977443614,4341369128004331369543413691280043313695460630923311318335363002280925872658
2015401,0.2987617323637916,527433893417426433113619440642104239464852843221326735924007354731404403527433893417426433113619440642104239464852843221326735924007354731404403384823695712158722242524220022873375
2015402,0.31292424071954633,37444553374535813659510438213910296733683591342451943624315053244719392837444553374535813659510438213910296733683591342451943624315053244719392827412003201227242361
2015403,0.3613814870406189,5075495449753834523437703501466237345326410150754954497538345234377035014662373453264101258846512259194718602588465122591947186021042204
2015404,0.14387500378424747,3585412241221989200619892006
2015405,0.2955739717891611,32063529
2015406,0.47613902667917946,2572513236073607
2015407,0.23544311277033983,355144273344314134882901419728823067258527082549
2015408,0.4215837553051368,309251153914223239142232
2015409,0.7594559105278283,380330064076569519852313380330064076569519852313
2015410,0.341,28562856
2015411,0.466240947204071,10088698527312533698527312533
2015412,0.3983026312855391,26546315
2015413,0.3132325502072373,629068034072560662906803407256063650548238353472371028362668292326932831329427623127269426272603
2015414,0.28326234188152344,50534432361133875731505344323611338757315116160451161604
2015415,0.637455476731765,34593702344633823468517746353664359434593702344633823468517746353664359419821982
