trade_date,close£¨Y£©,change(X2),pct_chg(x3),vol(X4),MACD(X5),slowj(X6),score(X7),read(X8)
20161010,56.8,1.21,2.18,-0.486394163,-0.826979114,74.2114618,0.306474008,1.847294893
20161011,57.89,1.09,1.92,-0.098894659,-0.640839136,114.6347759,0.451339626,0.470524996
20161012,57.54,-0.35,-0.6,-0.451330543,-0.515620188,119.9991321,0.297492549,2.726431344
20161013,57.31,-0.23,-0.4,-0.481863426,-0.42998574,82.20285978,0.29913217,3.410499745
20161017,56.78,-0.49,-0.86,-0.480206363,-0.342251738,49.23941799,0.629491321,15.55582252
20161018,57.35,0.57,1,-0.450690634,-0.278048391,59.29232804,0.345403901,1.281223768
20161019,57.04,-0.31,-0.54,-0.534664561,-0.249307325,58.54857745,0.513397979,1.625805337
20161021,56.51,-0.32,-0.56,-0.582824184,-0.256741166,10.58134062,0.748521344,8.378743884
20161024,56.96,0.45,0.8,-0.397191432,-0.230485437,9.030903018,0.670582081,0.966207308
20161025,56.89,-0.07,-0.12,-0.566382454,-0.212872141,24.20018409,0.579023765,1.229480712
20161026,56.53,-0.36,-0.63,-0.608720271,-0.225364605,35.24951394,0.527621363,1.003385743
20161028,56.26,-0.34,-0.6,-0.60093092,-0.25281663,5.00274639,0.402174309,0.438455692
20161031,56.16,-0.1,-0.18,-0.581830361,-0.278139563,7.65850743,0.469555946,1.259683179
20161101,56.38,0.22,0.39,-0.62776234,-0.277259929,16.88443243,0.365702876,0.489781381
20161102,56.46,0.08,0.14,-0.58198465,-0.267029333,41.00055589,0.486445267,1.100767625
20161103,56,-0.46,-0.81,-0.394378149,-0.292665996,43.63639291,0.309838969,1.007941813
20161104,55.35,-0.65,-1.16,-0.448942901,-0.361268327,13.44745341,0.419855467,0.388968055
20161107,55.51,0.16,0.29,-0.530104785,-0.398136042,-1.093012212,0.425733275,2.303726334
20161108,55.65,0.14,0.25,-0.575903323,-0.41131575,5.999493614,0.542813425,-0.041788205
20161109,55.09,-0.56,-1.01,-0.296447754,-0.461626737,29.07805943,0.593385255,4.026270274
20161110,55.34,0.25,0.45,-0.559654268,-0.475840454,45.59109855,0.633856519,0.460082632
20161111,55.15,-0.19,-0.34,-0.400712958,-0.496710569,40.71928304,0.47284922,2.65699651
20161114,55.49,0.34,0.62,-0.429361604,-0.480278772,49.09530815,0.454457896,1.890620732
20161115,55.6,0.11,0.2,-0.598228659,-0.453156666,54.71479148,0.45436533,-0.387035915
20161117,55.75,0.02,0.04,-0.60884122,-0.381212753,101.990046,0.453605006,2.132164397
20161118,55.28,-0.47,-0.84,-0.599158781,-0.386814435,80.52391725,0.390827421,1.928422132
20161121,55.15,-0.13,-0.24,-0.544631257,-0.397165445,42.47550275,0.40472649,0.68842274
20161122,55.24,0.09,0.16,-0.577752565,-0.393569622,17.20358024,0.711423864,2.524136495
20161123,56.52,1.28,2.32,0.16782759,-0.284158995,56.32083784,0.706345896,10.29231175
20161124,55.69,-0.83,-1.47,-0.307389577,-0.261410966,53.2475354,0.382334733,0.600693722
20161125,55.39,-0.3,-0.54,-0.475304503,-0.264541017,37.39602814,0.429639885,2.67516939
20161128,55.63,0.24,0.43,-0.315713936,-0.244833325,9.204297816,0.517485902,0.502076191
20161129,55.58,-0.05,-0.09,-0.360976555,-0.230591307,21.02538185,0.452038485,0.424645619
20161130,55.33,-0.25,-0.45,-0.547362969,-0.236748229,28.75262055,0.760981786,-0.094686726
20161201,55.3,-0.03,-0.05,-0.504056809,-0.241267205,17.61006289,0.366344488,0.276754274
20161202,54.75,-0.55,-0.99,-0.423267702,-0.285932873,3.176776899,0.68419316,-0.37540519
20161205,53.67,-1.08,-1.97,-0.252157366,-0.403822695,-2.674399474,0.364492525,-0.064696026
20161206,53.12,-0.55,-1.02,-0.291441076,-0.535459191,-6.233044413,0.34771149,-0.098808983
20161207,52.99,-0.13,-0.24,-0.250828738,-0.642861469,8.274228554,0.228934372,0.319716204
20161208,53.03,0.04,0.08,-0.524049187,-0.716491613,22.73668322,0.29152868,0.332790233
20161209,52.75,-0.28,-0.53,-0.53569098,-0.788350084,24.03959901,0.656367107,0.37069032
20161212,49.82,-2.93,-5.55,-0.102878806,-1.069397603,7.824656036,0.525627138,1.123626102
20161213,50.31,0.86,1.74,-0.40035805,-1.238316341,4.02547727,0.327913458,-0.387665048
20161214,49.1,-1.21,-2.41,-0.391963785,-1.453072432,0.123404192,0.244722125,0.118562428
20161215,49.48,0.38,0.77,-0.525287475,-1.574456008,7.856657719,0.319900055,0.681960769
20161216,51.1,1.62,3.27,-0.34005968,-1.522383812,32.57511177,0.553759704,2.285312903
20161219,50.4,-0.7,-1.37,-0.545560469,-1.520077861,48.84168356,0.52428655,-0.373571249
20161220,50.4,0,0,-0.615223847,-1.500948379,53.13087822,0.349324355,-0.076162272
20161221,50.75,0.35,0.69,-0.624622939,-1.44093584,41.91092684,0.839977447,-0.173803209
20161222,51.38,0.63,1.24,-0.463723268,-1.327240138,57.45965135,0.442758568,-0.110390364
20161223,50.18,-1.2,-2.34,-0.509722671,-1.318763561,62.69102012,0.465454745,-0.314243652
20161226,50.15,-0.03,-0.06,-0.53443747,-1.299486885,55.07988914,0.400125989,0.209210949
20161227,49.45,-0.7,-1.4,-0.503786781,-1.325415566,20.78901419,0.363273868,0.636835939
20161228,49.3,-0.15,-0.3,-0.625934856,-1.34259142,-4.10951846,0.313262182,-0.242594519
20161229,49.35,0.05,0.1,-0.585179314,-1.336759494,-12.0673612,0.543117771,0.133976172
20161230,49.68,0.33,0.67,-0.678004005,-1.290631809,8.94465007,0.37925924,-0.193367993
20170104,50.8,0.97,1.95,-0.220388844,-1.087233789,72.74273321,0.344987213,-0.19323641
20170105,50.43,-0.37,-0.73,-0.520566295,-0.99421499,79.62575883,0.591489382,0.268184915
20170106,49.8,-0.63,-1.25,-0.502065273,-0.960263339,66.35377383,0.486515619,-0.44421706
20170109,49.91,0.11,0.22,-0.5843713,-0.913944942,38.79376241,0.409737745,-0.280924307
20170110,49.65,-0.26,-0.52,-0.605825499,-0.887981013,21.94650193,0.567672309,2.231110886
20170111,49.43,-0.22,-0.44,-0.652426012,-0.875069319,18.25528007,0.564948923,-0.38618268
20170112,48.96,-0.47,-0.95,-0.557124497,-0.892473898,-5.699395455,0.376230512,0.034297751
20170113,48.91,-0.05,-0.1,-0.585653434,-0.899927925,-12.58436242,0.552321838,-0.003234314
20170116,47.76,-1.15,-2.35,-0.48055457,-0.987250277,8.983730673,0.478330502,-0.370783329
20170117,48.2,0.44,0.92,-0.620859431,-1.009314795,42.49405928,0.465578463,0.128367436
20170118,48.11,-0.09,-0.19,-0.667123815,-1.022279135,59.06055912,0.415912503,-0.194724945
20170119,48.1,-0.01,-0.02,-0.706206742,-1.021584197,55.59815164,0.388324091,-0.312547462
20170120,48.58,0.48,1,-0.645659854,-0.971107147,59.59648435,0.359747991,0.112624734
20170123,48.86,0.28,0.58,-0.654456265,-0.89815667,76.60155521,0.633492359,-0.173901896
20170124,48.65,-0.21,-0.43,-0.638778785,-0.847518471,82.22387486,0.717324172,-0.324831992
20170125,48.9,0.25,0.51,-0.602581529,-0.778243318,90.15291208,0.630394078,-0.36847651
20170126,48.68,-0.22,-0.45,-0.531244626,-0.732648902,85.33746932,0.441372393,-0.149458252
20170203,48.35,-0.33,-0.68,-0.609092551,-0.714902291,61.47678551,0.594305275,-0.259367271
20170206,48.67,0.32,0.66,-0.556697036,-0.667324152,40.08816914,0.467779011,-0.444494618
20170207,49.34,0.67,1.38,-0.17595186,-0.568995704,46.02486,0.830340513,-0.322122199
20170208,50.5,1.16,2.35,-0.234281859,-0.392937853,89.02729092,0.451501292,0.373007418
20170209,49.98,-0.52,-1.03,-0.261196753,-0.292004347,91.99091811,0.1425,-0.487995217
20170210,49.63,-0.35,-0.7,-0.450894148,-0.237517933,64.7866929,0.585202003,-0.014525801
20170213,49.73,0.1,0.2,-0.435574553,-0.184145182,40.72722439,0.443054643,-0.295439584
20170215,48.75,-0.79,-1.59,-0.237704027,-0.194104986,21.73136992,0.593782216,1.808632034
20170216,48.9,0.15,0.31,-0.545289449,-0.210261679,5.36033021,0.837904453,0.181923873
20170220,49.16,0.6,1.24,-0.547733843,-0.226251028,12.82620905,0.521804262,-0.101697646
20170221,50.04,0.88,1.79,0.03725009,-0.136710468,65.52633383,0.595778344,0.144056682
20170222,49.97,-0.07,-0.14,-0.448903688,-0.0705837,112.4850794,0.441692604,-0.306823591
20170223,50.31,0.34,0.68,-0.370969311,0.009151902,133.1058368,0.566230752,0.137078658
20170224,50.22,-0.09,-0.18,-0.562880203,0.064339033,109.8098767,0.345949942,-0.433579377
20170227,50.27,0.05,0.1,-0.010355001,0.110832209,73.20292604,0.461014735,-0.185329079
20170228,50.11,-0.16,-0.32,-0.443745285,0.133231909,43.66067909,0.697596114,-0.437866112
20170301,50.19,0.08,0.16,-0.436716958,0.155644985,31.70687135,0.535418416,0.439041648
20170302,49.75,-0.44,-0.88,-0.465295947,0.13633164,33.76670844,0.35479415,-0.456978579
20170303,51.01,1.26,2.53,0.103691504,0.220159286,63.69111361,0.424859939,-0.275054461
20170306,50.9,-0.11,-0.22,-0.22455607,0.27455235,68.70691566,0.669855891,-0.223989882
20170307,51,0.1,0.2,-0.445386381,0.322016405,84.6569148,0.661966971,0.531608406
20170308,50.84,-0.16,-0.31,-0.420408008,0.342770107,63.93767788,0.0983,-0.478354688
20170309,50.17,-0.67,-1.32,-0.460411129,0.301676624,31.27135227,0.612745735,-0.263285984
20170310,50.19,0.02,0.04,-0.420740578,0.267638407,10.35485748,0.573234848,0.358253647
20170313,49.84,-0.35,-0.7,-0.313188385,0.21000005,4.800917846,0.632655904,0.702062165
20170314,49.76,-0.08,-0.16,-0.500937428,0.156066864,22.27393187,0.328381179,-0.460878788
20170315,49.47,-0.29,-0.58,-0.537924829,0.088899076,21.94258582,0.478348844,0.04840183
20170316,50.02,0.55,1.11,-0.442714812,0.079136289,30.32519555,0.639720011,-0.212829977
20170317,49.49,-0.53,-1.06,-0.37314285,0.028306342,25.1172682,0.982547996,-0.450502216
20170320,49.19,-0.3,-0.61,-0.413683875,-0.035771894,17.375134,0.480934936,-0.232427657
20170321,49.3,0.11,0.22,-0.529647625,-0.076793055,3.740496657,0.584705036,-0.220607781
20170322,48.9,-0.4,-0.81,-0.527781837,-0.139965838,-1.059156534,0.510507142,0.132687067
20170323,49.45,0.55,1.12,-0.388995385,-0.143990488,34.51051895,0.247465838,-0.287595989
20170324,49.65,0.2,0.4,-0.508045671,-0.12954837,61.29325624,0.482559628,-0.104656213
20170327,49.6,-0.05,-0.1,-0.547100222,-0.12074559,82.24786584,0.1667,-0.459678091
20170328,49.9,0.3,0.6,-0.527177667,-0.088541183,86.21402301,0.611204445,0.398380369
20170329,48.8,-1.1,-2.2,-0.140864084,-0.150050081,37.13263826,0.521451718,0.146316213
20170330,47.82,-0.98,-2.01,-0.289912575,-0.274707479,1.588205615,0.57833633,0.488708156
20170331,48.02,0.2,0.42,-0.470373523,-0.353288546,-26.11102774,0.430224103,-0.093965074
20170405,49.4,1.38,2.87,-0.222051945,-0.300743359,37.21204263,0.410550069,-0.403911467
20170406,49.48,0.08,0.16,-0.426352336,-0.249766436,89.89929903,0.482189914,-0.406183334
20170407,49.6,0.12,0.24,-0.490728336,-0.197408261,112.2351924,0.604548886,-0.104715837
20170410,49.65,0.05,0.1,-0.492034959,-0.150148627,91.78555988,0.509780269,0.080750749
20170411,53.01,3.36,6.77,1.318949373,0.156623434,82.90288386,0.590573062,0.539429385
20170412,52.98,-0.03,-0.06,0.104015884,0.392793871,81.72166979,0.54882122,-0.117391004
20170413,52.45,-0.53,-1,-0.361846368,0.531072203,74.23522442,0.395985309,-0.431811227
20170414,51.35,-1.1,-2.1,-0.282367523,0.545608535,54.9490119,0.631464746,0.612005769
20170417,51.38,0.03,0.06,-0.468418223,0.5531728,37.73544726,0.514319479,0.148684712
20170418,51.6,0.22,0.43,-0.292232793,0.570345113,32.50006567,0.57710441,0.122606557
20170419,51.26,-0.34,-0.66,-0.28419997,0.550177038,32.66087713,0.351797171,-0.157488942
20170420,51.95,0.69,1.35,-0.365939055,0.58314875,44.50053581,0.568879622,1.089247923
20170421,51.97,0.02,0.04,-0.299115516,0.60393116,46.20462941,0.524283691,-0.237573796
20170424,50.84,-1.13,-2.17,-0.364862089,0.523188819,27.81105409,0.569712307,0.95957469
20170425,51.18,0.34,0.67,-0.492008072,0.481089391,17.34827466,0.381849721,-0.443310369
20170426,52.52,1.34,2.62,-0.101889946,0.549517596,54.83950864,0.591365029,0.01809862
20170427,52.09,-0.43,-0.82,-0.358646988,0.562565134,90.8142367,0.579185486,-0.044282119
20170428,51.88,-0.21,-0.4,-0.337972675,0.549624428,92.41859239,0.734331415,0.476674457
20170502,49.7,-2.18,-4.2,0.053373314,0.359319039,14.38431718,0.430909875,0.170060821
20170503,48.8,-0.9,-1.81,-0.278324555,0.134329699,-21.13507639,0.545377564,0.339665457
20170504,48.71,-0.09,-0.18,-0.535785208,-0.05065431,-32.62602898,0.441256,-0.040706755
20170505,48.34,-0.37,-0.76,-0.583579004,-0.224523214,-10.10483938,0.379730445,0.238850075
20170508,48.79,0.45,0.93,-0.561956534,-0.322289185,6.24873161,0.53614441,0.507748663
20170509,49,0.21,0.43,-0.645409764,-0.378461507,14.61986612,0.675640067,-0.108813421
20170510,48,-1,-2.04,-0.527300106,-0.49793029,10.54330562,0.427396996,1.027247542
20170511,47.83,-0.17,-0.35,-0.336874448,-0.599418022,16.39482814,0.577601196,0.369392991
20170512,48.03,0.2,0.42,-0.602929653,-0.656145812,26.37143991,0.677479111,0.013593949
20170515,47.93,-0.1,-0.21,-0.693432305,-0.701090425,55.51322943,0.482228691,0.230060725
20170516,48.65,0.72,1.5,-0.593455443,-0.670877908,85.74793457,0.41928706,-0.291564046
20170517,48.86,0.21,0.43,-0.499682264,-0.622809664,99.31014851,0.347733527,-0.244899282
20170518,48.37,-0.49,-1,-0.679336025,-0.617140132,88.61469679,0.499000116,0.524101993
20170519,48.55,0.18,0.37,-0.657515998,-0.591306281,66.63709796,0.627437875,1.340242965
20170523,48.79,0.4,0.83,-0.474604202,-0.527468452,70.09694258,0.573621374,0.849011868
20170524,48.8,0.01,0.02,-0.578526246,-0.481781565,68.79194631,0.558155082,-0.135740699
20170525,48.75,-0.05,-0.1,-0.571253704,-0.444485211,66.78562551,0.446055323,0.042706743
20170526,49.11,0.36,0.74,-0.514097878,-0.381481113,70.62000639,0.403023637,-0.053427155
20170601,49.33,-0.52,-1.04,-0.531128971,-0.218829387,92.64785473,0.557936006,0.948198907
20170602,49.44,0.11,0.22,-0.641697299,-0.168456742,81.4234396,0.381917559,-0.411000514
20170605,50.2,0.76,1.54,-0.429749107,-0.066444478,84.49692685,0.495782711,-0.267585056
20170606,50,-0.2,-0.4,-0.627777976,-0.001717554,97.65779889,0.574925338,0.423560057
20170607,50.5,0.5,1,-0.467264484,0.088900036,108.9971143,0.496327992,-0.093031656
20170608,50.5,0,0,-0.623510565,0.158883618,96.77153013,0.593559956,0.005711291
20170609,50.24,-0.26,-0.51,-0.530782998,0.19116268,80.44264081,0.528468902,0.001932384
20170612,50.5,0.26,0.52,-0.393950771,0.235014791,72.96740505,0.563275132,0.07905867
20170613,51.82,1.32,2.61,-0.151984436,0.371992773,69.45114306,0.566939948,0.197703583
20170614,51.6,-0.22,-0.42,-0.097385103,0.457522613,72.97978677,0.518768007,0.61053985
20170615,51.7,0.1,0.19,-0.524052992,0.527296446,64.57913931,0.755377717,-0.446164081
20170616,51.05,-0.65,-1.26,-0.427562,0.524101627,38.81556916,0.555970393,0.42540839
20170619,51.23,0.18,0.35,-0.550341958,0.52998487,34.77454331,0.594997087,-0.136556926
20170620,50.58,-0.65,-1.27,-0.437382182,0.476702682,18.37353161,0.501727075,0.12381959
20170621,50.95,0.37,0.73,-0.405645179,0.459040539,28.81448653,0.455889772,0.462640281
20170622,50.77,-0.18,-0.35,-0.393557146,0.425612472,26.56205911,0.389774858,0.227540084
20170623,50.6,-0.17,-0.33,-0.470551556,0.381010853,21.9628354,0.419895116,-0.273208184
20170626,51.52,0.92,1.82,-0.291816087,0.415114874,36.55228133,0.6947,-0.485168233
20170627,51.47,-0.05,-0.1,-0.467910018,0.433115291,62.71463197,0.666659819,1.193893612
20170628,50.56,-0.91,-1.77,-0.461514486,0.369689802,55.98737084,0.541220049,-0.36916321
20170629,50.31,-0.25,-0.49,-0.509941738,0.295841458,14.59417917,0.448450505,0.595654495
20170630,49.95,-0.36,-0.72,-0.383243484,0.205893708,-15.21088862,0.564784331,-0.215399963
20170703,50.03,0.08,0.16,-0.638884678,0.139457223,5.657670615,0.561480397,-0.362308545
20170704,50.5,0.47,0.94,-0.441541963,0.123309467,41.19635611,0.526276155,0.206439477
20170705,51.18,0.68,1.35,-0.420757207,0.16349787,72.39888516,0.488549503,-0.35972828
20170706,50.85,-0.33,-0.64,-0.374604672,0.166796501,79.96430165,0.517586177,0.055856843
20170707,50.67,-0.18,-0.35,-0.578416217,0.153121108,66.97902722,0.449334069,0.647354375
20170710,50.05,-0.62,-1.22,-0.535956044,0.09120311,26.70551487,0.3863712,0.192547164
20170711,50.09,0.04,0.08,-0.631460327,0.04484339,14.56545135,0.486011281,0.113796647
20170712,49.84,-0.25,-0.5,-0.483983688,-0.011932384,8.066412895,0.662736726,0.214595582
20170713,49.86,0.02,0.04,-0.6449028,-0.054683405,14.85025068,0.385777377,0.292926677
20170714,50.57,0.71,1.42,-0.462977631,-0.030916445,41.93899782,0.515212897,-0.016635245
20170717,49,-1.57,-3.1,-0.34256455,-0.137185449,24.59492751,0.613357161,-0.026368294
20170718,48.97,-0.03,-0.06,-0.623868285,-0.221274435,14.12032089,0.45586761,-0.451964023
20170719,49.59,0.62,1.27,-0.580205149,-0.235175784,9.35964242,0.366500772,0.847669307
20170720,50.08,0.49,0.99,-0.553644584,-0.204298769,60.88632172,0.599050662,-0.419057932
20170721,50.49,0.41,0.82,-0.376728988,-0.145072632,105.5460142,0.450276698,0.299257065
20170724,49.89,-0.6,-1.19,-0.379910663,-0.144880387,87.03508772,0.626364049,-0.080097434
20170725,49.39,-0.5,-1,-0.532433773,-0.182964748,44.42901235,0.522730774,0.326838147
20170726,48.9,-0.49,-0.99,-0.419947869,-0.249806174,-4.757575758,0.262175129,-0.399026439
20170727,49.1,0.2,0.41,-0.537049308,-0.283373602,-8.363636364,0.439079201,0.283467075
20170728,49.47,0.37,0.75,-0.602862725,-0.276927871,18.22863556,0.516529515,-0.344847037
20170731,49,-0.47,-0.95,-0.421499617,-0.306214801,27.7639891,0.346543901,0.105782405
20170801,49.06,0.06,0.12,-0.478634926,-0.32088445,24.29052429,0.113726006,-0.48719955
20170802,48.5,-0.56,-1.14,-0.417004536,-0.373393326,-3.338104548,0.38468639,0.161472958
20170803,48.67,0.17,0.35,-0.428999913,-0.396716311,0.442243392,0.550279309,0.218078426
20170804,48.51,0.02,0.04,-0.629660144,-0.423231853,-0.220283321,0.405529513,0.470485932
20170807,48.91,0.4,0.82,-0.598770286,-0.407274152,31.15483378,0.573636406,0.435474509
20170808,49.21,0.3,0.61,-0.518899802,-0.366198755,67.22679748,0.540694608,0.128254357
20170809,49.13,-0.08,-0.16,-0.603502303,-0.336225737,87.16829842,0.284885169,-6.60E-05
20170810,48.73,-0.4,-0.81,-0.611164169,-0.340819803,55.37683094,0.532860334,0.53615214
20170811,47.85,-0.88,-1.81,-0.360567874,-0.410734586,4.842006289,0.553036245,-0.363572978
20170814,48.2,0.35,0.73,-0.624508773,-0.432910162,-2.282088334,0.527873511,0.089867
20170815,48,-0.2,-0.41,-0.585647478,-0.461305155,10.01012514,0.274116452,-0.326441831
20170816,48.26,0.26,0.54,-0.589601346,-0.457554165,37.70380661,0.369720877,0.370803399
20170817,48.32,0.06,0.12,-0.633714279,-0.444614738,40.78921618,0.425195113,-0.369827294
20170818,48.55,0.23,0.48,-0.58875933,-0.411062598,58.59702399,0.245538485,-0.431654972
20170821,48.66,0.11,0.23,-0.570608831,-0.371315905,67.58414431,0.305141156,0.083873795
20170822,48.16,-0.5,-1.03,-0.538782398,-0.375829853,51.1880189,0.482668985,-0.395344164
20170824,48,-0.27,-0.56,-0.570125445,-0.376212814,19.75383459,0.276973466,-0.228455488
20170825,48.68,0.68,1.42,-0.408975932,-0.325440239,58.61815853,0.539917982,-0.034059746
20170828,49.35,0.67,1.38,-0.320451827,-0.228505141,90.6303273,0.636162126,0.614538747
20170829,48.42,-0.93,-1.88,-0.2342922,-0.224142827,75.1068797,0.260096321,-0.208578194
20170830,48.39,-0.03,-0.06,-0.538172437,-0.220563887,30.34419831,0.461564551,0.029361323
20170831,48.49,0.1,0.21,-0.6082828,-0.207269118,-2.33757619,0.598558241,-0.464649471
20170901,48.29,-0.2,-0.41,-0.573650363,-0.210445364,13.35981236,0.309768338,0.374191668
20170904,48.76,0.47,0.97,-0.442681638,-0.173042759,44.24484365,0.662794919,1.612570941
20170906,50.3,1.42,2.91,0.213931067,0.014592713,93.57225572,0.582016445,0.45821785
20170907,49.57,-0.73,-1.45,-0.295607971,0.071196692,78.61140464,0.588381394,-0.316207121
20170908,49.82,0.25,0.5,-0.497969442,0.134676201,69.14107195,0.197171373,-0.482203498
20170911,51.85,2.03,4.07,0.722657458,0.344813409,59.45701273,0.329291805,0.267642134
20170912,55.81,3.96,7.64,3.248668462,0.821418761,85.03048268,0.417538704,-0.119085138
20170913,54.88,-0.93,-1.67,1.10585224,1.111278581,89.92752126,0.408898475,-0.005240959
20170914,54.47,-0.41,-0.75,0.357438864,1.293006034,80.26863478,0.444583148,0.069282446
20170915,53.4,-1.07,-1.96,0.190542084,1.335293857,54.34468485,0.642645695,4.230004315
20170918,57.93,4.53,8.48,2.231947501,1.714575839,74.72999784,0.552795873,1.08075258
20170919,57.25,-0.68,-1.17,0.931266458,1.937949746,89.5817637,0.404610644,-0.10703088
20170920,61.82,4.57,7.98,3.685238188,2.455431301,109.3343887,0.519968074,0.939097047
20170921,62.57,0.75,1.21,2.851274981,2.892712504,92.01770178,0.545625472,0.571858487
20170922,62.32,-0.25,-0.4,1.552446986,3.182403333,82.9356525,0.398923885,0.064510498
20170925,60.29,-2.03,-3.26,1.208774586,3.211165055,63.70453487,0.546402286,0.48342221
20170926,65,4.71,7.81,2.319153485,3.57283119,81.87242645,0.600221457,0.693431127
20170927,67.87,2.87,4.42,3.077205618,4.044417693,85.69024531,0.649679872,0.446770108
20170928,68.95,1.08,1.59,1.840078995,4.453957914,102.0129567,0.414388853,0.40868087
20170929,68.3,-0.65,-0.94,1.588514936,4.672213552,82.11629519,0.474888794,0.164365734
20171009,72.08,3.78,5.53,2.276634491,5.091505422,87.2217657,0.338312264,-0.211516201
20171010,70.62,-1.46,-2.03,1.060825647,5.245520358,81.92653124,0.515873105,1.716788984
20171011,68.65,-1.97,-2.79,1.05023658,5.149258323,68.94277638,0.522414897,0.133739733
20171012,68.3,-0.35,-0.51,1.04225687,4.987238116,52.17684558,0.342147689,0.129899147
20171013,67.72,-0.58,-0.85,0.476528281,4.757196779,45.77036143,0.421559351,-0.002927972
20171016,67.4,-0.32,-0.47,0.816057115,4.497224827,24.47699893,0.477134367,-0.399022327
20171017,67.37,-0.03,-0.04,0.107204012,4.239899511,-0.387079882,0.409120159,0.074794551
20171018,67.43,0.06,0.09,0.320316202,3.994759739,-14.60959505,0.618360564,2.743220544
20171019,65.15,-2.28,-3.38,0.777980918,3.575293995,-10.52044566,0.617093335,4.838597388
20171020,68.55,3.4,5.22,0.953350805,3.477133722,36.59819425,0.543877571,1.200382311
20171023,66.91,-1.64,-2.39,0.58642212,3.22977586,48.24626773,0.430892811,0.339083613
20171024,65.06,-1.85,-2.76,0.843551691,2.851592054,49.12332251,0.533455146,0.141155683
20171025,65.48,0.42,0.65,0.127375002,2.556301699,21.02071206,0.445006126,0.373975789
20171026,65.8,0.32,0.49,0.465861946,2.321344279,23.23019633,0.35449875,-0.311975897
20171027,65.13,-0.67,-1.02,0.112280017,2.057359471,32.42588972,0.674848068,1.729811614
20171030,62.53,-2.6,-3.99,0.846197531,1.619680667,17.38596314,0.354927758,0.237729561
20171031,63,0.47,0.75,0.002345724,1.295804901,7.3488446,0.113551034,-0.397412488
20171101,64.2,1.2,1.9,0.395022575,1.12301557,23.00920566,0.541995282,0.061183909
20171102,63.32,-0.88,-1.37,-0.01623447,0.904641985,33.36827589,0.718002606,0.294207558
20171103,64.25,0.93,1.47,0.303442956,0.797430294,47.89761369,0.621483424,-0.39639683
20171107,65.52,-0.05,-0.08,0.091456047,0.805998093,97.57117413,0.485676696,-0.30602998
20171108,67.37,1.85,2.82,0.975109778,0.94153468,109.1751328,0.606266703,0.647397551
20171109,67.99,0.62,0.92,0.531497083,1.086453263,92.90225751,0.583358476,0.745638836
20171110,67.65,-0.34,-0.5,0.241851201,1.160489722,83.89907863,0.307287165,-0.387549913
20171113,70.1,2.45,3.62,1.135836546,1.400712136,92.40403173,0.708826639,-0.126276985
20171114,68,-2.1,-3,0.578328078,1.405436682,79.54522766,0.510593977,0.103703801
20171115,63.96,-4.04,-5.94,1.076822875,1.070842674,29.22827934,0.503549072,0.126005105
20171116,64.23,0.27,0.42,0.124546745,0.818031498,-14.92744518,0.660384092,-0.233589291
20171117,63.59,-0.64,-1,0.121591913,0.559583636,-29.38258728,0.557473073,0.194508577
20171120,69.49,5.9,9.28,1.483377519,0.821374244,61.18162831,0.735499255,6.174136497
20171121,72.3,2.81,4.04,2.151058622,1.24128,111.4377272,0.661212789,2.442565162
20171122,72.79,0.49,0.68,1.539529925,1.595208669,140.905874,0.547367208,-0.226465291
20171123,70.61,-2.18,-2.99,0.937534836,1.68042106,93.12712969,0.437855694,0.199813027
20171124,70.7,0.09,0.13,0.924272133,1.735212295,66.09403712,0.396068676,-0.383166546
20171127,63.63,-7.07,-10,2.008055803,1.194376797,9.576594225,0.361345146,0.13501239
20171128,64.73,1.1,1.73,1.002423261,0.844783438,-4.011654739,0.368265065,-0.031175194
20171129,64.35,-0.38,-0.59,0.341970027,0.530944955,-14.2777548,0.295652538,-0.324947127
20171130,62.22,-2.13,-3.31,0.267468656,0.109094919,4.253924871,0.475312394,-0.027599831
20171201,63.35,1.13,1.82,-0.036837222,-0.132515165,7.319649728,0.496190302,0.048523133
20171204,63.43,0.08,0.13,-0.076793105,-0.313918904,4.751401526,0.444670248,-0.433203131
20171205,62.69,-0.74,-1.17,0.036313515,-0.511498257,12.01301997,0.589842236,0.275080699
20171206,60.9,-1.79,-2.86,1.450550727,-0.803259877,17.99493908,0.316525277,0.272177644
20171207,59.07,-1.83,-3,0.093323241,-1.168676989,11.25592063,0.464226319,0.047460187
20171208,59.75,0.68,1.15,0.16797642,-1.387409176,24.05666363,0.407732884,-0.134134972
20171211,62.59,2.84,4.75,0.383011149,-1.316416911,56.95536776,0.418527579,-0.404256873
20171213,63,0.93,1.5,-0.117356467,-1.175586547,101.0151576,0.421922086,0.561023429
20171214,63.66,0.66,1.05,0.00410173,-1.022034176,93.1634162,0.709265807,5.104710112
20171215,62.75,-0.91,-1.43,0.044899877,-0.962675091,88.08405112,0.610321527,4.462943668
20171218,62.51,-0.24,-0.38,-0.302945043,-0.924343329,81.03973847,0.326555271,-0.135411741
20171219,62.29,-0.22,-0.35,-0.36956755,-0.901327351,64.29077658,0.516714295,-0.316102266
20171220,60.8,-1.49,-2.39,-0.133940906,-0.991883752,36.44281203,0.385582472,0.007057963
20171221,62,1.2,1.97,-0.196337615,-0.955802486,29.93361225,0.195044419,-0.389024056
20171222,62.2,0.2,0.32,-0.374170924,-0.900686935,35.15235972,0.419830993,-0.250111212
