trade_date,close,change,30MA,MACD,slowj,score,n_vol,n_amount,Go
20180205,61.47,-0.43,62.82433333,-0.666818354,27.59191565,0.59238,-0.581886291,-0.419762926,1
20180206,58.51,-2.96,62.82433333,-0.99736006,14.35859163,0.520758333,0.147948982,0.247667534,1
20180207,58.9,0.39,62.82433333,-1.213854445,8.622471026,0.821529412,-0.104256758,0.004168732,0
20180208,59.51,0.61,62.82433333,-1.320978484,17.81480459,0.598014286,-0.520137787,-0.375241797,0
20180209,56.65,-2.86,62.82433333,-1.618001838,20.84949198,0.601203448,0.022312975,0.095656248,1
20180212,59.62,2.97,62.82433333,-1.595350598,36.21768336,0.443426316,-0.122339218,-0.010396074,0
20180213,59.5,-0.12,62.82433333,-1.568995916,42.85098332,0.4975,-0.415244457,-0.272101686,1
20180214,60.5,1,62.82433333,-1.450695286,85.47995247,0.6533125,-0.405785365,-0.255850179,0
20180222,62.32,1.82,62.82433333,-1.196292281,100.0288634,0.527145455,0.072258861,0.230776883,0
20180223,62.8,0.48,62.82433333,-0.94505013,113.2297142,0.44507,-0.360476895,-0.192758011,0
20180226,64.91,2.11,62.82433333,-0.569119098,109.9022463,0.35312,0.748269511,0.967531142,0
20180227,63.46,-1.45,62.82433333,-0.383770066,87.37121932,0.407486111,0.109544297,0.295390065,1
20180228,63.51,0.05,62.82433333,-0.230191536,72.61396011,0.475610526,-0.158545711,0.018649212,0
20180301,63.27,-0.24,62.82433333,-0.12638851,62.65216056,0.483794118,-0.18660445,-0.016206273,1
20180302,62.87,-0.4,62.82433333,-0.075529861,54.64757351,0.489629167,-0.366921188,-0.195942671,1
20180305,65.12,2.25,62.82433333,0.144664578,71.0558308,0.542017857,0.672155252,0.883514055,0
20180306,66.58,1.46,62.82433333,0.432000226,92.24971517,0.459454167,0.674238054,0.914109381,0
20180307,64.53,-2.05,62.82433333,0.488664905,83.73973214,0.483640909,0.043800859,0.252886837,1
20180308,64.87,0.34,62.82433333,0.554613985,55.41300514,0.492,-0.309053263,-0.115645546,0
20180309,65.55,0.68,62.82433333,0.654208119,43.50506534,0.557589474,-0.041731724,0.161139838,0
20180312,66.85,1.3,62.82433333,0.828486052,85.87532424,0.471415,0.530398782,0.778268715,0
20180313,66,-0.85,62.82433333,0.887780887,93.72897475,0.599038889,0.310627897,0.550369287,1
20180314,64.36,-1.64,62.82433333,0.793293583,56.21396464,0.66828125,0.099524142,0.30482846,1
20180315,64.7,0.34,62.82433333,0.737347193,17.94924888,0.451590909,-0.150690812,0.043503544,0
20180316,64.23,-0.47,62.82433333,0.647618856,-12.94361645,0.458196296,-0.26168963,-0.067799516,1
20180319,64.25,0.02,62.82433333,0.571534047,-9.051636271,0.601992,-0.471045127,-0.284905539,0
20180320,62.8,-1.45,62.82433333,0.389740718,-7.226821134,0.459352,0.199094386,0.36009777,1
20180321,62.6,-0.2,62.82433333,0.226914141,8.458222447,0.472175,-0.089803366,0.083465493,1
20180322,62.59,-0.01,62.82433333,0.095959824,14.83044042,0.504943478,-0.370369107,-0.203813308,1
20180323,59.48,-3.11,54.37833333,-0.255824439,7.935644071,0.360640741,0.427065538,0.521058556,1
20180326,60.4,0.92,54.37833333,-0.455133199,24.02724771,0.455572222,-0.082067889,0.031684033,0
20180327,61.3,0.9,54.37833333,-0.534305211,45.87187216,0.467363158,-0.219787967,-0.072470346,0
20180328,56.19,-5.11,54.37833333,-0.997880944,36.09192215,0.442748214,2.752106371,2.490519257,1
20180329,55.99,-0.2,54.37833333,-1.365663858,16.05367506,0.493693023,0.563180157,0.533710809,1
20180330,56.3,0.31,54.37833333,-1.613520399,-0.140791309,0.504908,-0.117901606,-0.044688588,0
20180402,55.67,-0.63,54.37833333,-1.839578711,10.9598778,0.522969231,-0.090659012,-0.028567071,1
20180403,54.27,-1.4,54.37833333,-2.107406975,9.444660896,0.439537143,0.374223583,0.341462963,1
20180404,54.82,0.55,54.37833333,-2.249353256,6.33590677,0.328135484,-0.110575986,-0.060368742,0
20180409,56.34,1.52,54.37833333,-2.213677514,25.73466934,0.451416667,0.330536464,0.34720251,0
20180410,56.66,0.32,54.37833333,-2.134972273,46.79989516,0.445572727,0.199585432,0.242907177,0
20180411,56.13,-0.53,54.37833333,-2.091257658,68.12764929,0.408854054,-0.19081151,-0.112603552,1
20180412,55.9,-0.23,54.37833333,-2.051523897,67.97228243,0.483051163,-0.445682767,-0.338028691,1
20180413,55.6,-0.3,54.37833333,-2.020945892,61.25149883,0.395514286,-0.573559347,-0.452333275,1
20180416,54.92,-0.68,54.37833333,-2.028203058,34.38835769,0.409696,-0.438669925,-0.339605326,1
20180417,53.59,-1.33,54.37833333,-2.116872312,-2.744438397,0.556547222,-0.217256844,-0.161688913,1
20180418,53.45,-0.14,54.37833333,-2.173386716,-2.017304647,0.485082609,0.010462681,0.012917541,1
20180419,53.87,0.42,54.37833333,-2.159392169,16.44575926,0.522926316,-0.458059001,-0.369929504,0
20180420,52.26,-1.61,54.37833333,-2.252252371,22.93141034,0.433457895,-0.37536456,-0.309640995,1
20180423,52.95,0.69,54.37833333,-2.244296662,17.30057085,0.558765625,-0.428541978,-0.355191883,0
20180424,54.08,1.13,54.37833333,-2.122345077,29.37150133,0.416641304,-0.411267373,-0.331686877,0
20180425,53.84,-0.24,54.37833333,-2.021757993,56.30154321,0.406645455,-0.5328215,-0.432778871,1
20180426,52.53,-1.31,54.37833333,-2.024411896,39.78024777,0.418796552,-0.444552117,-0.365640995,1
20180427,52.96,0.43,54.37833333,-1.969118949,18.93221814,0.447833333,-0.565928551,-0.467633626,0
20180502,49.25,-3.71,54.37833333,-2.199312579,-3.203927767,0.386804,0.562786652,0.38492819,1
20180503,49.61,0.36,54.37833333,-2.325882373,12.46279154,0.483986364,-0.197392269,-0.211829698,0
20180504,49.25,-0.36,54.37833333,-2.427258908,5.581511159,0.334870968,-0.478468403,-0.429113447,1
20180507,50.36,1.11,54.37833333,-2.39047689,27.9052076,0.553936842,-0.186776731,-0.191347465,0
20180508,51.88,1.52,54.37833333,-2.213163606,57.73561811,0.46542973,-0.115103424,-0.112862683,0
20180509,51.5,-0.38,54.37833333,-2.079335095,74.35861652,0.42274,-0.51124759,-0.434083151,1
20180510,51.84,0.34,51.22566667,-1.923665064,77.70264452,0.429633333,-0.569684871,-0.480146299,0
20180511,52.95,1.11,51.22566667,-1.691232247,87.48162916,0.511384211,0.012148868,0.007447833,0
20180514,52.66,-0.29,51.22566667,-1.512987364,93.95064486,0.458928571,-0.286800018,-0.234931866,1
20180515,53.07,0.41,51.22566667,-1.323388241,101.4765315,0.454244444,-0.412277795,-0.33938493,0
20180516,52.68,-0.39,51.22566667,-1.190871684,78.62940039,0.51686,-0.416925116,-0.344478162,1
20180517,52.77,0.09,51.22566667,-1.066297495,76.36565316,0.362968,-0.616322299,-0.510460174,0
20180518,54,1.23,51.22566667,-0.858425439,86.21456312,0.295443478,-0.027579363,-0.009437485,0
20180521,54.54,0.54,51.22566667,-0.642703168,90.59892892,0.344737037,-0.191666235,-0.134043447,0
20180522,55,0.46,51.22566667,-0.429670583,100.4821709,0.514271429,-0.40190018,-0.312031904,0
20180523,54.68,-0.32,51.22566667,-0.283395246,80.46930392,0.475884848,-0.14369605,-0.087610642,1
20180524,54.15,-0.53,51.22566667,-0.207841689,56.19228844,0.497686486,-0.469735056,-0.375015409,1
20180525,54.22,0.07,51.22566667,-0.140694695,35.83576161,0.420171429,-0.46677231,-0.369485825,0
20180528,52.78,-1.44,51.22566667,-0.201355087,3.466129675,0.66303125,-0.357071701,-0.28612822,1
20180529,53.5,0.72,51.22566667,-0.189150494,10.27709817,0.456481818,-0.210295825,-0.162336983,0
20180530,50.4,-3.1,51.22566667,-0.424726376,-8.579206477,0.428604167,0.146161108,0.090763684,1
20180531,51.15,0.75,51.22566667,-0.544625129,11.85222943,0.553830769,-0.382449032,-0.33614766,0
20180601,50.91,-0.24,51.22566667,-0.651501643,8.183688845,0.413392857,-0.529502331,-0.455490206,1
20180604,50.2,-0.71,51.22566667,-0.78445046,7.661114134,0.4271625,-0.441554246,-0.389167606,1
20180605,51.22,1.02,51.22566667,-0.798305511,17.09092621,0.3843,-0.412881584,-0.364026047,0
20180606,51.12,-0.1,51.22566667,-0.808040317,23.22803313,0.770414286,-0.301200091,-0.270000792,1
20180607,50.92,-0.2,51.22566667,-0.822413281,34.11785488,0.51365814,-0.551027873,-0.468988,1
20180608,50.13,-0.79,51.22566667,-0.887321863,13.49114876,0.53435,-0.458338497,-0.404491615,1
20180611,49.42,-0.71,51.22566667,-0.984702411,-2.807080853,0.430045833,-0.556599476,-0.485585864,1
20180612,50.03,0.61,51.22566667,-1.001115063,17.84688617,0.503802857,-0.517375651,-0.454641627,0
20180613,49.06,-0.97,51.22566667,-1.079944178,17.47007131,0.412191304,-0.487345241,-0.43500668,1
20180614,49.05,-0.01,51.22566667,-1.130195545,23.01231459,0.456958824,-0.610501603,-0.532153989,1
20180615,48.18,-0.87,51.22566667,-1.226088262,-6.463805672,0.537852941,-0.480942406,-0.436743871,1
20180619,44.98,-3.2,51.22566667,-1.542516024,9.214476434,0.55395,0.329371381,0.115467034,1
20180620,45.39,0.41,51.22566667,-1.740144429,21.81274627,0.306,-0.393568284,-0.403487225,0
20180621,45.77,0.38,51.22566667,-1.844837402,39.58202356,0.539209524,-0.172233168,-0.231062786,0
20180622,46.85,1.08,44.68,-1.819684178,55.78837939,0.480057895,-0.353356954,-0.362316525,0
20180625,46.06,-0.79,44.68,-1.842260037,53.62366686,0.322038462,-0.388327769,-0.385947057,1
20180626,46.38,0.32,44.68,-1.813426193,53.45339133,0.470476471,-0.311193069,-0.332186565,0
20180627,47.1,0.72,44.68,-1.712733853,55.4627197,0.700441379,0.050514168,-0.049333249,0
20180628,46.01,-1.09,44.68,-1.701277074,54.26964458,0.621041935,-0.34393195,-0.353978089,1
20180629,47.68,1.67,44.68,-1.53969382,87.34304685,0.502752381,-0.186128144,-0.234230902,0
20180702,45.98,-1.7,44.68,-1.53116342,61.05677882,0.16278,-0.338354359,-0.348031673,1
20180703,45.35,-0.63,44.68,-1.557287313,45.47639814,0.438844,0.022625061,-0.107947614,1
20180704,45.79,0.44,44.68,-1.524908172,14.88254097,0.529189655,-0.319216218,-0.346681844,0
20180705,45.58,-0.21,44.68,-1.498914165,24.78064799,0.637033333,-0.40768126,-0.403680802,1
20180706,46.03,0.45,44.68,-1.42556941,49.56055715,0.599151282,-0.268628654,-0.301881123,0
20180709,46.52,0.49,44.68,-1.312771447,60.86358636,0.333141667,-0.210112028,-0.260107418,0
20180710,46.63,0.11,44.68,-1.200661688,77.7232912,0.39264375,-0.51532141,-0.47914822,0
20180711,45.46,-1.17,44.68,-1.192476985,58.09870744,0.44998,-0.465203587,-0.453033163,1
20180712,46.52,1.06,44.68,-1.087916583,59.1572398,0.440588889,-0.247840142,-0.285914924,0
20180713,45.95,-0.57,44.68,-1.039068215,56.11740464,0.243678947,-0.435939343,-0.424982236,1
20180716,43.95,-2,44.68,-1.148499629,47.55994449,0.210832468,0.390335754,0.123886523,1
20180717,43.55,-0.4,44.68,-1.253057008,12.15990532,0.273547826,-0.250395449,-0.325667691,1
20180718,43.3,-0.25,44.68,-1.340638351,-14.86665966,0.232503448,-0.532780042,-0.515326297,1
20180719,42.15,-1.15,44.68,-1.485716174,-10.89326088,0.436694444,-0.336978415,-0.393244693,1
20180720,42.91,0.76,44.68,-1.521823116,6.203631523,0.268365,-0.393894765,-0.429796536,0
20180723,43.5,0.59,44.68,-1.48570379,25.43989393,0.359909091,-0.451400854,-0.462436947,0
20180724,44.29,0.79,44.68,-1.377454132,54.54369987,0.444211111,-0.410648383,-0.427616434,0
20180725,44.05,-0.24,44.68,-1.296090963,61.36936927,0.276152941,-0.303907871,-0.354392084,1
20180726,43,-1.05,44.68,-1.301335307,50.68136803,0.614485714,-0.453138749,-0.463123838,1
20180727,42.99,-0.01,44.68,-1.291411812,38.47084798,0.379041667,-0.625886762,-0.58378399,1
20180730,42.5,-0.49,44.68,-1.308008369,22.71567737,0.549438889,-0.40546637,-0.441536831,1
20180731,42.24,-0.26,44.68,-1.326846033,11.86213541,0.34258,-0.701639531,-0.638857944,1
20180801,41.98,-0.26,44.68,-1.347224874,-5.704724068,0.557755556,-0.539490933,-0.530722662,1
20180802,40.1,-1.88,44.68,-1.497809722,-2.729911022,0.4912875,0.193953716,-0.083516181,1
20180803,38.33,-1.77,42.64633333,-1.739916829,-1.993826612,0.32255,0.061925468,-0.185687739,1
20180806,37.29,-1.04,42.64633333,-1.992736735,3.900764114,0.527944444,-0.19980754,-0.365077445,1
20180807,38,0.71,42.64633333,-2.111467582,10.46251998,0.40659375,-0.264567733,-0.407559057,0
20180808,38.29,0.29,42.64633333,-2.157294113,25.99076971,0.403857143,-0.208083698,-0.358566821,0
20180809,39.25,0.96,42.64633333,-2.092032346,46.69058162,0.408005263,-0.187285512,-0.340843153,0
20180810,41.69,2.44,42.64633333,-1.822416633,82.95288616,0.490508333,0.143319742,-0.106145554,0
20180813,43.17,1.48,42.64633333,-1.472348292,116.5383551,0.359525,0.474376657,0.146883912,0
20180814,43.15,-0.02,42.64633333,-1.182894768,125.2885562,0.303553333,-0.105348254,-0.228039837,1
20180815,42.13,-1.02,42.64633333,-1.02400218,94.92876719,0.38829,0.088493448,-0.104883855,1
20180816,42.26,0.13,42.64633333,-0.877473775,71.13142635,0.374903226,-0.196934734,-0.302236104,0
20180817,42.45,0.33,42.64633333,-0.737515922,68.59737578,0.360024242,-0.387848239,-0.427469825,0
20180820,45.24,2.79,42.64633333,-0.39689349,93.18362278,0.489647619,0.645807114,0.310655697,0
20180821,44.9,-0.34,42.64633333,-0.152623569,101.4426963,0.437641667,0.084310341,-0.068916002,1
20180822,44.79,-0.11,42.64633333,0.031720371,96.69657515,0.6964875,-0.002968543,-0.130918857,1
20180823,44.32,-0.47,42.64633333,0.13829502,69.99496456,0.417854545,-0.090073994,-0.200689582,1
20180824,43.45,-0.87,42.64633333,0.150815956,41.96453477,0.66675,-0.147739812,-0.255567048,1
20180827,45.01,1.56,42.64633333,0.28335155,56.64284216,0.3016,-0.040276896,-0.160619547,0
20180828,45.59,0.58,42.64633333,0.430228707,81.15888165,0.42659375,-0.117414359,-0.203759448,0
20180829,46.3,0.71,42.64633333,0.597038689,109.0880261,0.581233333,0.003568224,-0.103797653,0
20180830,45,-1.3,42.64633333,0.617222706,74.05935751,0.644861111,0.001180016,-0.1216079,1
20180831,44.46,-0.54,42.64633333,0.582925595,34.18885442,0.573330769,-0.279152755,-0.333178789,1
20180903,43.67,-0.79,42.64633333,0.486391669,-1.855129569,0.422329412,-0.403733888,-0.428248208,1
20180904,44.52,0.85,42.64633333,0.473023018,14.48573574,0.448965217,-0.363496186,-0.392848937,0
20180905,42.5,-2.02,42.64633333,0.296018828,0.361111111,0.651713889,-0.095390631,-0.221903973,1
20180906,42.6,0.1,42.64633333,0.161944105,4.579198696,0.653523333,-0.509271658,-0.506518319,0
20180907,42.82,0.22,42.64633333,0.072604147,-4.650011647,0.66304,-0.25765819,-0.330290394,0
20180910,41.73,-1.09,42.64633333,-0.085170511,11.3232135,0.55305,-0.43997585,-0.468020807,1
20180911,41.52,-0.21,42.64633333,-0.224564668,14.54976966,0.642864286,-0.643926497,-0.605989703,1
20180912,42.04,0.52,42.64633333,-0.289735991,24.63023292,0.445435,-0.406086972,-0.447528139,0
20180913,42.92,0.88,42.64633333,-0.26729488,57.69157138,0.379275,-0.411011485,-0.443129533,0
20180914,44.81,1.89,47.00166667,-0.095897486,102.4396362,0.4430375,0.163511835,-0.018094399,0
20180917,44.81,0,47.00166667,0.03948107,117.588701,0.471491667,-0.068447226,-0.18109512,1
20180918,45.08,0.27,47.00166667,0.166635425,115.8733196,0.525469231,-0.265020086,-0.316880744,0
20180919,46.96,1.88,47.00166667,0.414330314,101.6295511,0.382007692,0.447662307,0.225312325,0
20180920,45.95,-1.01,47.00166667,0.523101748,85.16255436,0.67646,-0.1049483,-0.173684621,1
20180921,47.01,1.06,47.00166667,0.686918663,74.98298779,0.545052941,0.820796851,0.525607667,0
20180925,48.2,1.19,47.00166667,0.902365891,79.62331285,0.41454,0.130230546,0.022122338,0
20180926,48.26,0.06,47.00166667,1.065666529,92.70743753,0.50718125,0.098385891,0.001314123,0
20180927,47.8,-0.46,47.00166667,1.144769121,90.41135383,0.51764375,-0.326645252,-0.325399509,1
20180928,49.1,1.3,47.00166667,1.297401987,90.35199377,0.383046667,-0.164304105,-0.191097481,0
20181008,46.55,-2.55,47.00166667,1.19878213,56.6276858,0.538211765,0.233207367,0.07971643,1
20181009,47.09,0.54,47.00166667,1.150931449,44.38525624,0.563090909,-0.570224631,-0.515402705,0
20181010,45.91,-1.18,47.00166667,1.006194517,-6.327537604,0.506251852,-0.033661704,-0.133851873,1
20181011,42.82,-3.09,47.00166667,0.634834305,-16.94319498,0.548836364,0.330015706,0.081158543,1
20181012,46.42,3.6,47.00166667,0.62382748,15.57415831,0.4,0.438379182,0.183188316,0
20181015,46.93,0.51,47.00166667,0.648778515,65.46611591,0.336754545,0.049437067,-0.057299077,0
20181016,45.96,-0.97,47.00166667,0.583554642,89.74990641,0.406866667,-0.304501641,-0.330517271,1
20181017,47.31,1.35,47.00166667,0.633495429,78.01311145,0.607790909,0.220235406,0.06613277,0
20181018,46.18,-1.13,47.00166667,0.575261056,66.04308975,0.54418125,-0.083762713,-0.165895331,1
20181019,47.02,0.84,47.00166667,0.590088699,89.20292439,0.634525,0.332205377,0.122727622,0
20181022,50.01,2.99,47.00166667,0.83349966,102.3689418,0.65563,0.896026213,0.632934272,0
20181023,48.46,-1.55,47.00166667,0.891060958,96.80654197,0.534258824,0.278916252,0.145805601,1
20181024,48.77,0.31,47.00166667,0.950733645,84.98066344,0.706530769,0.154297116,0.054990074,0
20181025,49.6,0.83,47.00166667,1.052862005,78.08729607,0.646072727,0.226969213,0.097268565,0
20181026,48.62,-0.98,47.00166667,1.042702036,78.81435284,0.46406,-0.165348039,-0.190302266,1
20181029,47.38,-1.24,47.00166667,0.923941923,61.46751302,0.378865217,-0.251681106,-0.272168789,1
20181030,46.53,-0.85,47.00166667,0.752560731,29.04438496,0.5651,0.061591271,-0.062431491,1
20181031,46.79,0.26,47.00166667,0.630452266,22.65232975,0.443946154,-0.345244094,-0.351358049,0
20181101,45.7,-1.09,47.00166667,0.440647033,9.801924165,0.555133333,0.205920783,0.04640478,1
20181102,48.02,2.32,47.00166667,0.471988836,39.74225857,0.514072727,0.552978393,0.312817864,0
20181105,48.25,0.23,54.20533333,0.509513168,59.06509702,0.0841,0.218225732,0.090481538,0
20181106,47.63,-0.62,54.20533333,0.483647466,79.30501158,0.550813333,-0.408597251,-0.39280133,1
20181107,47.25,-0.38,54.20533333,0.427557273,55.48900769,0.628506667,-0.248855632,-0.275576157,1
20181108,48.98,1.73,54.20533333,0.516745215,69.00276735,0.550788235,0.587552018,0.380795891,0
20181109,50,1.02,54.20533333,0.662100494,92.58003803,0.6371,0.640693161,0.457211551,0
20181112,51.61,1.61,54.20533333,0.89687058,117.3750005,0.634022222,0.490278889,0.37105232,0
20181113,51,-0.61,54.20533333,1.02192554,93.77725462,0.529157143,0.169712217,0.114940469,1
20181114,51.9,0.9,54.20533333,1.18005207,86.35693288,0.51175,0.126564167,0.093417366,0
20181115,51.81,-0.09,54.20533333,1.283313003,80.43755312,0.5834,-0.249676154,-0.219549293,1
20181116,51.55,-0.26,54.20533333,1.328850053,81.41865207,0.510345455,0.254533336,0.191606916,1
20181119,54.7,3.15,54.20533333,1.60066569,88.09283714,0.4810125,0.82166528,0.713974357,0
20181120,55.4,0.7,54.20533333,1.85122591,86.15176169,0.6098625,0.94515273,0.865126175,0
20181121,55,-0.4,54.20533333,1.994528352,82.95066713,0.489711765,0.034116167,0.065103397,1
20181122,55.3,0.3,54.20533333,2.108004301,71.20612372,0.476476,0.125103695,0.161911215,0
20181123,54,-1.3,54.20533333,2.069183414,52.86283788,0.455037037,0.046438391,0.062675239,1
20181126,54.16,0.16,54.20533333,2.027951284,44.75151001,0.498657895,-0.096645655,-0.056123411,0
20181127,57.25,3.09,54.20533333,2.219032079,72.53872255,0.404596154,0.783297446,0.755913318,0
20181128,57.65,0.4,54.20533333,2.375359972,98.59340493,0.504011111,0.343421249,0.388440506,0
20181129,57.65,0,54.20533333,2.470769461,107.655233,0.55789375,0.158713999,0.233303841,1
20181130,57,-0.65,54.20533333,2.465511717,67.96819807,0.473485714,-0.017160059,0.061355732,1
20181203,56.08,-0.92,54.20533333,2.359905088,39.24349509,0.566933333,1.187538465,1.138830072,1
20181204,56.32,0.24,54.20533333,2.269416646,33.09692632,0.457116667,0.312560644,0.330377123,0
20181205,57.93,1.61,54.20533333,2.301091893,60.62722269,0.436213636,0.749811862,0.735811357,0
20181206,55.35,-2.58,54.20533333,2.093873447,52.11276311,0.580907895,0.514612402,0.503714849,1
20181207,56.89,1.54,54.20533333,2.03051001,51.34682246,0.378866667,0.405547481,0.429956823,0
20181210,55.39,-1.5,54.20533333,1.838068457,2.046525221,0.595177778,0.280540713,0.291883709,1
20181211,56.16,0.77,54.20533333,1.727773012,14.92810576,0.565794737,0.234229536,0.270147291,0
20181212,58.25,2.09,54.20533333,1.788393128,55.50702829,0.666153333,0.461399283,0.498580389,0
20181213,58.4,0.15,54.20533333,1.827472784,107.419676,0.645205556,0.114315186,0.188277856,0
20181214,57.3,-1.1,54.20533333,1.74951556,105.8398788,0.587402941,0.020414546,0.10295394,1
20181217,54.89,-2.41,50.29133333,1.476249752,31.81253972,0.523542857,0.596735299,0.552036105,1
20181218,55.04,0.15,50.29133333,1.257295061,-11.26911664,0.572677778,0.002610891,0.042592681,0
20181219,53.5,-1.54,50.29133333,0.948572212,-26.16798232,0.750285714,0.255940833,0.246172699,1
20181220,53.87,0.37,50.29133333,0.725401065,0.360646299,0.526516667,0.151825531,0.144180339,0
20181221,52.98,-0.89,50.29133333,0.471288046,8.386790062,0.768615385,0.139004085,0.116917947,1
20181224,53.21,0.23,50.29133333,0.285173424,22.49613814,0.555382857,-0.10983792,-0.089871839,0
20181225,52.22,-0.99,50.29133333,0.057132926,20.00649691,0.506171429,0.245498613,0.186558185,1
20181226,51,-1.22,50.29133333,-0.219504306,5.996891745,0.622667647,-0.158321723,-0.144377276,1
20181227,50.84,-0.16,50.29133333,-0.446504938,-4.114358921,0.539694737,0.11081959,0.068940244,1
20181228,51,0.16,50.29133333,-0.606502527,1.363603602,0.380165,-0.099400305,-0.11028889,0
20190102,49.17,-1.83,50.29133333,-0.870927961,6.472686151,0.511092308,-0.064306268,-0.101827807,1
20190103,48.06,-1.11,50.29133333,-1.156720788,6.546849943,0.416973684,-0.088223473,-0.133093438,1
20190104,50.65,2.59,50.29133333,-1.160840857,31.2791822,0.549661538,0.407662758,0.265779881,0
20190107,51.39,0.74,50.29133333,-1.091808536,72.9103973,0.5645,0.517153544,0.383910431,0
20190108,52.88,1.49,50.29133333,-0.906420724,118.9887076,0.561694737,0.643900509,0.536189964,0
20190109,50.46,-2.42,50.29133333,-0.943892714,86.73644735,0.626559259,1.970021992,1.531462045,1
20190110,48.85,-1.61,50.29133333,-1.090927548,33.41240843,0.426093103,0.717653392,0.499638791,1
20190111,49.02,0.17,50.29133333,-1.180132303,-6.129635794,0.518675758,0.065193391,-0.015318871,0
20190114,48.8,-0.22,50.29133333,-1.254123124,-1.576113584,0.493491667,0.214289875,0.084034383,1
20190115,48.8,0,50.29133333,-1.29780114,19.18628075,0.47855,-0.087612544,-0.137313922,1
20190116,48.93,0.13,50.29133333,-1.30686168,25.02281473,0.567359375,-0.290374845,-0.287816345,0
20190117,47.49,-1.44,50.29133333,-1.413939179,8.340298735,0.547102174,0.087583331,-0.016590174,1
20190118,46.82,-0.67,50.29133333,-1.535165832,2.400570938,0.649486957,0.401421494,0.19245042,1
20190121,48.21,1.39,50.29133333,-1.501766021,14.29407158,0.577985714,0.461735323,0.257129385,0
20190122,47.7,-0.51,50.29133333,-1.499167696,44.9023374,0.414855556,-0.0811276,-0.137071361,1
20190123,48.8,1.1,50.29133333,-1.392298151,93.47290954,0.458211765,0.063121875,-0.022745901,0
20190124,48.52,-0.28,50.29133333,-1.315037988,105.2233883,0.581271429,-0.223721981,-0.242563203,1
20190125,49.18,0.66,50.29133333,-1.18687076,114.9039619,0.572155,0.112750379,0.027035479,0
20190128,48.46,-0.72,50.29133333,-1.130365146,77.30428238,0.497386364,-0.056254904,-0.10835514,1
20190129,48,-0.46,50.29133333,-1.109907868,50.73078307,0.379307143,-0.341283132,-0.338054144,1
20190130,47.15,-0.85,52.65633333,-1.149037831,16.26114121,0.644221053,-0.088816091,-0.155193343,1
20190131,46.42,-0.73,52.65633333,-1.22483438,-8.02360198,0.491235714,-0.221723938,-0.261231018,1
20190201,48.27,1.85,52.65633333,-1.122682566,20.65212284,0.515642857,0.007387768,-0.079150947,0
20190211,50.2,1.93,52.65633333,-0.875894876,84.62465889,0.567752941,0.434527278,0.293615095,0
20190212,50.58,0.38,52.65633333,-0.6422476,131.0429244,0.489477778,0.1365006,0.071104512,0
20190213,51.57,0.99,52.65633333,-0.372897196,125.5444462,0.461388889,0.366515169,0.271744528,0
20190214,53.72,2.15,52.65633333,0.013891834,98.97883615,0.556158333,0.898090474,0.758081396,0
20190215,51.67,-2.05,52.65633333,0.153240598,76.63730698,0.675310345,0.711434585,0.574130436,1
20190218,52.45,0.78,52.65633333,0.32289287,71.99236923,0.437075,0.887273404,0.719113166,0
20190219,51.74,-0.71,52.65633333,0.395493449,59.05295606,0.506896154,0.612956297,0.480275247,1
20190220,52.36,0.62,52.65633333,0.497325887,73.65813986,0.508676923,0.389940867,0.312474095,0
20190221,51.94,-0.42,52.65633333,0.537937331,62.21927058,0.481546667,0.402108544,0.322697178,1
20190222,51.88,-0.06,52.65633333,0.558838749,47.36886435,0.508458333,0.328661989,0.241790037,1
20190225,55.06,3.18,52.65633333,0.822521185,73.08495113,0.447131818,1.925993536,1.643319586,0
20190226,56.74,1.68,52.65633333,1.153753621,85.40445904,0.531627273,2.313088814,2.161966322,0
20190227,54.96,-1.78,52.65633333,1.258123722,80.7138936,0.526702174,1.582359316,1.405515102,1
20190228,54.51,-0.45,52.65633333,1.28966014,35.78850421,0.446321875,0.035687193,0.062982703,1
20190301,53.8,-0.71,52.65633333,1.243033002,16.95431695,0.40929697,0.960719383,0.822632666,1
20190304,53.68,-0.12,52.65633333,1.182763501,24.12412412,0.51872963,2.431273908,2.055303703,1
20190305,54.08,0.4,52.65633333,1.153973852,31.88903189,0.448694444,1.211118249,1.036803799,0
20190306,54.44,0.36,52.65633333,1.146985108,43.18604319,0.313113636,1.489990548,1.293232799,0
20190307,53.38,-1.06,52.65633333,1.043880137,35.15123013,0.377053333,1.056036963,0.896562549,1
20190308,51.12,-2.26,52.65633333,0.770918919,4.327551191,0.530504545,1.084160078,0.871505013,1
20190311,52.37,1.25,52.65633333,0.647990113,-0.349565853,0.385691176,0.403731508,0.314046923,0
20190312,51.99,-0.38,52.65633333,0.513980478,10.16351176,0.444874194,0.546749682,0.442641452,1
20190313,52,0.01,52.65633333,0.403927568,33.55106759,0.467472222,0.415399387,0.329281193,0
20190314,54.57,2.57,52.65633333,0.518114859,76.23232412,0.472975,2.985305601,2.548722147,0
20190315,55.39,0.82,52.65633333,0.6670865,105.6392436,0.513846341,1.891946542,1.691447397,0
20190318,55.66,0.27,52.65633333,0.797738508,126.2050503,0.505696552,0.730703318,0.691849439,0
20190319,55.99,0.33,52.65633333,0.917334942,100.5664351,0.50058,0.379125985,0.388551498,0
20190320,55.4,-0.59,55.76166667,0.953516366,81.09908075,0.352063636,0.363726891,0.369521237,1
