,阅读量,回复量,新闻,日期
1837,12622,12,“白酒科技”大涨！后市要怎么看？【交易日记】,12-08 21:07
1838,3231,12,从深套到19个点，到今天盈利15个点离场。内心是感谢的，就算明日涨停也知足了。逢,12-08 21:07
1839,3542,1,机构调高评级，这个方向还要大涨？,12-08 21:06
1840,260,1,昨天卖飞张裕A，今天卖飞老白干[大哭],12-08 21:02
1841,389,0,已经顶背离了,12-08 20:56
1842,267,0,武陵酒京东最便宜的二，三百,12-08 20:53
1843,126,0,海参滋补酒,12-08 20:52
1844,230,1,在不下车。跟仁东一样了。猛吃猛涨,12-08 20:44
1845,261,2,明天白酒大跌。老白干跌停……,12-08 20:39
1846,141,0,没白干真没白干!,12-08 20:37
1847,400,3,反正我26.64出了，明天感觉不妙,12-08 20:36
1848,1365,1,你的快乐，我独家赞助：你的痛苦，我独家承受；你的幸福，我独家拥有；你的想念，我独,12-08 20:36
1849,182,0,醉生梦死………………………………,12-08 20:32
1850,168,0,我涨停出货了,12-08 20:32
1851,145,0,我涨停出货了,12-08 20:32
1852,166,0,三个交易日十七个点，今天已出，明天大概率震荡。,12-08 20:32
1853,259,2,哎，玩了一个多月了老白干竟然被洗出去了，丢人啊,12-08 20:30
1854,184,0,双顶,12-08 20:29
1855,223,0,12月8日，资本邦获悉，天齐锂业(002466.SZ)发布关于筹划全资子公司股权,12-08 20:29
1856,194,0,上涨锁仓。操作没那么多事，天天盯着眼疼心累。脱离成本区，就拿着吧。,12-08 20:29
1857,271,1,大豪科技收购北京二锅头，看来今天要把白酒带一波，起飞。,12-08 20:26
1858,1016,13,老白干为什么会涨这么厉害，哪位大神出来解惑一下！,12-08 20:26
1859,164,0,明天再涨搞箱武陵酒喝,12-08 20:26
1860,1314,0,万般皆下品惟有白酒高,12-08 20:24
1861,146,0,肯定封不住的,12-08 20:22
1862,179,0,早上买了20手下午打板追了50手[微笑][微笑][微笑],12-08 20:21
1863,174,0,明天不继续涨停就有做双头的嫌疑了，可惜没来得及进场，3天25%真爽，错过了等下一,12-08 20:19
1864,1591,5,老白干有超越茅台酒的品质但卖的是白菜价的美酒，严重低估的好酒现只是价值回归。试问,12-08 20:17
1865,151,0,涨到300,12-08 20:14
1866,132,0,涨到300,12-08 20:13
1867,2303,4,白酒股任何时候买入都是对的！只买对的，炒股就是如此简单！买入白酒，坚守白酒，醉醉,12-08 20:09
1868,383,5,今天跑了，请问大家做的对吗,12-08 20:09
1869,164,0,我不懂酒，但我们这吃闲酒的好多人喝二两一瓶的老白干…25元一瓶…暴利,12-08 20:07
1870,136,0,看到30,12-08 20:05
1871,194,0,排名第一股第二天绝对没好事！,12-08 20:05
1872,220,1,明天，你敢跌，我就敢买，跌的越大，买的越多，年前看你道30,12-08 20:05
1873,354,4,涨停板进来的，明天冲高就卖[鼓掌][鼓掌],12-08 20:04
1874,151,0,干老白妖50王,12-08 20:02
1875,156,0,被成功洗出，希望明天有机会再上车。,12-08 20:01
1876,154,0,股价创历史新高，意味着还有可能更高,12-08 19:57
1877,200,2,明天涨不涨，北向说了算。,12-08 19:55
1878,181,0,老酒股价偏低，本机构虽被洗出，择机再入场,12-08 19:54
1879,184,1,分析个毛，本来大家就是来赌博的，跟着风头足的，赚了就跑，输了就认，这才起来正常的,12-08 19:54
1880,931,0,1：基本面白酒行业是近年来非常热门的行业，消费者对高端白酒的关注只增不减。公司顺,12-08 19:54
1881,174,2,唉昨天卖了，完美错过一个大涨停[哭][哭],12-08 19:52
1882,1211,0,机构调高评级，这个方向还要大涨？,12-08 19:49
1883,139,0,老酒股份偏低，,12-08 19:48
1884,164,0,一看就是假机构,12-08 19:44
1885,130,0,转发,12-08 19:43
1886,187,1,全部唱多真可怕，明天肯定高开就怕大盘变脸有套一批[大笑],12-08 19:39
1887,187,0,尾盘22.63走了，有点小后悔，明天肯定还是大涨的节奏不知道能不能进去,12-08 19:30
1888,200,0,今天上榜的买方和卖方基本持平，懂的出来说说，,12-08 19:30
1889,313,0,六氟磷酸锂龙头，磷酸锂15万一吨，供不应求,12-08 19:30
1890,237,2,有没有文化水平好的知识分子翻译一下这些公告,12-08 19:29
1891,129,0,赶紧查一查,12-08 19:28
1892,373,3,主力流入的四亿多，会不会用来砸盘用？,12-08 19:26
1893,560,6,明天估计会跌停,12-08 19:26
1894,1848,1,白酒板块中价值低估价格低，后市看涨50左右,12-08 19:25
1895,992,3,昨天进了3000股，今天盈利8个点逃跑，留下的兄弟发财，第一次短打成功，再接再厉,12-08 19:24
1896,145,1,完了又追高了？,12-08 19:24
1897,4625,40,我接下来要说的会给大家带来一些极大的安慰，今天20.70买进了1000股，收盘后,12-08 19:22
1898,177,0,白酒行情持续到春节,12-08 19:22
1899,153,0,杜康酒干么去了？何以解忧，唯有杜康。,12-08 19:21
1900,127,0,今天打板进来了,12-08 19:21
1901,167,0,两年不看此股的股票坐等武陵酒做大，有钱就买坚决不卖,12-08 19:17
1902,301,3,这多少散户被洗走了,12-08 19:16
1903,134,0,再来一箱,12-08 19:16
1904,1741,1,两市成交量持续低迷 板块轮涨效应明显 大盘震荡下还需谨慎投资,12-08 19:13
1905,30279,4,"连砸6个跌停！惨烈""杀猪盘""来了，私募也中招？",12-08 19:12
1906,1142,2,今天下午这几个小时，作为小散真是看神仙打架，真是过瘾啊。吓跑了不少，正常都该走了,12-08 19:09
1907,154,0,明天跌停。以后亏损严重的就是现在买入白酒股。怎么上去怎么下去。只是游资短线炒作。,12-08 19:06
1908,25060,5,2000元近在眼前！茅台股价再创历史新高：一日涨出一家“榨菜茅台”,12-08 19:06
1909,2287,5,说一下今日想法，关于老白干行情有没有结束的问题，我想大概率没有结束，从过去一周就,12-08 18:58
1910,240,3,白酒这么高价，多是大家哄的,12-08 18:57
1911,153,0,今日开板出了半仓，明日进可攻退可守！要钱有钱要票有票！来！满上，干了！,12-08 18:57
1912,511,4,此股要成妖,12-08 18:56
1913,193,0,明天应该是一字板，要么就高开直接涨停,12-08 18:54
1914,284,2,莫追了，老白干白酒再为老白干啤酒拉资金呢，老白干啤酒处于濒危状态,12-08 18:53
1915,119,0,喝酒了[大笑],12-08 18:53
1916,416,5,明天肯定跌,12-08 18:53
1917,242,2,今天22.65出早了，应该留着的[哭],12-08 18:53
1918,357,5,今天涨停卖了。买了长安汽车。祝留下继续发财,12-08 18:50
1919,159,0,老白干满血复活，一直在！在我大A，只有炒白酒股不会亏钱！[憨笑]资金多赚大钱，小,12-08 18:48
1920,396,3,昨天20出了今天22.6接回，妥妥的韭菜吗？这波不到30绝不下车！锁仓不动,12-08 18:45
1921,1975,16,早上开盘20.65清了半仓，刚刚22上不去，就挂了剩下的半仓22，结果突然上去了,12-08 18:41
1922,132,0,对酒当歌，人生几何何以解忧，唯有老白干,12-08 18:41
1923,106,0,我要坐电梯，给我按顶楼[大笑],12-08 18:40
1924,23166,17,持续看好白酒啤酒，期待调味品提价兑现！,12-08 18:38
1925,133,0,哈哈，抓到了两个涨停板,12-08 18:33
1926,151,0,涨停决不是我们几个人的事。是所有人的共识加大咖们的态度。没有大咖发力。我们几个小,12-08 18:31
1927,131,0,怎么轮,12-08 18:30
1928,136,0,昨天卖了，今天涨停了，尴尬了,12-08 18:27
1929,161,0,今朝有酒今朝醉[鼓掌][鼓掌][鼓掌][鼓掌],12-08 18:14
1930,242,2,今天22.65出早了，应该留着的[哭],12-08 18:53
1931,218,1,明天放血！,12-08 18:43
1932,161,0,今朝有酒今朝醉[鼓掌][鼓掌][鼓掌][鼓掌],12-08 18:14
1933,136,0,低买长线,12-08 18:04
1934,170,0,[胜利][胜利][胜利][赚大了][赚大了][赚大了][牛][牛][牛][满仓],12-08 18:01
1935,1566,0,震荡无忧，投资主线先看这些板块！,12-08 18:00
1936,1772,3,白酒板块收涨4.36%，青青稞酒领涨（12-8）,12-08 17:59
1937,163,0,明天又是一个稳稳涨停,12-08 17:58
1938,179,0,坚决回避白酒股！,12-08 17:54
1939,16029,75,老白干酒，今天白酒概念股中率先涨停，人气很旺，周一会怎么走？金枫酒业，昨天卡位酿,12-08 17:53
1940,169,0,北向资金仍然大幅流入A股，继续看好大盘。,12-08 17:52
1941,222,1,拉萨进来了,12-08 17:51
1942,164,0,19块走的我[微笑],12-08 17:48
1943,157,0,全都在唱多，[为什么],12-08 17:47
1944,2627,0,"白酒再迎市场热炒,老白干酒触涨停",12-08 17:47
1945,2726,0,不存在的喝酒开小汽车,12-08 17:43
1946,250,0,老白干酒今天涨停创新高，后面是继续上，还是冲高回落呢？,12-08 17:43
1947,164,1,白酒 还有至少30个点的涨幅，冲呀！,12-08 17:40
1948,435,6,老白干，我爱你，没有白干。。。。。。。。好股，日后继续等你。。。。。,12-08 17:39
1949,155,0,这月不见不散估计上调三十,12-08 17:38
1950,536,3,揭秘老白干压盘吸筹的关键：基金转出，换机构！,12-08 17:36
1951,217,1,小心形成双头,12-08 17:33
1952,266,0,名牌酒和业绩及公司实力，也就老白干股票价格低了，合理价应在38元左右,12-08 17:32
1953,298,2,会不会发问询函股价异常波动,12-08 17:31
1954,861,6,你们不觉得白酒走双头，白干今天是天量涨停？虽然创新高,12-08 17:31
1955,206,0,老白干第一个涨停11左右我就持有，下一个看好古月,12-08 17:30
1956,164,0,没买过白酒 但是搞点玩玩看看手气吧。哈哈,12-08 17:29
1957,159,0,来吧 来吧 今天还是加仓比较及时的，从科技来 希望你这个酱香型科技继续发扬光大,12-08 17:28
1958,216,1,河北股，好自为之,12-08 17:27
1959,204,1,春节前上30,12-08 17:26
1960,3940,2,煤炭重磅交易大会即将举行：机构称年底煤价仍将高位运行 相关公司迎机遇！,12-08 17:22
1961,192,1,把股价整高胜似做广告,12-08 17:19
1962,206,0,历史新高被踩在脚下一马平川打开空间,12-08 17:18
1963,177,0,好好好明天一字,12-08 17:15
1964,543,3,老白干酒还能上车吗，各位朋友支个招,12-08 17:14
1965,1593,15,散户别再进了，我早上就傻乎乎的进了，现在大单出货，明天肯定活埋,12-08 17:14
1966,697,8,晚上一纸减持公告，让你们爽爽,12-08 17:13
1967,8131,5,提价预期将是近期白酒、啤酒、调味品板块核心催化剂,12-08 17:09
1968,259,1,白酒太疯狂了，击鼓传花谁是最后一棒？,12-08 17:04
1969,393,1,普通反抽 小心暴跌,12-08 17:04
1970,186,0,赚了钱的朋友，晚上记得上网购买老白干酒啊，自己不喝送喝酒的朋友喝也行啊,12-08 17:01
1971,366,3,大家注意别追高了凤险提示,12-08 16:59
1972,291,2,第二波来了，你们怎么说？,12-08 16:58
1973,4019,2,实探暴风眼中的上海泽润 沃森生物“怒怂门”背后 “我想被转让”,12-08 16:57
1974,345,2,老白干：抢不到红星二锅头，只能抢老白干,12-08 16:57
1975,30543,6,7连阳！个股走出独立行情 半导体景气原来这样传导......,12-08 16:53
1976,171,0,已破前高,12-08 16:53
1977,354,2,应该能到25了[鼓掌],12-08 16:51
1978,144,0,明天买你,12-08 16:50
1979,149,0,舅服你,12-08 16:50
1980,190,0,明天还会上涨的白酒，持股的朋友等着喝酒了[呲牙],12-08 16:49
1981,1056,2,人气新高，股价新高，长久持续看好。但是白酒板块大涨四五个点的第二天一般都会回调，,12-08 16:48
1982,165,0,大家坚持白酒，还要一波上涨,12-08 16:45
1983,256,0,哦豁，龙虎榜显示机构今天把东财散户洗出去了。,12-08 16:44
1984,185,1,不清了一半的仓给自己留个后路，不知道对不对，不能太贪心。,12-08 16:44
1985,674,2,12.8.收盘点评众人皆醉我独醒早上看完竞价，大豪科技的封单太吓人了。停牌还不到,12-08 16:42
1986,324,2,今天没有龙虎榜吗？,12-08 16:41
1987,292,5,舍得酒买不进……只能老白干……,12-08 16:39
1988,303,2,这已经是历史最高了，明天还能创造历史吗？,12-08 16:36
1989,256,2,明天一字板走起,12-08 16:33
1990,349,3,给机会上车没上的拍大腿去吧,12-08 16:30
1991,186,0,珠峰都有有新高度，何况白酒板块。老白干，进了一个天天新高度的同升的日子。天天向上,12-08 16:28
1992,447,4,看以往大涨破新高后两天都会出现阴棒，好恐怖,12-08 16:27
1993,463,4,据本人炒股35年失败经验这只强强股会涨倒370元左右.时间问题.大可放心持友,12-08 16:25
1994,1407,41,白酒反弹龙头，多日调整已到位，后面喝汤还是没有问题的,12-08 16:24
1995,730,7,烂板，明天危险了,12-08 17:24
1996,281,2,明天会不会低开,12-08 16:19
1997,165,0,少赚8个点，emem,12-08 16:18
1998,182,1,越炒越高越高越冷，透支五年了吧,12-08 16:17
1999,167,0,注意风险,12-08 16:17
2000,473,6,我今天下车了。,12-08 16:16
2001,183,0,日啊，明天还要涨。接触股票太迟了，吃不到肉。,12-08 16:16
2002,430,7,22.3接手，17.7出，一买就跌，一卖就涨,12-08 16:15
2003,162,0,看都不用看，大概率是北向资金拉的涨停[大笑],12-08 16:12
2004,351,4,明天低开，趋势才没问题，高开后面就要好好考虑回调了,12-08 16:05
2005,193,0,用涨停的方式创历史新高，往后值得期待。,12-08 16:04
2006,313,2,人气龙头,12-08 16:03
2007,265,1,已经没有多少小散户了，主力是真的猛,12-08 15:59
2008,162,1,今天是回光反照，反弹可出局,12-08 15:57
2009,408,0,老白干酒：主力净流入4.12亿元，居两市第一（12-08）,12-08 15:56
2010,670,6,13元进货的。随你涨跌。目标60,12-08 15:56
2011,22389,13,再次惊艳全场！贵州茅台创新高，“喝酒”仍是岁末行情中的定海神针？,12-08 15:54
2012,474,3,唱空报告加持,12-08 15:52
2013,582,4,伊力特唯一的白酒洼地了,12-08 15:49
2014,362,0,从各省龙头的角度来说.河北龙头老白干严重低估安徽龙头古井贡最高270陕西龙头汾酒,12-08 15:46
2015,227,0,吃奶的力气都史出来了仓库筹码太多明天必会吐筹码,12-08 15:45
2016,204,0,和上一次一样，连续3天涨停,12-08 15:44
2017,330,3,明天可能要吃面了,12-08 15:43
2018,317,2,有没有喝过武陵酒的？喝的人比较多的是哪个？比较高端的又是哪个？涨停很开心，准备采,12-08 15:39
2019,295,3,白酒板块啥时候来了新人了？,12-08 15:39
2020,554,5,明天高开低走，信吗？,12-08 15:38
2021,180,0,人气第一,12-08 15:34
2022,1380,0,老白干酒盘中最高22.65元创历史新高，总市值203.24亿元,12-08 15:32
2023,2695,62,老白干酒这是今年说的最后一个股了，以后也可能不说了，自己默默玩挺好的，确实没意思,12-08 15:32
2024,159,0,对我来说，有时候乱买也许会更好[呲牙],12-08 15:32
2025,201,0,宇宙无敌总龙头,12-08 15:29
2026,167,0,跟了几个涨停有知道生产的酒叫什么吗去买一箱尝尝,12-08 15:28
2027,184,0,突破前高了,12-08 15:28
2028,524,5,怕高的都是苦命人， 林园大佬直播对面讲的，不能不服,12-08 15:26
2029,420,3,不会吧！22.45挂一手居然买成功！感觉明天瑟瑟发抖！[捂脸][滴汗],12-08 15:24
2030,589,11,20.4的成本，今天卖还是明天卖？,12-08 15:23
2031,173,0,明天会如何？,12-08 15:23
2032,160,0,即时排名 第一,12-08 15:22
2033,1217,1,昨天手贱把老白干干卖了买了莫干股份，今天就赚了个手续费还给减仓了，哎！看它明天怎,12-08 15:22
2034,193,0,地球人已阻止不了老白干了，没有最高，只有更高！,12-08 15:22
2035,182,0,许家印你在做梦吧：2035年一定能实现年产销500万辆车的宏伟目标并重组梅雁吉祥,12-08 15:22
2036,143,0,大家都来干一杯,12-08 15:21
2037,140,0,所以这是怎么了[旺柴],12-08 15:18
2038,295,4,年少不知白酒香，错把科技加满仓，年少不知道白酒好，错把医药当成宝。,12-08 15:18
2039,230,3,18块的时候没建仓，现在几个涨停了[哭],12-08 15:18
2040,132,0,一点预告都没有？,12-08 15:18
2041,251,1,明天主力要跑咯,12-08 15:16
2042,272,2,明天怎么说,12-08 15:16
2043,161,0,人气居然到第一了。,12-08 15:16
2044,156,0,今天的庄挺猛,12-08 15:16
2045,824,4,收盘5%以上涨幅买一箱武陵酒尝尝这个口碑这么好的酱香型历史名酒到底是什么味道！,12-08 15:15
2046,130,0,不到13进的跟庄跟到底,12-08 15:15
2047,145,0,大盘稳在3410，大盘明天要反弹啦,12-08 15:13
2048,163,1,各位大佬，今天买进的，有戏吗？,12-08 15:13
2049,144,0,明天继续涨停[呲牙],12-08 15:12
2050,165,0,创新高了，可惜买少了[滴汗],12-08 15:11
2051,909,0,目标价60,12-08 15:11
2052,161,0,主力牛逼了,12-08 15:11
2053,1217,0,喜获“白酒”涨停板，明天就这么干！,12-08 15:11
2054,730,0,一字板好处不多说了吧老庄，小量大赚，也不会像今天这么难受，资金还没那么大，看魄力,12-08 15:11
2055,189,0,都赚大了吧[呲牙][呲牙][呲牙],12-08 15:10
